,NAME,STAR,CONTENT,DATE
755, KoReAn ,5,Translated by Google Salvador Dali  Original  KoReAn   KoReAn ,6 months ago
756,b,1,Translated by Google Disappointment before Dali He took a few pictures and mocked the audience There is no such scam I got a refund but the admission fee was ripped off ,6 months ago
757,Je Lee,5,Translated by Google clean and comfortable very good exhibition ,6 months ago
758, KoReAn ,5,,6 months ago
759, KoReAn ,4,Translated by Google It was a snowy day so it was nice to go for a walk  Original  KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
760, KoReAn ,5,Translated by Google There is a place to see and a place to rest  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
761, KoReAn ,3,Translated by Google There isnt much more to see than you might think  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
762, KoReAn ,5,,6 months ago
763, KoReAn ,5,,6 months ago
764,jimmy Seong,5,Translated by Google Many places are empty due to corona It is a place that has become a symbol in itself and is a good place for frequent exhibitions ,6 months ago
765, KoReAn ,5,,6 months ago
766, KoReAn ,4,,6 months ago
767, KoReAn _JOOMALONE,5,,6 months ago
768,DOHOON KIM,5,Translated by Google Go to see many exhibitions There are many free exhibitions and the night view is beautiful ,6 months ago
769, KoReAn ,5,,6 months ago
770,Choi KoReAn ,5,,6 months ago
771, KoReAn TV,3,Translated by Google Futureoriented design convenient parking management  Original  KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
772,santosh sapkota,5,Outstanding,6 months ago
773,Dyseny Family,5,Translated by Google Dongdaemun Landmarks  Original  KoReAn   KoReAn ,6 months ago
774, KoReAn ,3,,6 months ago
775,tv KoReAn ,4,Translated by Google Can the spectators have free parking  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
776, KoReAn  ( KoReAn ),3,Translated by Google Not as much as expected  Original  KoReAn   KoReAn ,6 months ago
777, KoReAn RAMEN & IZAKAYA,5,,6 months ago
778, KoReAn ,5,,6 months ago
779, KoReAn ,5,,6 months ago
780, KoReAn ,4,Translated by Google Beautiful Architecture It is inevitable that it is inconvenient to have experience with such a building ,6 months ago
781, KoReAn ,5,Translated by Google A gourmet restaurant All menu items are delicious ,6 months ago
782,Joah Park,5,Translated by Google I saw the Salvador Dali exhibition here today and it was fun but there were too many people ,6 months ago
783,Jimmy Kim,1,Translated by Google I saw the Dali exhibition at the design exhibition hall and I was offended by the unfriendly staff It was inconvenient because the guide was broken but there was no apology I dont think I will go to the DDP ,6 months ago
784,MJ S,5,,6 months ago
785,Ilmun Kim,5,,6 months ago
786, KoReAn ,4,,6 months ago
787,Jungmi Myung,5,Translated by Google The match against Salvador Dali is going on until 320 The installation and atmosphere inside the exhibition hall are good and neat The explanation is relatively concise so there are some memorable parts of what ,6 months ago
788, KoReAn ,5,,6 months ago
789,chae m,5,,6 months ago
790, KoReAn ,5,Translated by Google There was an exhibition going on and there was a lot to see ,6 months ago
791,Dongjun Choi,5,,6 months ago
792, KoReAn ,3,Translated by Google The space is large but I dont think it was used well  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
793, KoReAn ,5,Translated by Google I saw it before  Original  KoReAn   KoReAn ,6 months ago
794,SC Baik,4,,6 months ago
795, KoReAn ,5,,6 months ago
796, KoReAn ,5,Translated by Google I went to the Salvador Dali exhibition but the waiting area was very cold  KoReAn  ,6 months ago
797,Sasaki Kazuyoshi,4,,6 months ago
798,T ale,3,Translated by Google I just went to see the Dali exhibition but it was an exhibition that was too crowded and difficult to appreciate ,6 months ago
799,Jaemin Kim,5,Translated by Google The kids cafe on the 4th floor is spacious and good to play ,6 months ago
800,mi ra Kim,5,,6 months ago
801, KoReAn ,5,,6 months ago
802, KoReAn ,5,,6 months ago
803, KoReAn ,5,One of the best place in Seoul,6 months ago
804,Abdullah Turkistani,5,Beautiful place to visit and an amazing location to do your shopping,6 months ago
805,Muhammad Hussain,5,It was really Good experience You can see different art galleries Seoul light is something very attractive to see but you cannot see it every day It is available on nights of special occasions,6 months ago
806,Sonal Chadha,5,,6 months ago
807, KoReAn ,5,,6 months ago
808,is who,4,Translated by Google Parking is expensive  Original  KoReAn   KoReAn ,6 months ago
809, KoReAn ,4,,6 months ago
810,han jk,3,Translated by Google neat and nice But I cant get a guide on where it is ,6 months ago
811, KoReAn ,5,,6 months ago
812, KoReAn  (romanticist),5,Translated by Google As a center of Seoul culture various exhibitions are held throughout the year so you can have a good time at any time of the year The building itself is a sight to behold and it is large and beautiful enough to ,6 months ago
813, KoReAn  ( KoReAn ),5,Translated by Google Performance exhibition in progressFashion MeccaA good place to go anytime ,6 months ago
814, KoReAn ,3,Translated by Google I went to the game against Salvador Dali It was a bit disappointing for me who visited the Figueres Museum of Art in Spain but it was good to be introduced to Korea like this Even on a weekday ,6 months ago
815, KoReAn ,4,Not too bad,6 months ago
816, KoReAn ,5,,6 months ago
817,Noh woo jong,4,,6 months ago
818, KoReAn ,4,,6 months ago
819, KoReAn ,5,Translated by Google It is difficult to move because the space is separated  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
820,K Savador,4,,6 months ago
821,Ales Tvrdy,5,This place is like from a different planet or from a science fiction movie You can see a thousands of pictures but nothing is like the reality It will hit your eyes your brain and your heart but you will still not easy to believe what ,6 months ago
822, KoReAn ,3,Translated by Google Design Plaza thats it  Original  KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
823, KoReAn ,4,,6 months ago
824,Hyun Taek Kim,3,Translated by Google Delicate beauty is disappearing  Original  KoReAn   KoReAn   KoReAn ,6 months ago
825,SEACOWSPACE KoReAn .,4,Translated by Google Seoul Light Garden of Light In the Corona era we can applaud and comfort each other and laugh ,6 months ago
826,Peilmo Jung,5,,6 months ago
827,eunbin Ahn,5,Translated by Google otherwise good exhibition  Original  KoReAn   KoReAn   KoReAn ,6 months ago
828, KoReAn ,5,Translated by Google good for christmas  Original  KoReAn   KoReAn ,6 months ago
829,Jungwoo Park,4,,6 months ago
830,JS L,4,,6 months ago
831, KoReAn ,1,Translated by Google There was nothing to see  Original  KoReAn   KoReAn   KoReAn ,7 months ago
832, KoReAn ,5,,7 months ago
833,L Phan,5,,7 months ago
834, KoReAn ,5,,7 months ago
835, KoReAn ,4,,7 months ago
836,junseo choi,5,Translated by Google I was very satisfied with Dalis work but the planning was very good ,7 months ago
837,Shahid Abbas,5,One of the impressive and attractive piece of landmark DDP located in Seoul city which is designed by the late architect Zara Hadid in March 2014,7 months ago
838,David Jo,5,Translated by Google Dongdaemun Landmark  Original  KoReAn ,7 months ago
839, KoReAn ,5,Translated by Google Memories of the old Dongdaemun Stadium nice exhibition hall ,7 months ago
840,ssideseller,4,Translated by Google It is a spacious exhibition hall located in the heart of the city It is surprising that the old Dongdaemun Baseball Stadium has been transformed into the present space The space is spacious so it feels like a park ,7 months ago
841,Eric De Haan,5,With a visit i as it is so unique They have a Dali exhibit until March of 2022 that is first rate of course there is massive wholesale shopping right next door which is fun as well,7 months ago
842,yongho row,5,,7 months ago
843, KoReAn ,5,Translated by Google I wish there was a space for waiting in the building  Original ,7 months ago
844, KoReAn ,4,Translated by Google good  Original  KoReAn ,7 months ago
845, KoReAn ,5,,7 months ago
846,Angie,5,,7 months ago
847,Jinnam Park,5,Good place,7 months ago
848,Su Jung Cho,5,,7 months ago
849,Quang Thi Trn,4,,7 months ago
850, KoReAn ,4,,7 months ago
851, KoReAn ,5,Translated by Google Unique architecture and unique cultural space  Original  KoReAn   KoReAn   KoReAn   KoReAn ,7 months ago
852,jh y (JH),4,Translated by Google Its cool before  Original  KoReAn   KoReAn ,7 months ago
853,kino no,5,Translated by Google The night view is beautiful and there are many exhibitions good for a date ,7 months ago
854,Soheon KIM,4,,7 months ago
855,BeomSoo Kim,3,Translated by Google Its interesting and fun but I hope the sights will be renewed in a variety of ways ,7 months ago
856, KoReAn ,5,Translated by Google visit to dali It was nice to be able to come and see things to see in other places because it came through KakaoTalk so that I could know the waiting number ,7 months ago
857,okja Lee,5,Translated by Google The exhibitions are great  Original  KoReAn   KoReAn   KoReAn ,7 months ago
858,Sungwoo Kim,5,Translated by Google Zaha Hadid Architecture good location  Original  KoReAn   KoReAn   KoReAn   KoReAn ,7 months ago
859, KoReAn ,1,,7 months ago
860,Jungheon Choi,4,Translated by Google like  Original  KoReAn ,7 months ago
861,U2Y KoReAn ,4,Translated by Google Dali Exhibition Shingibanggi  Original  KoReAn   KoReAn ,7 months ago
862,Young-ho Chung,5,,7 months ago
863, KoReAn ,5,,7 months ago
864,Jay Kim,3,Translated by Google The viewing space itself is good but most of the stores are still vacant so there are too few places to eat or see around ,7 months ago
865,Bereket Alemayehu,5,Always enjoy going DDP,7 months ago
866, KoReAn ,4,Translated by Google like  Original  KoReAn ,7 months ago
867,Pepin Min,4,Translated by Google Worth a visit to Dalijeon  Original  KoReAn   KoReAn ,7 months ago
868,I.K. Kim,4,Translated by Google Salvador Dalis battle takes about 2 hours to see well Lots of spectators for the space ,7 months ago
869, KoReAn ,4,,7 months ago
870,gagamellfs ji,5,,7 months ago
871,seon P,5,Translated by Google The space is full of ideas Just visiting is exciting and refreshing ,7 months ago
872, KoReAn ,5,Translated by Google 2021 Seoul Light to be held at Dongdaemun Design Plaza ddp Black space green Seoul white ecosystem red energy and vitality blue ,7 months ago
873, KoReAn ,5,Translated by Google The parking lot is spacious there are many places to eat and the exhibition is useful and good but the parking fee is a bit expensive ,7 months ago
874, KoReAn yoon,5,,7 months ago
875, KoReAn ,4,,7 months ago
876, KoReAn ,4,,7 months ago
877,Soo Kim,5,Translated by Google The exhibition is fun DDP is an exhibition  Original  KoReAn   KoReAn   KoReAn   KoReAn ,7 months ago
878, KoReAn ,5,,7 months ago
879, KoReAn ,4,,7 months ago
880, KoReAn ,5,Translated by Google Salvador Dali exhibition  Original  KoReAn   KoReAn   KoReAn   KoReAn ,7 months ago
881,Yun-woo Nam,4,,7 months ago
882,Henry Chung,5,,7 months ago
883, KoReAn ,5,,7 months ago
884,hj k,1,Translated by Google A waste of tax money in a desolate field  Original ,7 months ago
885, KoReAn  (gooday2day),4,,7 months ago
886, KoReAn ,4,Translated by Google Otherwise the exhibit was good It was a bit inconvenient because there was no restaurant in the DDP ,7 months ago
887, KoReAn ,5,Translated by Google meet the future  Original  KoReAn   KoReAn ,7 months ago
888, KoReAn ,5,,7 months ago
889, KoReAn ,5,Translated by Google very good  Original  KoReAn   KoReAn ,7 months ago
890,lee seongjae,4,,7 months ago
891, KoReAn ,4,Translated by Google It looks great from the outside and the route is comfortable ,7 months ago
892, KoReAn ,5,Translated by Google Its a multiplex so there are a lot of events and its pretty ,7 months ago
893,NamRyong Kim,5,Translated by Google It was my first visit but the building is beautifully decorated and there are many design related exhibitions and shops so there are many things to see ,7 months ago
894,ms Chae,3,Translated by Google complication  Original  KoReAn ,7 months ago
895,Leo Lee,5,,7 months ago
896, KoReAn ,5,,7 months ago
897,kicked my fuck on Kang,5,,7 months ago
898,_ YODA,5,Translated by Google Dali is fun  Original  KoReAn   KoReAn ,7 months ago
899,Myounghee Shin,5,,7 months ago
900, KoReAn ,5,,7 months ago
901, KoReAn ,5,Translated by Google good unique building structure I dont fit in well with my surroundings ,7 months ago
902,Sun (poporino),4,Translated by Google I came to see the Salvator Dali exhibition Most of the exhibitions at DDP seem to go over the middle but this Dali exhibition was disappointing that there were no famous works ,7 months ago
903, KoReAn ,5,,7 months ago
904,Kei Funaki,4,Its modern and very stylish building,7 months ago
905, KoReAn ,5,Translated by Google I went to the Hong Kong Manga Fair the Dali exhibition was too expensive ,8 months ago
906, KoReAn ,5, KoReAn ,8 months ago
907,Nkateko Mdaka,3,Didnt get to experience the whole place but it was great to sit down after a long walk around the city,8 months ago
908,Frank S. HA,5,,8 months ago
909, KoReAn ,5,Translated by Google At the time of this experience I went to the Salvador Dali exhibition and the exhibition was good It was not to mention the dignity of DDP but it would be nice if there were more things to enjoy in the internal ,8 months ago
910,Ray Kim ( KoReAn ),5,Translated by Google Too many people before 300 people on standby in front of me; ,8 months ago
911,Ronica Kong,4,Translated by Google It was nice to be able to see the exhibition Transportation is very convenient ,8 months ago
912,Nam Sang-Won,1,Translated by Google Worst route Worst guide  Original  KoReAn   KoReAn   KoReAn   KoReAn ,8 months ago
913,Rania Kim,5,Translated by Google Salvador Dali Its amazing to see ,8 months ago
914, KoReAn ,5,,8 months ago
915,Sun a Lee,5,Translated by Google Salvador Dali exhibition  Original  KoReAn ,8 months ago
916,Seungwook Yang,3,,8 months ago
917, KoReAn ,4,Translated by Google I went because of the exhibition the building is so pretty Because the building is large there were various exhibitions and various ,8 months ago
918, KoReAn ,4,,8 months ago
919, KoReAn ,4,Translated by Google Its a nice place but its too far for me The Shack Shack burger in front is delicious ,8 months ago
920, KoReAn ,3,,8 months ago
921,always j,4,Translated by Google Early bird discount on admission ticket KRW 18000 40 minutes waiting for entry 2 places to take photos before the exhibition ,8 months ago
922,Esther Park,3,Translated by Google Something hip but I dont want to stay for long  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,8 months ago
923,Steve Jung,4,Translated by Google Good to see the exhibition  Original  KoReAn   KoReAn   KoReAn ,8 months ago
924,H B,5,Translated by Google I went to the exhibition clean and sensual  Original  KoReAn   KoReAn   KoReAn   KoReAn ,8 months ago
925,[Multi Channel Networks TV] MCNTV,4,,8 months ago
926, KoReAn ,5,Translated by Google good good good ,8 months ago
927, KoReAn ,5,Translated by Google I think its good  Original  KoReAn ,8 months ago
928, KoReAn ,3,,8 months ago
929,Joey Z.,4,,8 months ago
