Score,Review
50,"Heard this place is famous for their chopped noodle and dumplings and it did not disappoint me. The noodle comes with a delicious broth, vegetables, ground beef and triangle dumplings, overall a bowl full of DELICIOUSNESS! We also got the steam dumplings on the side, I thought those were good as well though it wasn't outstanding, just regular pork and chives dumplings. Everything is pretty straightforward, you just order anything out of the 4 items they have on the menu, pay first and the food come out within a minute! I'm still regret the fact that i didn't get to try the cold soybean noodle that they have because i was full after finishing the chopped noodle. A bowl costs about 8,000 won which isnt bad at all. Give this place a try if you happen to be in Myeodong area !"
50,"Easily found in Myeongdong. Only four items in the menus, english and chinese menus is available. Dumplings and noodles were really good!"
40,I loved the noodles with dumplings and also the steamed dumplings which were more refined than a number of other restaurants that I visited. Also the 3 types of kimchi which accompanied the meal were very good.  I tried the cold noodles in soymilk. It was pleasant but not quite my cup of tea. Probably because I like my noodles hot.  There was a long queue at one outlet and a shop employee led us to another which was just down the road and which had a much shorter queue. Service was fast and efficient. I look forward to patronizing this restaurant again when I visit Myeondong.
50,"This is a great restaurant in Myeongdong and is quite affordable. There are only 4 items on the menu and we tried 3 of them. We had the Kalguksu soup, Bibimguksu spicy noodle and the Mandu dumplings. It was all good. My kids loved the Kalguksu and the dumplings were some of the best I've had!"
40,"We went there during lunch time and service was rather efficient. We waited less than 5 minutes to get our table. It was packed with working Korean adults. There is only a few items in the menu and most tables ordered the noodle soup and Kyoja. Waiters aren't the most friendly person but then again, this place isn't a cafe that you want to hang out for long."
50,"Bumped into some M'sians while in Seoul. We exchanged suggestions on places to go, eateries etc. They recommended the Myeongdong Kyoja as a ""must go.""  So we went and it was quite easy to find this restaurant. There's not much to choose from on the menu - only 4 items – Kalguksu ‘chopped noodle’ soup (₩8,000, SGD$9.60), Bibimguksu spicy noodle soup (₩8,000, SGD$9.60), Mandu dumplings (₩10,000, SGD$12), Kongguksu noodles in cold soybean soup.  We had the spicy noodle, Manu dumplings and the chopped noodles.  When the food was served, we realised that it was too much - 2 persons could probably share one bowl instead.  Mandy dumplings is a must have. Avoid the spicy noodle if you're not the ""spicy"" type.  Certainly recommended- especially Singaporeans and Msians who like this kind of food."
40,"We went there for lunch and really liked the concept. There was a stort line of people waiting when we arrived, but everyone only waited for a few minutes to be seated. There where only a few dishes to chose between and you had to pay when ordering, but then the food was served really fast and it was absolutely wonderful. You don't get too much service or attention, but that's all part of the concept and I guess the reason for being able to serve great food at reasonable prices. And we wanted a quick lunch, so it suited us just perfect!"
40,"This noodle and dumpling shop is a classic! The restaurant is managed much like a fast-food restaurant, with communal, closely packed tables and a limited menu. Don't go there for an elegant night out, but do go there for some of the best noodles and dumplings you will have anywhere and an authentic experience surrounded by locals. In spite of the assembly-line approach to seating and food service, I never felt rushed and got a lot of friendly, quick attention from the lovely hard-working staff. Worth a visit for both the great food and the remarkable experience."
50,"This is the second time I visited this shop. I actually prefer the soup noodle much than the dumpling. I find the dumpling overrated, it's really nothing to shout about"
40,"Restaurant is a bit crowded but the speed in ordering and finished is fast, food quality is okay and offered in reasonable price. Staff in such busy environment still provide good services."
40,"I visited on a weekday night around 8.30pm and managed to get seats quite quickly. The soup noodles are tasty. Spicy dry noodles not bad. Dumplings are packed with meat which are very filling. I think i over ordered and ended up in negative utility. Hence, best to order for sharing."
30,"The pork dumplings are meaty and the hot soup noodles are indeed smooth as commented by most reviewers. However, for us living and well travelled in South east Asia, we found it average and really, nothing to rave about. Fuller and tastier steam dumplings and noodles are found in almost every Cantonese/Chinese restaurants in Hong Kong, Malaysia, Singapore and Taiwan. Not sure what's the fuss about this supposedly famous restaurant."
50,"The menu has only 4 items and the Kyoja is a must order! Thin dumpling skin wrapped around generous serving of minced pork and chives. The hot noodles are yummy too. They also serve 2 types of cold buckwheat noodles, but the soy bean one is abit of an acquired taste.  There's lift access here so will be convenient for elderly or young children as the seating area is on Level 2 or 3.  Directions: Myeongdong Station Exit 8, turn left into the 1st alley and walk straight ahead till you see the brown signage on the right. It's just shortly after Starbucks."
40,"We dined here twice, because my daughter fell in love with the dumplings. This place has a lot of hype and long lines at times… but probably worth trying at least once. I tried the noodle soup, spicy noodles and the dumplings, and al were good. I usually do not care for dumplings that have gristle within the meaty interior… and these had them… but the delicate wrapper and good flavor compensated for that."
30,It serves great korean style dumplings but not worth to wait that long... You can have the same food in Insadong too.(anywhere in Korea)
40,Visited this restaurant on 17th June 2017 based on TripAdvisor.. good recommendations and excellent food!!
40,I will visit this dumpling and noodles shop when I travel in Seoul. This time I visited twice! Noodles are yummy. Do avoid the crowd in lunchtime as the locals will also dine here.
50,"Trunks place sells only 4 items. Hand cut noodles, steamed dumplings, spicy cold noodles and cold noodles in soy bean milk. Stick with the safe options by ordering only the hand cut noodles and steamed dumplings."
40,Always torn in between the kalguksu or the bimbimyeon as they are allso yummy. The mandu too are not to be missed. A must try if you are in myeongdong.  Staff are not the friendliest but very efficient.  Both outlets are just a few steps away. Easy to locate!
50,"Have previously tried their kalguksu, bibimguksu and mandu. It was just ok for me. Restaurant is also famous for their cabbage kimchi too, but it is super garlicky.  This time around I really wanted to try their Kongguksu (cold Soy milk noodles).....which is only served during the summer months.  The big bowl of noodles is served with thick fragrant soy milk, julienned cucumber and sesame seeds. It's cold, fragrant and very filling.  It's worth a try if you have not tried Kongguksu before, especially during the hot months of summer."
30,"I like Korean restaurants because each one only offered its specialties on the menu. Steamed dumplings, hot noodles & cold noodles are offered. We tried them all. I think the quality is above average given most restaurants have high standards here. Their kimchi have too much garlic favors for me though."
50,"... authentic, simple, good, honest and fast! seems to be famous because of the many local guests!....well organized!"
50,"The routine: - queue to get in (if applicable) - Order one of the four options; I chose the most popular hot noodle (in pic) - pay (yes, pay after you order) and the waitress will drop a mint on the table - food arrived (with kimchi on the side); eat - waitresses will walk around to refill your kimchi; eat - stand up, leave  Tasty noodle, which has a unique texture to it."
30,"Delicious dumplings with thin skin, noodles are delicious too. Go early to avoid long q. Waitress can speak basic English. Worth trying."
40,"It was the right choice to include this in our itinerary. We loved the signature noodles soup and the dumplings. The portion is really huge for two, so if you are a small eater, suggest to order just the noodle and come back another day for the dumplings. The 10 dumplings were full or meat so it is really filling! We came back on our last day to have the noodles again. Note there are only 3-4 items on the menu which they served. Not much variety but you just need to order their signature dishes and won't regret.  There were 2 outlets we saw in myeongdong. We visited the one nearer to our hotel or exit 8 of myeongdong station. Long queue on Sunday morning but if you visit on weekdays morning or before 12 noon should be fine."
20,"Well... as a local I am very curious about the true recipe of Kyoja (a kind of Chinese dumpling) at this place. You should not think the dishes here as a traditional Korean dish. The flavor comes very sweet and soup is dumped by Korean style small shredded beef. Noodle quality also is average. I heard that this place used to be famous for Japanese travelers. However, I found none from my recent visit there."
40,"This place served traditional Korean soup and dumplings. My husband and I shared the kalguksu and dumplings. The menu consists of 4 things. Kalguksu (a traditional simple Korean soup), bibimguksu (a spicy soup), kongguksu (a soup made with bean water and chlorella) and dumplings. We got the traditional soup and dumplings and shared. The dumplings were very good. I personally love dumplings and these did not disappoint. The soup was pretty good. My husband really enjoyed it and Id give it 3.5 or 4 out of 5 stars. It was a little bland but they had some spices on the table you could use to add some flavor to it. Overall a good place to grab lunch! Id recommend it!"
50,"I am not a great fan of dumplings but this place really changed my mind.  It was a bit difficult locating this shop at Myeongdong as you know the place is filled with shops after shops. Another problem is that there is no shop number displayed. Anyway, we finally managed to locate the restaurant after some searching. Next time it is best to take a picture on the website.  The restaurant is currently undergoing some renovations and the place is covered up which makes it even more difficult to locate them. However, if you are hardworking enough, you should be able to eventually find it.  As with other reviews, the menu is very limited but that is enough for a Kyoja restaurant as it is what you are here for : the Kyoja !  The dumplings were really, really delicious and packed full with meat. The dumpling skin is fine and thin and one bite into it oozes out lots of meat.  The noodle soup was also flavourful and it's quite a big bowl for one to finish. It can be shared with another person together with an order of dumplings.  Another unforgettable dish in this restaurant is the kimchi. This is the most yummy kimchi that I have eaten so far in Seoul. However, be prepared, the garlic taste is super strong. So no good for first dates ! No wonder they offer you a mint sweet at the end of your meal though I do not htink it will remove the taste in your mouth.  The prices were reasonable due to the quality of the food.  High recommended next time if you are in Myeongdong and craving for dumplings - must go place. We went during dinner time & managed to get a table really fast. Most people would just finish their meal and move on to make way for other customers."
40,"hiding in plane site, because its facade is under renovation... we have to walk around to find it awhile.  food is great with only 4 menus available to enjoy the traditional local style noodle, xiao ling pao and kimchi.  The service is very interesting as we have to pay upfront right after you order. however for kimchi you can refill as much as you like"
50,"We have lunch in the Myeongdong Kyoja Main restaurant. On week days now problem to go for, but REMEBER on Friday, sunday and saturdays FUEL ! You need time to get a table there. So think about, when to go. there. The noodles and the dumpling are excellent. Very fast and cheap for korean and tourist people. Thank you"
40,"There are only about 3-4 items on the menu. You had to pay before you ate so that people can come and go quicker. We had the mandu and that was 10,000 won. it was good but i found it to be average."
50,Great location in Myeong-dong. The noodles is 😋 soup base 5 star. Meat so fresh and good service. Must eat!
50,"Yeah, there's really not much I can say other than, THIS PLACE IS AMAZING!! Hands down the best dumplings we have ever consumed. They provided an English menu but pretty much told us what to eat and I was so grateful they did as it was scrumptious!! Only downside, you may be expected to queue... as a tourist, avoid this place during peak lunch hours and you should be fine!! A must see in Korea!!"
50,"Was a bit of a culture shock when the lady taking our order told us bluntly we had to pay up first, right at our table, after confirming our order.  The food was very tasty though. On our first visit, we ordered a bowl of noodle with dumplings each and it was too much. On our second visit, we ordered a bowl of noodle and a plate of dumplings to share and it was perfect.  Like the fact that the food is neither salty nor greasy. Wonderful meal."
50,"This is quite the famous and popular place. Mostly packed, mostly Koreans, surprisingly few tourists...at least on the night we went. Which was quite a good thing.  The place offers only a few items: handmade kalguksu (noodle soup), mandu (dumplings), bibim guksu (spicy noodles), and kongguksu (noodles in cold soybean soup).  We had two of them, the kalguksu and the dumplings. Both were served really fast - despite the fact that every seat was taken. Both meals served were cooked to perfection. The broth of the noodle soup was rich and full of flavours. Handmade noodles with a good bite and nice dumplings. There's Kimchi on the side....add it to your soup if you like more spice.  The steamed dumplings were as good as they get as well. A lot of meat filling with nice herbs and spices. Great stuff. Can't rate the other items on the menu....but the two we had were amazing. So I guess the others wouldn't be a let-down as well. They know what they do here. It's simple: Small menu - but what they do is perfect! Just no beer is available here...or Soju...or even tea. So we were stuck with water. Would've been nice to have some cold ""Cass"" on the side.  Besides that it's perfect. A meal for two for just under 20$. And portions are generous. Highly recommended!  Wanna know more about me and my trips? Check my profile."
20,Had calguksu (noodles with soup) and dumpling. Soup noodle was OK but dumpling was not tasty at all. I don't understand why this place is top of the list of restaurants in Seoul.
50,"Restaurant was easy to find using google map. The hot wanton soup with noodles was delicious. The dumplings were good too, with thin wrappers and meat fillings. For those who love spicy kimchi, this place serve hot and spicy kimchi... that i had a second serving of it!"
50,"Don't expect a fancy restaurant or warm and friendly service. However, this is a local joint loved by the locals for the homemade food. The dumplings were outstanding. The kimichi perfectly spicy."
50,I went there twice this trip n it's never enough .. the kyoja is Super delicious shame that I only have limited space in my stomachs 😬 And the kimchi is the best I had so far !! Spicy & I love it!
10,"We went at around 11am for our brunch and we have a family of seven. We ordered 3 plate of dumplings (each plate with ten dumplings), 2 bowls of cold noodles and 1 bowl of hot noodle to share as you know it's all carbs, we don really eat so much carbs. The waitress which I assumed to be the store manager retorted with her mediocre standard of English "" are u sure that's enough, the serving for the noodle is very little"" and I was like .. ""ya, why not?"" So she walked off to input the order into the system and when she returned she exclaimed further ""We will not take in anymore orders from your table if you ask for more later as the crowd will start coming in later."" I don see what's the fuss about adding on more orders and I don even find the dumplings are nice. The dumplings are just like those packaged food which you can find in the supermarket, heat it up and it's exactly the same. It's not as the meat is so fresh that there's a wow factor. The skill of preparing the skin of the dumpling is so bad that it torn apart the moment I lay my chopsticks on it. I think this store is just overrated by the tourists that makes it so popular when you can just spend your calories, money and time on other Korean food which taste even much better than dumplings which in the first place dumplings are Chinese food. If you really Wan to eat nice dumplings , ding tai fung might taste even better in Seoul ( one store in myeongdong hotel 28) Speaking about the noodles, again there's nothing special about the noodle when the waitress told us it's popular in the store, it's just average noodle soup which you can find in other stores. On a fair side, I would need to say the only thing nice in this restaurant is the kimchi. They are marinated with fresh garlic which will leave you burning your mouth. Here comes the management of the restaurant , it's so disoriented, as we were having or meals halfway through, one ajuma came over our table and asked if we have paid our bill. Shouldn't you be recording and taking note instead of asking me? I can just say yes I have paid and what are you going to do? And her bill is just calculating the bowls on the tables, where is the control of completeness? I'm astonished for how a big restaurant like that was being handled. Overall, I would say, it's cheap food not quality food. Don even bother wasting your time if you are looking for nice food ( I won't even say quality food just ""nice"") No photos taken for this meal as it's just wasting my time."
50,"Myeongdong Kyoja is definitely a pleasant surprise to me as I was originally in doubt of having Kyoja in Korea when I should be exploring the ""typical"" Korean cuisines. There are only five dishes served in the restaurant. I tried the hot noodles and dumplings. It was amazing such simple and affordable food could be so tasty. The noodles were soft (it may be a bit too soft for people who prefer hard noodle texture) and the soup base was good. Dumplings were also of good quality.  The restaurant is always busy, but the turnaround is very fast, as they deliver food within 3-5 mins.  Planning to go back again to try the cold noodle during my one week stay in Seoul! Recommend to people who want to have some simple and affordable good food."
40,"I was travelling solo so cannot order much and decided to try their noodle for dinner. Arrived at around 8:30pm on a Monday evening and was quickly shown a desk/table. After reviewing the menu (only 4 items) I decided on the cold noodle instead of the traditional Kalguksu칼국수 because it was only available between April to October. My noodle arrive fast and I was so surprise - it was covered in thick white soup/sauce. I took a spoonful of the soup and it was very tasty. Very thick soya bean puree soup (not the water down soya bean milk type), this you can taste the bean cure too. Very nice. So I would recommend this dish too beside their traditional Kalguksu."
40,Dumpling and noodles are quite good and here is nice located to visit foreigners. I recommend here to feel Korean food.
50,Me and my colleagues were there for lunch! Our Korean business partner took us there for a quick lunch before the next meeting. Food arrives very quickly and very delicious noodles but I love the homemade dumplings!! The pork filling was very well made!! Can't wait to go back for more!!
40,"Ordered the noodle .. was just ok. But the Mandu is really good. Generous tasty fillings and thin skin makes it perfect. A very much fast serve style restaurant, ordered and paid straight away on the table. Ps: very minimum english so use menu's picture to order ."
50,The place is always crowded but it is reasonably priced and quality of food is good. They have 2 branches in Myeongdong itself but queues are long at both branches.
40,The service was speedy and it's a perfect place for a quick lunch stop This place is also great if you want a break from the heavy meat diet. The soup was full of flavour and the noodles were wonderfully tasty and silky. The dumplings and the garlicky kimchi was also great sides. Definitely would go back.
50,"The first time I came here was because of the good review that I heard. then I come again the second time because it really is THAT GOOD! the dumpling is moist, juicy and it's just RIGHT! also, the kalguksu is still the same as i can remember. really yummy..=D"
40,"Based on a recommendation we date at Myeongdong Kyoja. We went at 1100 and missed the crowds. They only have four dishes to choose from. We had the dumplings and the non spicy noodles. The dumplings were the standout dish - very large, juicy and tasty. The noodles had a nice bite. Not too expensive either. Worth visiting."
40,"If you have been eating too much BBQ, this will be a good comfort food that is not to hard for the stomach and especially perfect during a cold day. The noodle was soft and the dumplings were adequately seasoned and tasty. Slightly oily though. However it is not a place for gathering. Basically just a place to eat and go. Only a handful of dishes in the menu to choose from and don't serve alcohol."
20,"I was attracted by the overwhelming positive online review. However, I found it is quite expensive while the quality of dumpling and noodles were average."
50,"We love dumpling (""mahndoo"" in Korean) and cold noodle with soybean soup (100%). The rifill for the noodle is free. It is awesome to taste the quality food with a very reasonable price and free refill for noodle.  Don't miss it. These two things are only available in Korea."
50,"The dumplings were so good even my 5yr old toddler ate several of them which was very odd but we all loved it! Recommed it! 10,000 for 10 dumplings."
40,"The food didn't failed to meet our expectation, indeed awesome and at affordable price! Except for the soya bean noodle, the other three items on the menu is a MUST-order.  However, the staffs seemed abit unsynchronized and couldn't speak English or Chinese. Took us awhile moving seats twice (we are in a group of eight people), was pretty annoyed in the first place.  However the food is totally great!!! Worth the visit."
50,"This restaurant serves only 4 dishes. We ordered the Gyoza, hot and cold noodles and skipped the porridge since there are only two of us. Love all the three dishes if you like Korean or Chinese food. The restaurant is frequent by the locals and we queued for 20 minutes on a Sunday. Total cost about 28,000 won which is really affordable. Will certainly come back."
50,"We went during lunch hour and service was quick, we hardly waited to be seated! There was only less than 5 items on the menu with English available! We shared a basket of Mandu (dumplings, came in 10 pieces, priced at 10,000 KRW) and Kalguksu (hot soup noodles, 8,000 KRW). One of the best meals ever! And above all, it was very reasonably priced! Definitely worth giving it a try when you are around Myeongdong area!"
40,"Before went to Seoul, I'm searching a lot about Restaurant worth to try and my searching lead me to Myeongdong Kyoja  It's not really hard to find the Restaurant, u can ask people around and they will tell u direction because it's popular among local also tourist  Restaurant very crowded, popular dish is Mandu (Dumpling) KRW 10.000 - 10pcs Kalguksu (Typically noodle with soup base) KRW 8.000, and Bimbim Guksu (Spicy noodle serve cold) KRW 8.000  If you are not a big eater or not really hungry, i suggest u to share because the portion is big my favorite of course mandu, taste nice Kalguksu,soup delicious really perfect for cold weather and about bimbim guksu, if u cannot eat spicy food don't order it. Ask the waiter to help u to cut the noodle, noodle is green colour serve cold and they have chili paste, nuts, cucumber and u mix it together. The taste a little bit sour, sweet and of course spicy. once again it's cold noodle so don't expect it serve hot over all worth to try and recommended"
40,just a few items on the menu but good enough to pack the place.. noodles and dumpling were equally good.. tough gg in big groups
40,"This is one of my favorite kalgooksoo(the noodle soup with thick sliced noodles) place in Seoul. I'm originally from Korea, now living abroad for more than a decade. This is the place where I used go with my friends back in college days. They serve kimchi wit lots of garlic, be aware of its spiciness. It's very spicy, but it's very addictive as well if you love and enjoy spicy food."
40,Cater to tourists obviously as i found out they had multiple outlets around myeongdong just like the cosmetic stores. Serves its purpose by giving tourists a taste od korean dumpling noodles.
30,We had heard a lot of good things about this place and were probably expecting a little too much. There was a choice of four items and the staff were too busy to pay any real attention to customers. Food was ok but only drink available was slightly yellowed water.
40,This is the food that i ate at myeongdong kyoja... (look at the picture below) I forgot the name...but its a noodle in a big bowl with chicken and dumplings It was very yummy and i like it so much The restaurant always very busy and we always queue to enter the restaurant
40,"Easy to get to, very simple menu. In fact a bit too simple with little choice. But, who cares, eat the delicious dumplings which they are known for."
50,"Went into this restaurant by accident as I was looking for some soup comfort food on a cold day in Myeongdong, which was where my hotel was located.  Had the chopped noodles for breakfast (first proper sit down meal in Seoul) and the Bibimguksu for dinner on the night of departing from Seoul.  Having heard about the solo dining culture in Seoul, I was apprehensive about dining in an restaurant but figured that after all gotta experienced it for myself.  On my first visit, it was a weekday morning and the place wasn't crowded so I was shown to a table meant for 2. Was given a menu which had like 4 items and I went straight for the chopped noodles soup. Had wanted to order the dumplings but on 2nd thought decided against it.  Payment was made upon placing my order and within minutes a huge bowl of piping hot noodles appeared in front of me along with a dish of kimchi.  There were 4-5 dumplings in the bowl of noodles so thank goodness I didn't order any extra! Soup was delicious and the noodles were very smooth. I have thought that the kimchi would be the same as what I had always eaten but but but I was so wrong! The refillable kimchi was so so so delicious that I couldn't stop myself from asking for refills from the kind Korean aunty. Honestly I am not a kimchi fan but I was bought over by the kimchi at Myeongdong Kyoja.  Decided that I should try the Bibimguksu before leaving Seoul as there was a bad craving for spicy noodles and I recalled seeing a picture of it during my first visit.  Don't be fooled by the fiery red appearance of the chili paste, it won't burn your mouth or give you fish lips after finishing it up. The noodles were cold and when mixed with the chili red paste, it's a combination beyond words. Other than kimchi, a bowl of soup was also served.  Almost forgot to mention that my 2nd visit took place around dinner time on a Sunday, so it was really crowded and I was placed at a solo dining area where a partition separated me from the diner opposite me.  Highly recommended for a no frills local dining experience if you happened to be in Myeongdong and craving for some noodles or dumplings."
40,Beside Nine Tree hotel and decided to eat here after reading TripAdvisor review. Wanted to order Soymilk noodles but not available. Otherwise ordered the dumpling noodles and steamed dumplings too.
30,My first meal in Seoul today.. Tried the dumplings and the noodle..Not very delicious but not bad. Can try if the queue is not long..
40,Visited the place last Friday. Thankfully no queue. Ordered their dumplings and noodles dishes. As usual the dumplings were delicious. The cold noodles were spicy but just as tasty. Again one of the food I must have each time I visit Korea.
40,"Its dumplings are famous and delicious. I tried it every time I went to Seoul. This time, maybe on Saturday, we had to queue up before being seated. Its dumplings are still very tasty, but a little bit smaller in size, while the texture of the noodles this time was too soft. Well, still worth of trying."
50,"Kargooksoo (literally meaning knife noodles cause traditionally were cut with a large knife) is one of Korea's best noodle dish usually in a beef broth. This one has two locations in Myoungdong, the one closer to the Lotte dept store seems much busier.  I used to eat here once a week as I had some business in Myoungdong regularly. Nowadsays, I still try to eat there about once a month because it is so good. If you and your partner are very hungry good to order the mandoo too otherwise too much food.  The noodles are perfect as well as the broth but the highlight is their kimchi which the most garlicky in Korea. Spicy too but not deathly.  Always busy so try to avoid the busy 12-1 and 6-7 times. Must try it at least once."
40,"This is a nice little restaurant on the shopping street.  It has simple wood tables inside and even simpler menu. There are only 4 disused. Dumplings and three kinds of noodles.  Dumplings are 10,000 and are amazing. You get about 9 or 10 in a plate and they are amazing.  The noodles are okay. The green noodles with red sauce are cold just so you are aware.  You also pay in advance but this with the speedy service just makes the place great for a fast meal.  Overall I enjoyed it but mainly go for the dumplings."
50,"Located in Myeongdong shoppping street, the menu has only 4 dishes and one of them was seasonal dish so I can only try 3. I came there at lunch time so I need to queue up in line and wait for about 15 minutes, at first I though I might need to wait for an hour or so because there were like 20ppl before me but the line goes faster than I though. Me & my friends ordered 2 bowl of chopped noodles, 1 basket of mandu and 1 bowl Cold noodle. The chopped noodles is so delicious, well seasoning, it's quite big so 2 ppl can share one bowl. Cold noodle is spicy but delicious as well, instead of using normal noodle they use matcha flavored one. Our meals only cost 34k won for 5ppl. I'll definitely come back here if I go to Seoul next time"
40,My first time to try their noodles. It's extremely huge bowl for me. The dumpling skin is so thin and didn't break. Generally it is yummy and I will return again during my next visit to myeongdong.
40,I took a walking tour on my first day in Seoul and we passed by the stream. It is picturesque and calm.
50,Very fast service! My Kalgaksu was served piping hot10 seconds after I paid. I went at 8:30pm so was able to get a seat straightaway. Portion was quite big so value for your money. Clean with efficient and polite staff. Highly recommended.
40,Identified as must visit by daughter...kind of Korean fast food...noodle was good and dumpling was ok...kimchi was really hot so beware but i enjoyed the kimchi as it was exciting...
40,The noodle soup is delicious. Not a lot of variety; they only have 3/4 dishes to choose from. But always busy and their service is fast.
50,"I went there to have dîner and we found this place as an excellent place to eat. They don't have many choices of meals (4) but it is just excellent : the dumplings are hand made and very good. The waitress are nice helpful and efficient, you have your order in less than 5 minutes. I strongly recommend this place to taste Korean food"
50,"Busy restaurant, cheap, authentic and good quality. There are only 4 dishes, so the food is super fresh and service very fast."
40,I would say that i had a so so meal. Ate much better tasting dumpling soup in hongkong & shanghai. The place is clean & big tho. Try to come early if you dont want to queue
40,Great restaurant for noodles and dumpling. Price is also good. Very worthed to try as you will get great taste of noodles and dumpling at the best price.
50,"Right in the heart of the bustling Myeongdong shopping district, you'll find this treasure. The restaurant, rightfully so, is packed, yet very efficient. I was seated immediately. Order from the menu your server will bring and pay immediately. Chopsticks and spoons are in the drawer below your table. The kyoja was delicate and delicious. The kimchi was appropriately spicy without being overwhelming. The broth was layered and complex. Very soothing. Highly recommend."
50,If u r in Myeongdong area then this is the place to try some simple yet delicious Korean dishes.  The menu is limited and changes per season but it has well known for cut noodles and dumplings.  The place is also known for its unique flavor of Kimchi.  Must try while in Myeongdong!!!!!
40,"We got our table for 4 adults & 2 kids quite quickly. Our orders came just as quick. Most of us had the hot noodles in soup (Kalguksu) as it was our 1st night in Seoul. It's cold outside! We also ordered the dumplings (Mandu) to share. We love the noodles, very QQ as the chinese would say :P The dumplings are delicious, packed with yummy minced meat. I would say the kimchi is only so so. Service is good and efficient."
50,"Fast service, good food! Don't let the long lines discourage you. The turnover is fast, you'll get a table in no time."
50,"The food is fantastic and the service is fast and attentive!  The bottomless freshly made kimchi has more of a homemade flavour and less of a fermented taste than any other kimchi we have ever had. My mom had plenty of helpings. Of the 6 days in Seoul we came here for 3 meals. The cold noodles are perfect and chewy, the soup was creamy and refreshing. The dumplings have tons of meat but a nice thin skin that let you really taste the spices. The noodle soup was delicious! A must try for anyone who loves dumplings, noodle soups or chewy noodles :)"
30,"The noodles and dumplings were nice but not fantastic compared to good restaurants in Hong Kong or in Singapore. Prices are reasonable but except for weekend afternoons, not really crowded. Place was cramped, overall experience was average."
40,"Well worth the trek though Myeong Dong for it. The limited menu means no need to figure out what to eat - just order dumplings and noodles! The spicy noodles were great too, balanced by the cool julienned cucumber on top. Food was served quickly after ordering piping hot."
50,Dumplings and noodles were delicious. Made a second visit here even with all of the great restaurants in Seoul. Eat here!
50,"This is one of those 'one of a kind' restaurant, which means it is a very unique food in Seoul. No other restaurant comes close to their quality and taste. Noodle may be not too much value for people from other noodle savvy countries (HK, SG, China), but the dumplings certainly delivers its full value."
50,Cant stop thinking about this lunch. The best meal I had in Seoul! the dumplings and kalgasu! Only 4 items but man they know what they are doing! pretty easy as you sit and order and the food comes out in minutes! Also very affordable! I am in love with this place! The kimchee was very spicy but I couldn't stop eating it. they kept asking if I wanted more and I couldn't resist! My lips got swollen later that day from the kimchee due to how spicy but I think I contributed to that since I had 3 servings!
50,This is my second time here and I loved it when I was here five years ago and I loved it this time as well. The kimchi is super garlic-y but sooo good! The noodles may seem a bit bland but it's good when you eat it with the kimchi. Definitely recommend coming here if you're in the area
40,"the place bit hard to find (for me).. but the food was sooo good!! I love it.. will be one of the reason I'll come back to seoul ^^ I maybe not fan of kimchi.. but their kalguksu was so nice, the broth warm and good. very fast service and the price don't ask.. for me its very affordable for a meal and honestly I can't finish it without my friend (hehehe)  But its really worth to searching around myeongdong for a bowl of warm kalguksu"
40,"SETTING: It wasn't the most easy seeking out this restaurant in Myeongdong, where the streets are lined with shops and restaurants, and distracting street food carts. The exterior is really simple, nothing loud, and pretty small. It's easy to miss it.  It was 9pm on a Monday when we visited. We got a table on the second floor. This is the one restaurant throughout our entire 12-day Korea trip where we find ourselves dining with the most tourists. Tourists > locals over in this well-known restaurant. but at least it didn't feel like a usual tourist trap with exorbitant prices and average food. Prices were okay, food was really good. Worth a second visit.  FOOD: Ordered Myeongdong Kyoja chopped noodles (8,000KRW) and the mandoo (10,000KRW).  Loved the texture of the chopped noodles, and the very flavourful soup. Mandoos were big, thin skin, meaty fillings. Really enjoyed the chili here, which goes so well with the mandoos.  We were saving stomach space for more Myeongdong street food so we got the server to pack the last few dumplings for us. Heated them up in the microwave oven for supper that same night, and they still tasted as good."
50,"Cheap restaurant with a delicious food!!! It offers just 3 options of dishes, but you won't need more than that to be satisfied with your choice! I really recommend the pork dumplings and the Kalguksu noodles. It's not a fancy restaurant, but go there for the food!"
30,"This place is CHEAP EATS! Dinner for about $10 USD/person. Dumplings are wonderful. The rest of the 5 item menu, is average. When you place your order they say ""pay now"". Then food comes out immediately. No alcohol on the menu--not even a beer. You can be in and out of here in 30 minutes, easily. Not memorable."
50,"It was so good we went there twice, no alcohol though. Great place to have a quick lunch on a shopping day"
50,"The noodles and dumplings are especially well made, even the kimchi is different. Has a lot more garlic in their dishes (including the kimchi).  It is almost always crowded so be prepared to wait to dine in this restaurant, have the candy after you leave due to the generous use of garlic in their dishes"
50,The noodles were super smooth and the soup was really tasty! The dumplings were ok. They were very big and meaty. The dumpling skin was really thin and soft.
50,"Been to both shops many times & they are both the same. Service at best mediocre but they are efficient. The stars of the show are the dumplings(Mandu) & the super spicy tasty Kimchi. The Mandu is everything you would want in a mouthful, succulent & bursting w flavours, pair that with the super awesome garlicky kimchi in one gigantic bite. One word ""Heaven"". I always make it a point to have 2 baskets of Mandu w plenty plenty kimchi as it's free flow in the shop because when I do my takeaway of Mandus later, they only allow 1 pack of kimchi per order of Mandu. Very Strict, can't buy extra even if you want to. The other soup noodle dish & the chewy cold noodle dish is good too but my focus is always on the Mandus & Kimchi. They should start selling it's kimchi as it's such a unique product in terms of taste that I'm sure many people would buy."
