,NAME,STAR,CONTENT,DATE
731,bluebird  KoReAn  N,3,Translated by Google Inconvenient to use the toilet  Original  KoReAn   KoReAn   KoReAn ,4 months ago
732, KoReAn ,4,,4 months ago
733,Daisy K,4,,4 months ago
734, KoReAn ,5,Translated by Google Go shopping at Namdaemun and eat braised cutlassfish Its delicious ,4 months ago
735,Doohoon Kim,2,Translated by Google Destroyed and turned into a tourist destination  Original  KoReAn   KoReAn   KoReAn ,4 months ago
736,Andrew jin Kim,3,Translated by Google It is a representative traditional market in Korea but it is a pity that almost everything is closed if you go late in the afternoon ,4 months ago
737,Paft Dunk,3,,4 months ago
738,Yong Kim,5,Translated by Google like  Original  KoReAn ,4 months ago
739, KoReAn ,5,Translated by Google Parking is inconvenient but you can buy cheap and good quality products ,4 months ago
740, KoReAn ,5,,4 months ago
741,Alan Fierro,5,,4 months ago
742, KoReAn ,4,Translated by Google statue of all things Its a place where you can buy anything and everything ,4 months ago
743,JH Seok,4,,5 months ago
744, KoReAn ,5,,5 months ago
745, KoReAn ,5,Translated by Google Buying whiskey at the Namdaemun Market Import Market The price is a little cheaper than buying at the mart or bottle shop If you have something to go rather than visit it is better to stop by at the same time ,5 months ago
746,yunan fa,5,,5 months ago
747, KoReAn ,5,Translated by Google restaurant  Original  KoReAn ,5 months ago
748,Ki Hyun Lee,5,Translated by Google This is a great market located in Seoul  Original  KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
749, KoReAn ,5,,5 months ago
750,Paul,5,Translated by Google Today I went to buy flower pots I bought a good potted plant fresh at a good price ,5 months ago
751,C.,5,,5 months ago
752, KoReAn ,4,,5 months ago
753, KoReAn ,4,,5 months ago
754, KoReAn ,5,Translated by Google This is a traditional market located near Namdaemun Junggu near Seoul Station Daily necessities glasses womens accessories adult clothes childrens clothes bags clothes shoes hats home appliances ,5 months ago
755,Hrush Bhasme,5,Great place for street shopping must visit along with dondaemun which is like 3 km from here,5 months ago
756,kyelee park,5,Translated by Google There is also a flower market There is also a childrens clothing store There are also stationery shops ,5 months ago
757, KoReAn ,5,,5 months ago
758, KoReAn ,5,Translated by Google After checkin at LEscape I wandered around to take a look Its been a really long time since Ive visited but there are places that are the same as before some places that are cleaner and its nice to see the ,5 months ago
759, KoReAn ,4,Translated by Google Its delicious and I want to go again  Original  KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
760, KoReAn ,5,,5 months ago
761,Honggi Shin,4,,5 months ago
762, KoReAn ,4,Translated by Google An import shop with everything  Original  KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
763,adirok adido,5,Translated by Google Popular market with excellent options for lowprice gifts and to try typical Korean foods sold on the streets ,5 months ago
764,James Choi,4,Translated by Google came to buy whiskey Products are cheap and varied ,5 months ago
765, KoReAn ,4,Translated by Google If you go to Namdaemun Market you must stop by There are many things from domestic to overseas so I like it because there are many things to see and eat I hope that the corona situation will disappear soon ,5 months ago
766, KoReAn ,3,Translated by Google The world knows the market What needs more explanation Just enjoy it ,5 months ago
767, KoReAn ,3,,5 months ago
768,HeeWoo Ahn,4,,5 months ago
769,,5,Translated by Google My favorite place  Original  KoReAn   KoReAn ,5 months ago
770,Karina Im,5,Translated by Google Gout  Original  KoReAn ,5 months ago
771, KoReAn ,4,,5 months ago
772, KoReAn ,4,Translated by Google There is a lot to see but the kindness is still  Original  KoReAn   KoReAn   KoReAn ,5 months ago
773,OMK TV,5,Translated by Google Various foods and low prices are worth a try  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
774,Hanzhe Liu,4,,5 months ago
775,joy joy joy,5,Good,5 months ago
776,Seung Eun Ok,5,Translated by Google good whiskey  Original  KoReAn ,5 months ago
777, KoReAn ,4,Translated by Google You can buy a variety of things  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
778, KoReAn ,5,,5 months ago
779, KoReAn ,5,Translated by Google You can buy it cheaply in a traditional market  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
780,Musa Duque,4,Translated by Google Super cool you can walk and buy typical Korean things at a good price ,5 months ago
781, KoReAn ,4,Translated by Google Its been a while since Ive been to Namdaemun  Original  KoReAn ,5 months ago
782, KoReAn ,5,Translated by Google It was fun to browse the market  Original  KoReAn   KoReAn   KoReAn ,5 months ago
783, KoReAn ,4,Translated by Google Kosiguk Just looking at it makes me feel good stuff is cheap ,5 months ago
784,Lily wang,5,,5 months ago
785, KoReAn ,3,,5 months ago
786, KoReAn ,3,Translated by Google Its a holiday and because of Corona it wasnt as noisy as it used to be ,5 months ago
787, KoReAn ,5,Translated by Google How long have you been going Early morning visit to Namdaemun Market Lets make shopping fun ,5 months ago
788, KoReAn ,5,,5 months ago
789, KoReAn ,5,Translated by Google I was upset that there werent many people I bought ballet clothes and childrens bobs cheap ,5 months ago
790,Youngjin Oh,3,Translated by Google Still delicious Bought 10  Original  KoReAn   KoReAn  10 KoReAn   KoReAn ,5 months ago
791, KoReAn ,5,,5 months ago
792, KoReAn ,5,Translated by Google Its snowing Lots to see and lots to eat Two things to buy The price range is different Crowds are crowded because its Saturday Come hang out ,5 months ago
793, KoReAn ,4,,5 months ago
794, KoReAn ,5,,5 months ago
795, KoReAn ,4,Translated by Google I went because of my glasses Lots to see and eat ,5 months ago
796,Hyun-il Chang,5,Translated by Google Just namdaemun market  Original  KoReAn   KoReAn   KoReAn ,5 months ago
797,Benedict Bahr-Kalus,4,,5 months ago
798, KoReAn ,4,,5 months ago
799, KoReAn ,4,,5 months ago
800, KoReAn ,4,Translated by Google I ate it with grilled cutlassfish and stew and it tasted good and Snow Flower Bingsu made me feel the delicacy of winter ,5 months ago
801, KoReAn ,5,Translated by Google Flower market  Original  KoReAn ,5 months ago
802, KoReAn  ( KoReAn ),3,,5 months ago
803, KoReAn ,5,,5 months ago
804, KoReAn ,4,,5 months ago
805,Keith TH,5,,5 months ago
806,whrudtn whrudtn,4,,5 months ago
807, KoReAn ,4,Translated by Google I went to a liquor store and even if I looked at the Onnuri gift certificate and the price Anseong Sanghoe was the cheapest I bought the fiddik 15 balvenie double grenmorangie original dronak 12 years Visiting ,5 months ago
808, KoReAn ,3,,5 months ago
809,Mr. Kim,5,,5 months ago
810, KoReAn ,5,Translated by Google It smells good  Original  KoReAn ,5 months ago
811, KoReAn ,5,,5 months ago
812,mi suk gil,5,I could find all I wanted in this whole sales market,5 months ago
813, KoReAn ,1,,5 months ago
814, KoReAn ,5,,5 months ago
815,Seungtaek Park,4,,5 months ago
816,YD Factory,5, KoReAn   KoReAn ,5 months ago
817,Jiyoon Lee,5,,5 months ago
818, KoReAn ,5,Translated by Google It is a paradise for whiskey lovers  Original  KoReAn   KoReAn   KoReAn ,5 months ago
819,Sabinian Lee,3,,5 months ago
820, KoReAn ,5,Translated by Google I went to buy childrens clothes  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
821,Danyul Bower,5,,5 months ago
822,HODU K,5,Translated by Google Lively and fun place every time I go Galchi Alley Kalguksu Alley is full of fun shopping such as American food and whiskey in the basement of Kalguksu Alley ,5 months ago
823, KoReAn ,5,As you know,5 months ago
824,seulki Lee,5,Translated by Google Good except parking  Original  KoReAn   KoReAn   KoReAn ,5 months ago
825,E JEONG,5,Translated by Google I go there often The atmosphere is dull but only hotteok restaurants are lined up ,5 months ago
826, KoReAn ,5,,5 months ago
827,,3,,5 months ago
828,Yuna HAN,5,Translated by Google Its lively and fun   Original  KoReAn   KoReAn  ,5 months ago
829, KoReAn ,3,Translated by Google It is convenient because there is a flower market where you can choose to shop during the daytime and at night ,5 months ago
830,Y KoReAn ,5,,5 months ago
831, KoReAn ,4,,5 months ago
832,Squid Serious (Serious Squid),4,Translated by Google Where everything is gathered in Korea A lot of places have recently been rented out due to the corona virus Even the importers say that the goods are not coming in well ,5 months ago
833, KoReAn ,3,,5 months ago
834, KoReAn ,4,,5 months ago
835, KoReAn ,3,,5 months ago
836,jitti pluemkamol,5,,5 months ago
837, KoReAn ,4,Translated by Google Koreas economy is good but domestic demand has been activated quickly Its good because its a weekday ,5 months ago
838, KoReAn ,4,,5 months ago
839,JINSOO KIM,4,,6 months ago
840, KoReAn ,5,Translated by Google All but none   Original  KoReAn   KoReAn   KoReAn ,6 months ago
841,rudy K,1,Translated by Google If the product is natural the price is always reasonable hahaha ,6 months ago
842,Allen M,5,A little bit of everything a true cultural experience,6 months ago
843, KoReAn ,5,,6 months ago
844,grace park,5,Translated by Google A restaurant that will make you nod even if you eat in line ,6 months ago
845,Jongseon Yoon,5,,6 months ago
846, KoReAn ,4,,6 months ago
847, KoReAn ,4,,6 months ago
848,wyse0511 k.,5,Translated by Google good  Original  KoReAn ,6 months ago
849, KoReAn ,4,,6 months ago
850,eee2eeing,5,Very good,6 months ago
851, KoReAn m.y.,5,Translated by Google I often go to the flower market You can buy a hat cheaply too ,6 months ago
852,Taewon Kwon,4,Translated by Google Its such a cool place I went to buy a hat ,6 months ago
853, KoReAn  (Luis),5,Translated by Google If you want to buy a drink go to Costco  Original  KoReAn   KoReAn   KoReAn ,6 months ago
854, KoReAn ,4,Translated by Google Theres lots to see  Original  KoReAn   KoReAn   KoReAn ,6 months ago
855, KoReAn ,3,,6 months ago
856,fachri nugraha,5,,6 months ago
857,inwoo,4,,6 months ago
858, KoReAn ,4,Translated by Google One million won per person Two people order 1 stewed 1 assorted grilled 1 Spicy braised cutlassfish and three types of grilled pork belly ,6 months ago
859, KoReAn ,3,,6 months ago
860, KoReAn ,3,,6 months ago
861,Thomas Heebum Jung,5,,6 months ago
862, KoReAn ,5,Translated by Google Its cheap delicious and lively so its the best for a change of mood ,6 months ago
863, KoReAn ,5,Translated by Google I bought it for 500ml 13000  Original  KoReAn  500ml 13000 KoReAn   KoReAn   KoReAn ,6 months ago
864,magic box,3,,6 months ago
865, KoReAn ,5, KoReAn   KoReAn ,6 months ago
866, KoReAn ,5,,6 months ago
867,jh k,5,Translated by Google Pretty flowers and I bought it much cheaper than the Port Merion department store ,6 months ago
868,Ganga Sree,2,Many shops were closed,6 months ago
869,Seunghee Lee,5,,6 months ago
870,shinae ryu,3,,6 months ago
871, KoReAn ,5,,6 months ago
872, KoReAn ,4,Translated by Google Complex as it is an old traditional market  Original  KoReAn    KoReAn   KoReAn ,6 months ago
873, KoReAn ,4,Translated by Google Affordable and abundant Namdaemun Market Its the best ,6 months ago
874,Do young Kim,5,,6 months ago
875,Jean Georges,5,,6 months ago
876,jin geun choi,4,Translated by Google Hard to find a bigger market  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
877, KoReAn ,5,,6 months ago
878, KoReAn ,1,,6 months ago
879, KoReAn ,4,Translated by Google I went to a flower wholesaler in Daedo and after purchasing the artificial flower I want to buy and shopping for children I feel so much better ,6 months ago
880, KoReAn ,4,,6 months ago
881, KoReAn ,5,,6 months ago
882, KoReAn ,3,,6 months ago
883,Nancy Apuntar,5,Wow i can find everything I need,6 months ago
884, KoReAn ,5,,6 months ago
885, KoReAn ,3,Translated by Google So so  Original  KoReAn ,6 months ago
886,Finn Huckleberry,3,Translated by Google Expensive a place that foreigners go  Original  KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
887,Estelle bae,5,Translated by Google They sell a lot of delicious things Feeling a bit small in Myeongdong ,6 months ago
888, KoReAn ,5,Translated by Google I went to Calchi Alley A delicious stew of cuttlefish 10000 won per person My brother got lost and it became a better memory ,6 months ago
889, KoReAn ,3,,6 months ago
890, KoReAn ,5,Translated by Google I went to the flower shop to buy artificial flowers  Original  KoReAn   KoReAn   KoReAn ,6 months ago
891,Nam Chang Su,5,Translated by Google Eat see buy everything is fun  Original ,6 months ago
892,Monica Kim,5,Translated by Google I like it because there are a lot of delicious things and a lot of fun things ,6 months ago
893, KoReAn ,5,,6 months ago
894, KoReAn ,5,,6 months ago
895, KoReAn ,5,,6 months ago
896, KoReAn  ( KoReAn ),5,Translated by Google Where to buy things to see and shop  Original  KoReAn   KoReAn   KoReAn    KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
897, KoReAn ,5,,6 months ago
898,WG Yang,5,,6 months ago
899,JUNG INHO,1,,6 months ago
900, KoReAn ,3,Translated by Google Long time no see I have visited due to corona ,6 months ago
901, KoReAn ,1,,6 months ago
902,Seia Kinoshita,3,,6 months ago
903, KoReAn ,4,Translated by Google I like the food  Original  KoReAn   KoReAn ,6 months ago
904, KoReAn ,4,,6 months ago
905,Baski L,3,Translated by Google Foreign solicitation can be seen even now with the corona virus Im going to Namdaemun Market ,6 months ago
906, KoReAn ,5,Translated by Google Gamegol dumplings are delicious and there are many things you can buy on the market street ,6 months ago
907, KoReAn ga KoReAn eul,3,Translated by Google more vacancies  Original  KoReAn ,6 months ago
908, KoReAn ,3,,6 months ago
909,,4,Translated by Google I was sightseeing alone It s better to go with a few people I can eat a lot ,6 months ago
910, KoReAn  ( KoReAn ),2,Translated by Google unkind  Original  KoReAn ,6 months ago
911,\ \ (ladin),5,,6 months ago
912, KoReAn ,4,Translated by Google Joah  Original  KoReAn ,6 months ago
913, KoReAn ,4,Translated by Google A lot of different things are cheap and  Original  KoReAn   KoReAn   KoReAn ,6 months ago
914, KoReAn ,5,,6 months ago
915,Sunita Rathod,3,Its a good market to shop lot of variety products at reasonable rate but i had expected more food stalls which was disappointing for me,6 months ago
916,YoonJu Kim,5,,6 months ago
917, KoReAn ,4,Translated by Google A place that everyone in Korea knows about Manmul market which is used by all the common people ,6 months ago
918, KoReAn ,4,Translated by Google Visit the chicken gomtang restaurant  Original  KoReAn ,6 months ago
919,Fitria Rusmala Dewi,5,,6 months ago
920, KoReAn ,4,,6 months ago
921,Hi Genie,5,Translated by Google Lots to see and lots of fun  Original  KoReAn   KoReAn   KoReAn ,6 months ago
922,aoyama yuri,5,Translated by Google It is a very fun place to eat braised cutlassfish and buy imported goods ,6 months ago
923, KoReAn ,3,,6 months ago
924,H2 Lee,5,Translated by Google Various sights and shopping at reasonable prices Rustic food was pleasant ,6 months ago
925, KoReAn ,5,Translated by Google I like Namdaemun  Original  KoReAn   KoReAn ,6 months ago
926, KoReAn ,4,Translated by Google The best market in Korea  Original  KoReAn   KoReAn   KoReAn ,6 months ago
927,jh son,5,Translated by Google You can get cheap stuff there is nothing Its so nice to watch n walk around ,6 months ago
928,hwarang776,5,,6 months ago
929, KoReAn ,5,Translated by Google Seeing the bustling crowds at Namdaemun Market makes you feel a lively game I went after 10 years ,6 months ago
