,index,Unnamed: 0,남산부정단어리뷰,index,단어
631,33,3260,Kind of disappointed when I came to this place. The shipping area is almost deserted. Only the upper deck was busy with visitors. Come here only for the view (there are other places you can go to for a better view of the city skyline and it's free) or if you want to have some romantic time with your other half and immortalize your love with a lock on the fence (gag),631,disappointed
632,34,3367,Guess it's one of Seoul's must-see places. Was a bit disappointed though. It was overcrowded and there is no outside terrace or something which means you can't really take a nice pic. Bought tickets with popcorn and Heinekens - liked that option.,632,disappointed
633,35,3467,It's quite short and there was nothing much interesting to see inside nor it has a nice view. Quite disappointed.,633,disappointed
634,36,3815,"We visited N Seoul Tower on a Sunday and it is one of the worst decision ever. Walking up to the cable car is simple and straight forward from Myeong Dong. When we arrived at the cable car terminal, we were informed that the waiting time would be about 40 to 60 mins. There were many Koreans and Tourists waiting to head up to the tower.  The day we were there, visibility was low. We still decided to head up to the observatory deck and was disappointed as we were unable to see the scenary clearly. The deck is also small and packed with people. Not sure if it's worth the money to head up. Neverthless it's definitely one of the to do attractions in Seoul.",634,disappointed
635,37,3845,"I've been wanting to come here ever since I first saw that cable car scene from My Lovely Sam Soon and was not disappointed! We planned to arrive during sunset and the hotel I was staying is pretty nearby, so we decided to walk on over. The walk up to the cable car station wasn't bad at all, probably because there is this elevator/ramp hybrid thing that helps you up this last steep portion. The cable cars were really cool to ride in although they do kind of pack you in since there are a lot of people.  Once you get to the top you have to climb a few more flights of stairs, which isn't bad, but may be for those with mobility issues. Once you get close to the top you can start to see all the locks of love. There were quite a few vendors selling locks so those looking to lock their love last minute don't have to worry. The view below the tower is really gorgeous although it was a bit windy when we went. There are quite a few restaurants/shops around the bottom of the tower for those who are hungry from the climb.  The tower costs an additional extra to go up to and we bought the package deal in which popcorn/drinks are included. It's funny how they play this scene that you're blasting off to space as you ascend in the elevator. Once you get to the top of the tower, it's pretty much a 360 degree view of Seoul with souvenir shops in the middle. I like how on each window it tells you how far you are from a major city in the world and it's nice to sit down and chill next to a pretty view .  There's not a wholeee lot to do here besides admiring the scenery, but the entire experience was definitely worth it and fun!",635,disappointed
636,38,3941,"We visited Seoul Tower on the day of ""chuseok"" (major harvest festival) 2015. We did not plan but the day was 27th October (supermoon). We reached there by bus from Chungmuro station. The bus was over crowded. We reached and saw a big croud towards Seoul Tower. ( It remind me of Durga Puja in my hometown Kolkata). I was a bit disappointed. Then we reached the tower by walking. ( I want to visit again by cable car or by hiking through Namsin Tower).  It was a huge queue in front of the ticket counter. anyhow we took a ticket for Alive museum and the tower observatory. We entered the alive museum and our mood changed totally. The alive museum might look childish to most of us (I also thought in the beginning). But I bet everyone will enjoy this museum. After that we reached the observatory.  I was almost the time of sunset. We saw the entire city. It looked amazing. We stayed there for almost one and half hours and enjoyed the scenes outside. The city of Seoul at night with supermoon is a lifetime experience to me. The traffic on the both sides of Han river looks like golden necklace.  Its worth visiting Seoul tower at night. But I will try to visit Seoul Tower in a weekday when there will be a little crowd.",636,disappointed
637,39,4000,"This is the place to go if you want to appreciate how large Seoul is. We took a subway and walked up a steep hill to get to the place where you get on the cable car. I think there's a bus that goes up there, though.  There were many, many people there, and they pack you in like sardines on the cable car that goes up to the tower, but once you're there, you have the chance to spread out a bit. The views are absolutely worth the trip.  If you can time the trip with sunset, you will not be disappointed. We got to see the sun set over the city, and then took pictures with the city lights coming on. Just beautiful.",637,disappointed
638,40,4151,We ate at the French place at the top and the food was better than any 4 star place in U.S. It was the only time in our 3 nights/4 days we didn't eat Korean and we were.not disappointed...the chef knows his stuff. Lots of show stuff during afternoon at base of tower too. Cool time. We took the tram up and loved it as well.,638,disappointed
639,41,4205,"If you're coming here looking forward to a beautiful night view, you may get disappointed. I would only recommend the place for lovers / couples.",639,disappointed
640,42,4437,"Went during the spring, and was carrying high hopes (as many reviewers stated it is beautiful) that it may surprise me to capture its beauty. But was very disappointed, it was concealed and couldnt view much. We queued for more than 3hrs plus just to go up to the tower to find disappointments. (imo) not worth :)",640,disappointed
641,43,4466,"While the Seoul Tower in its ever changing colored lights, looks beautiful and intriguing from afar, I was disappointed when actually standing on the 777 foot structure. Perhaps it was the timing of the season and or day but I felt it was a flop at the top. We decided to hike up the winding road full with the beauty of nature. Upon reaching where the buses park for transport up and down the mountain there is a small convenient store and restrooms before you enter into the attraction. Another steep pavement hike and we had arrived. Ice cream and other food vendors were plentiful along with a gift shop. There were several locks of love art projects structured like Christmas trees on one side and a stage on the other. Unfortunately there were no acts during this time period. There is an observatory higher up with a view that would not disappoint on a clear day. I don’t know if it was the smog of pollution fogging up the view the day I visited or the clouds. At best though, even through the smog you can see the outlines of buildings for what seems like forever in the grand city of Seoul.",641,disappointed
642,44,4511,We took their cable car to the top and its a great place to overlook Seoul city. There are places for the couples to lock their love lock and take photos. Previously there was teddy museum but it was closed during our visit. A bit disappointed...,642,disappointed
643,45,4561,"In Seoul, our tour group visited the N Seoul Tower which is Korea’s transmission tower for television and radio broadcasts. It was raining that day and was crowded with holiday makers as it was the peak season in spring. We were quite disappointed as we cannot take many photographs of the scenery surrounding the Seoul Tower due to the rain and crowds. Our group followed our tour guide who took us to the tower by walking uphill. Even though we are fit, It was quite difficult to walk uphill especially in the rain and some parts up the hill are steep. We took the elevator to the tower’s Digital Observatory and spend less than an hour there as the place was getting crowded. We could see the city of Seoul and Mt. Namsam but some parts of the scenery foggy due to the rain. There’s a souvenir and snack shop at the observatory deck and my spouse bought a mini N Seoul Tower as a memento of our trip here. Prices at the souvenir shop are quite expensive! At one part of the tower, there are thousands of golden locks “Locks of Love” which are attached to the fences. It seems this is a recent attraction for courting couples to declare their undying affection at this place. Nothing special about this tower, as we have visited some nicer ones - Taipei's 101 and Shanghai's Oriental Pearl Tower!",643,disappointed
644,46,4650,"Although the view from the top of the tower is outstanding, I quite dislike the merchandising, the stores, the accessibility of the spot...There is a teddy bear museum for instance, which is totally unrelated and not worth a penny. If you are just coming fot the view, it s perfect, but you will be disappointed if you wanted a cool hangout",644,disappointed
645,47,4716,"You can actually walk to the base of the N Tower but most people wait on the line to take the cable car. The view from the park around the base of the tower is better than the view from the top of the tower (costs extra) so you might as well save yourself the time waiting on another line and the $. The souvenir store is so brightly lit that you can only see out the window if you cup your hands around your face, and that's if you can get past all the greasy smudges from everyone who has already been there before you. My sister & I were extremely disappointed.",645,disappointed
646,48,4730,"I was told that it's better to visit the tower at night to view the night scenery and I wasn't disappointed. The Christmasy atmosphere was enhanced when it suddenly snowed. There was a steep climb on a slope and it was quite tiring for someone who does not exercise much. Reaching the top of the tower in an elevator within 26 seconds, there isn't much to do up there except view the night scene and visit the souvenir shop.",646,disappointed
647,49,4768,we decided to visit the n seoul tower at night to see the colors of the tower at the night panoramic view of the seoul. but I am bit disappointed.. the place is dark outside.. you can see the place when you must put padlock. expensive and less things to do. we use cable car back and fort to see the view of seoul,647,disappointed
648,50,4848,"The Seoul Tower is located on the South Mountain, and supposedly you could command a spectacular view of the Seoul skyline. The reality, however; left much to be desired.  1. the line: there was a huge line to buy tickets, and to wait for the lift, and again to come back down the mountain, mostly by local tourists and chinese tourists who come as groups or individually. a wildly popular korean drama had some scenes here, so i suppose that's the main reason for the upsurge in popularity. i came here with my girlfriend late at night, around 9PM (the lifts close at ten), hoping to avoid the crowds, but still managed to wait for over an hour all together to go up and come down. We spent no more than 15 min on the top.  2. the prices were expensive, you pay for the cable car, as well as the elevator in the tower, which is only 200 something meters, furthermore, the Seoul skyline isn't all that attractive to be honest, don't get me wrong, i love the city's youthful energy and friendly people, its just that as a city, it is nowhere near NYC, HK, Shanghai, or Paris in terms of grandeur or overall aesthetic effect on the eye. For me, it was really just a bunch of high rises in the distance and tourists and souvenir stalls next to me. So unfortunately, I was left rather disappointed by the visit.",648,disappointed
649,51,4987,"I do love a sky tower, but this experience wasn't the best. From a distance, N Seoul Tower stands tall and chic. Our experience was far from chic. Queued for about 1.5 hours before even making the cable car flight, in a waiting room crammed full of tourists, and little ventilation. The room was filthy, with people dropping their trash all over the place, and no-one cleaning it up. Not ideal, but we dealt.  When we eventually made it to the tower foyer and the top of the hill, we were presented with a further wait whilst we waited our turn to ascend the tower itself.  After our expedition to the top, we were quite disappointed. The windows were really dirty, which made photographs, and the general view, pretty poor. There were no outside viewing areas, and they really pile the punters into this tower, so there's very little room for manoeuvre. There's also a pick'n'mix candy store which is just absolutely ridiculous.  Probably worth a visit if you're in the area, but you should try to go early in the day to avoid the crazy queues.",649,disappointed
650,52,5009,"So an earlier review said this was better for couples and most reviews were positive but having gone based on these reviews I felt disappointed at the end. The area is clean and the views are nice, and we certainly enjoyed the long walk their from our hotel. Inside however, you are hit by the 'candy sweet' smell of popcorn while queueing for your ticket. Their are different options available, and since we were there at lunch we opted for the 'couples package' which included trips to the viewing deck (for two people, despite the board saying one person only) and lunch in their 'Italian' restaurant. Once inside the lift you are told to look up where, on the lift ceiling, they play a techno high speed video that you can't focus on and if anything made us both feel weird as the elevator was ascending. Then once inside the place is full of 'pick and mix' sweets and crap for kids. How someone has suggested that the attraction was suited to couples is beyond me. The restaurant was the biggest let down. We were greeted and seated in an awful spot with a huge vent blocking the view (the restaurant was 99% empty at the time). Then, with virtually no English (unlike most people we met in Korea who speak quite good English) we were offered only two pasta plates, carbonara or arrabiato, neither of which we wanted. This was also to share - NOT a plate each! This hugely limited choice, given such a varied menu, was never indicated at the ticket office. It also did not include any drinks which, you guessed it, cost the earth compared to normal places. The food when it arrived was then totally different. We had a smoked salmon salad which may have been nice be it for the gallon of dressing covering everything - the pasta was well cooked but ruined by streaky bacon, and also a margarita pizza was served but the base was literally thinner than a crepe!  The views from the base surrounding the tower are just as good as inside. I would recommend the walk and to visit the various viewing points... The tower its self is very average and i certainly would not be conned into a meal package as conned is how we felt.",650,disappointed
651,53,5020,"Should experience once to be at the top of tower. was so anticipated to take a look on the view of Seoul from the top, but the weather during September was rainy and cloudy, all I can see is just fog. :( So disappointed. But at least the Teddy Bear Museum was quite a good experience.",651,disappointed
652,54,5168,"We bought the tickets to go up the tower, but once we were up there we felt kind of disappointed. Because the air conditioning was not turned on and it was summer, hence it was hot and stuffy, so we didn't stay long in the tower. So I recommend that it is not a must-do to pay quite an expensive fee to go up the tower.  However, the ground level view is good enough to get an aerial bird's eye view of the city. The air is fresh because of all the greenery and we wished we had brought food to do a picnic in the namsan park. This offers a good break from the hustle and bustle of city life, but beware of the touristy crowds that tend to flood the place.",652,disappointed
653,55,5248,"It was drizzling on a cold spring day when we visited the Seoul Tower. We took the green shuttle bus (No.5) at Myeongdong Station near exit 3 and alighted at Namsam Park. From there, it was an uphill walk towards the tower. Up at the plaza area, we could still enjoy some good views of the city below us. The weather wasn't perfect, but we still went up to the Seoul Tower for a higher view. We took the elevator up and were taken by surprise with the motion-graphics display inside the lift. It made us feel like astronauts traveling in a space shuttle into the galaxy. At the observatory, we were disappointed with the 360⁰ view due to the fog. The view up there in an enclosed observatory was actually worst than the open view down below at the plaza. The only worthwhile thing to mention about the observatory is the restroom. Try to visit it even if you don't need to use it - you'll be amazed.",653,disappointed
654,56,5347,"My visit was on August 2012, was really disappointed because of the Foggy weather. Was not able to take a lot of good pics on the Tower.",654,disappointed
655,57,5437,It offers Bird eye view of the whole Seoul city.. Was there too early before evening..we waited for the evening lights for photography..but was disappointed as It became so Crowded in evening and we have great difficult to get a complete empty spot for photo shooting... Nothing much other than jus photo shooting.. But I enjoyed sharing and locked my 'lover lock' together with millions of others there in the Lovers Lock corner..,655,disappointed
656,0,6, I went a few years ago and I didnt like it its not much of a joke and its expensive for what it offers It seems that the only attractions in South Korea are Kpop and Kdramas A few palaces if anything but ,656,much
657,1,12,Namsan Seoul Tower was built in 1969 as Koreas first integrated transmission tower beaming television and radio broadcasts across the capital Since opening to the public in 1980 it has become a muchloved Seoul landmark The towers main ,657,much
658,2,79,The view was spectacular up here Worth the climb from the train station hella steep but hey humidity is lower so i didnt sweat much,658,much
659,3,83, I honestly expected much more The views are nothing to write home about during the day or at night the climb is quite shabby in the elevator expensive and you have to wait If you have nothing else to do in Seoul ,659,much
660,4,158, Its a weekend so the wait is over an hour But the night view of Seoul at night is so wonderful As much as the observatory is open it would be nice if the souvenir shop on the first floor was open until late You ,660,much
661,5,196,Good experience and no need to spend much money and cheapest place to travel,661,much
662,6,237,Good place to have a look at Seouls skyline The entry ticket is reasonably cheap but there isnt too much to do at the observation deck Unfortunately the windows were quite dirty and some viewsphotos werent as good as they should ,662,much
663,7,281, Seoul lookout site to see the city in 360 You also dont miss much if you dont go up to the top of the tower which costs about 19000 won There are very good views from the free zone and you can go up by bus or ,663,much
664,8,311,"Namsan Tower is a Korean landmark, and it is one of the tallest towers in Asia. It offers not only a view of all of Seoul, but also a chance to enjoy a meal inside the tower. At first, Namsan Tower was used for broadcasting, and then fully open to the public, it is worth watching the Namsan Tower lock wall, slowly a wall of locks, and the lock hanging on it must be a couple together. Now, the Nanshan Tower locked wall is a very popular tourist attraction. At Nanshan Tower, the highlight is that there are interpreters for multiple languages so that you do not have to worry about language barriers. Secondly, the entertainment near the tower is also very much available, which can satisfy no longer a single view of a tourist destination but can enjoy food and shopping at the same time as viewing the landscape.",664,much
665,9,328,We visited it during weekday to avoid the long line of the cable car. We skipped the ticket line by purchasing it thru Klook. The view is much nicer in autumn.,665,much
666,10,346,The tower is interesting but probably not worth visiting unless you have a nice clear day. It was dull the day we went and you couldn’t see much.,666,much
667,11,359,"Probably outshined by Lotte Tower which of course is bigger and badder but the wait times and surrounding area at N Tower are much better. There is good food, a bar, lovelocks and a trippy colors room before you enter the tower elevator.",667,much
668,12,390,"Two options to the top of the tower, hike or take a cable car. We decided to take the cable car. After purchasing the tickets, we have to stand in a very long queue which goes up two floors to reach the cable car station. It too us 40 minutes before we got into the car. The ride was smooth, but the view from the car and from the tower is nothing special. We went there in the night expecting nice views, but there is too much light which prevents us from getting a good view of the city (see picture).  Lot of young couples around who come to 'lock their love' on the railings of the tower using a paddlock. This seems to be a popular belief. There are restaurants and souvenier shops in the tower.",668,much
669,13,398,"Perched on a hill accessible only by a town bus or the cable car, this provides a great view of the city of Seoul!  We went by cable car - and it was easy and fuss free. Climbing up the stairs you’d be greeted by a stall selling snacks. Try out the soup fish cakes... divine especially in cold weather. A little further up you will see the locks and love messages... there the Hawkeyed would Spy “abandoned” phone cases but these have handwritten (presumably love) notes scrawled in permanent ink... we didn’t get a chance to do this ☺️. Perhaps next round!  We purposely chose to go up later in the day just to see Seoul’s night light. If you are the sort who’d like to spot landmarks, please go before sundown.  Layout is very much like the observatory tower in Shanghai though! A good experience all in all!",669,much
670,14,402,"visited this place before but didn’t appreciated it much because too many people and long lines.. but this visit is so magical, 10am just about it opens, you can appreciate the place and better view, weather also cooperated, bright and clear sky even at a very cold temperature of -4C",670,much
671,15,411,"We stopped here as part of a tour, so we had our own usher who guided us to the elevators. The grounds are pleasant and parts of the old city wall can be seen in various places. The light show at the elevator was a bit much. The top floor with all the windows was filled with souvenir shops. Great views of the city, however",671,much
672,16,446,"Every travel guide to Seoul recommends you to visit the N Seoul Tower, but after queuing up in the long lines to take the cable car up, you are faced with another long queue and expensive tickets to head up to the observatory. Way too crowded and too much lights from the sign to get a nice night view of the city. You can give it a miss if you have other things to do on your itinerary.",672,much
673,17,454,"Too many lines. No sign posts. View of city was not clear since the glass was reflective. The view from nearby Signeol Seoul was much much better. If in Seoul, one could consider going to tick off the list but this one's quite average.",673,much
674,18,464,"One of the best viewing platforms in Seoul. Only costs around £4 compared to £16 at Seoul's Sky. Although the observation deck is lower the view is much more beautiful than Seoul sky and you can see all the sky scrappers which are especially nice during dusk and at night when everything lights up and there is an outdoor observatory too. Forget Seoul Sky, do this instead.  Recommended",674,much
675,19,465,"Well, you gotta do it when in Seoul, right? Trouble is, everyone else had the same idea, so it was 'rammed' at the top.  Terrific view, though, as you'd expect, although the glare from the gift shops reflects a bit too much on the windows at night-time, spoiling photos a little.  I'm glad we went; but it was just ok, and didn't 'wow'-me.",675,much
676,20,468,"We made the mistake of trusting Google Maps to get up to the tower. It took us to no man's land and our curvaceous Tongan bodies had to hike up the mountain certain someone would have a heart attack on the way. Though it seemed like a bad idea, once we finally got up the mountain we felt like Rocky Balboa or that we had conquered the world and we got much needed exercise.  The view on the Sky Tower was as expected however the highlight were the toilets with a view. Wish I had needed to go at the time because that would've been a memorable 1.",676,much
677,21,470,"We were there on a Korean holiday so it was very crowded. So much so, the line was too long to up up into the tower. We went by cart as far as we could and walked around Namsan Park. Even from there buildings below looked liked a ""Legoland"". Great perspective of the highly populated, dense city.",677,much
678,22,471,"There are 2 ways to visit N seoul tower, by cable car or to hike up. My siblings and i decided to hike up as the cable car waiting time was 1 hour. It was a long hike with stairs and its tiring. So I recommend to take the cable car if you are with kids or if you dont plan to exercise 😂😂 N seoul tower itself was nice, the view was great !! 😍 its mostly just enjoying the view and also chilling around that area ! So if you love looking at the views and take photographs then this is for you otherwise there’s nothing much to do.",678,much
679,23,484,"We went up by cable car and when we arrived we found the whole area looked very dated. Admittedly, there are very good views from the top of the tower but we thought there are much better places to visit than here, unless you've got plenty of time in Seoul. By all means, go and have a look but ensure the sky's clear because you'd only go up there for the views, the tower itself and immediate surrounding areas are a little underwhelming, and that includes the Hello Kitty Island experience which I can only recommend if you are a die-hard Hello Kitty fan. Even for the likes of us, who find Hello Kitty quite cute, it was not worth our time.",679,much
680,24,488,"So we recently visited the tower and I thought I might write down how we went about it and some suggestions. --------------------------------- When to go:  So we visited in early August and found that the best time to to go was the evening (of course this will depend on weather and month etc) . I would suggest you arrive at the tower by 7.00pm and be on the viewing platform by 7.30pm, as by 8.00pm it will be dark. This will allow you to view Seoul during the golden hour, sunset and night (when the whole city lights up). This will probably be one of the more busier times though, so beware. If you want a less busy experience maybe go early morning or around lunch and be don't visit on a weekend but a weekday. ---------------------------- How to get there:  We were staying in myengdong area which conveniently had a bus that takes about 15 mins to go directly to the entrance of Seoul tower. It comes every 15 mins and costs around 1,200 won without a tcard and 1,100 with. For those staying in myengdong the bus stop is to the right of myengdong Station entrance 2. The bus you will need to catch is the no. 5. Those staying in chongmyeong can catch either the no. 2 or 5. There are other methods of getting there. You could taxi or get the train to the bottom of the park and get the cable car up.  I would suggest that if you want to walk the hill/ Park area to get to the tower, that you should walk down instead of up. It is a step climb up, with quite alot of stairs and steep slopes. It would take you a good 30 mins plus to get to the top and you will be tired. ----------------------- Seoul tower Park:  So beneath Seoul tower is a sort of park area with a few viewing platforms, one of which is covered in love locks. I would recommend getting some of your photos group photos here. Its a little less busy and the view is almost as good. Beneath the tower there are many places to eat and shops. --------------------------- Seoul tower  The tickets can be bought online and at the tower. We bought at the tower and don't encounyer much of a queue. Tickets cost 10,000 won per adult and 8000 won for children and seniors. They are open tickets which mean there are no time slots allocated. You can enter the tower when you please and stay as long as you like.  There is one main viewing platform and it will be busy but the views are stunning. If you find yourself needing to get away from the hubub I would suggest you go down to the next level (sub viewing platform) and go to the toilet. Each has its own private view and the facilities are very nice.  I saw quite places to eat on each level with lots of different choices e.g Italian, Korean,  Chinese etc. I don't, however, know how much it costs. ------------------- Getting down:  When finished there are multiple ways to get down. The bus which you took to go up, the cable car and the walk. The cable car costs 7000 per adult and takes about 10-15 mins to get down to the bottom where it will drop you off near myengodon, where you can get to myengdong Station or just walk home.  However, if you are feeling up to it I would suggest walking down.  The path is well light, nicely paved with great views all the way down. It has a great view of the tower and its a nice stroll through the park area. The path is just left of the cable car when facing down the hill. I think it took us about 20 mins to get down. You will just about the reach the same area that the cable car will drop you off at. From there its a 10-15 min walk back to myengdong main street. --------------------- Worth it?  I believe so but I am a sucker for a good view and a relative payed for most of the trip. I can see how it may fall flat for many as it is very busy tourist hot spot which is arguably overpriced. I believe families should see this is as one of their big nights out. I still think those on a budget should go but maybe limit there spending by walking and taking snacks up with them to eat in the park. While Seoul tower is arguably the most iconic, there are still other platforms you can choose from. Also, if you were just viewing during the day and wanted a challenge then instead of observation decks go to some of the mountains that surround the city. We went to bukhansan (1/2 day quite hard hiking) which has amazing views.  Hope this helps people out. Sorry its so long, thought the detail would be good. --------- Protip: For those who do go in the evening (who are treating this like one of their big nights out) and finish the tower looking for dinner I would suggest going to woori Garden korean bbq in myengdong. Amazing stuff.",680,much
681,25,490,"Great views of the city. Not as tall as the Lotte Seoul Tower, but set up on a hill which gives it almost as much of a commanding view. Several coffee shops and restaurants as well as gift shops at the tower as well. Spend an hour for a quick look around or spend longer and enjoy the view while drinking coffee or grabbing a bite to eat.",681,much
682,26,496,"The smooth, safe ride up, love locks, beautiful views of Seoul city, and an experience a lot like TeamLab Borderless in Japan once you go in to the tower. It's on a much smaller scale than the TeamLab Borderless one but amazing nonetheless. You will have to pay more to go up but so worth it, the observation views are gorgeous and you really get a unique view of this special city. There's even a post office box up there that you can send postcards to the USA and other countries from. Great experience!",682,much
683,27,501,A new style of getting out and about. Very interesting place .never seen anything like it..enjoyed very much,683,much
684,28,506,"We tried to go at night but much too crowded. By day, it was fantastic. There is so much to do including the trip to the top. There were performers and restaurants and shops. It was the best day with my daughter of my entire trip to South Korea.",684,much
685,29,511,"Make the hike up if it’s not unbearably humid/hot, it’s a nice walk up from Myeong-dong, doesn’t cost much to go up, and has great views of the city! Personally I’d avoid any cafes/restaurants at the tower and head back down to Myeong-dong for food.",685,much
686,30,532,We walked from Myeongdong area to the cable car station (20-25 mins) where we took 🚠 (W35000 for 3 adults 1 child) to the tower ground floor.  We booked tickets at the Klook apps in advance for entering the tower which are much cheaper. It gave instant confirmation with QR code. We just need to take the physical entrance slip at the kiosks with the mobile confirmation.  There are some shops and restaurants/eateries at the Tower.  It's a popular place and must visit. We spent 3 hours here in late afternoon.  I must be back in one autumn as it will be full of maple leaves🍁,686,much
687,31,538,"Nothing much to do up at the observatory level, just enjoy the scenery and have some twosome coffee.",687,much
688,32,540,"We took the cable car up to the mountain, the views were stunning, there was much to see and the waiting time wasn't as bad as i expected took only about 5 mins on a Tue at 3PM, highly would recommend, the voucher redemption was easy as well the machines present had an English option.",688,much
689,33,542,"I didn’t expect this trip to be so much fun for my children. There were Cartoon characters everywhere which they loved to spot. There was a Cablecar ride to the top (not as hot as I thought it was going to be inside the plastic box full of tourists) they have bars/restaurants/ice cream parlours and the view is stunning on a clear day. The cost doesn’t get you to the top which I do find disappointing. You have to pay an additional cost of 11,200 at the half way point to go the all the way in an elevator to the “top”. 3of our party did and 3 stayed behind. They enjoyed their extra trip which had an exhibition at the top. The cable cars were larger on the return journey which I found very reassuring. Taxis and busses are at the entrance if you don’t want to walk back to your apt. It didn’t feel packed with the amount of people actually up there. There is an amusement arcade half way which entertains the kids no end.",689,much
690,34,547,"Cost for a combo for two is ¥24000 Korean Won , this included 2 adults, 2 large soft drinks and 2 large pop corns with choices of 4 taste. Beer combo cost a big more. Very popular place with tourist and local, we took cable car up there , cost ¥9500 @ for return , not a very long ride, but a walk to the escalator before you reach the cable car station. Too much for elderly. Better take a bus to cable car station . alternatively you can take a circle line bus from the closest subway station cost about ¥1250 @ way to the tower and no cable car . You may order the entry ticket online and get ¥6000 which most people do. Try out some websites. The view is authentic especially the night view but the viewing deck is relatively congested. The snack bar lighting is too bright so the reflection blocked your view . Seoul is large city but not as many high raise than inHong Kong. So the night view appears less impressive than in HK. With the price is value for money . Can’t miss. Highly recommend. Even you don’t go up the tower , the ground level five storey decking is still good enough to have good view if the city . Remember go when the weather is clear.",690,much
691,35,556,"This is the best place for Seoul city night views. However, the waiting time for the cable car is quite long as it is crowded with locals and tourists. Overall, it is worth a visit if you enjoy night views. p.s. speaking personally, I think that paying to go up to the viewing tower is not really worth it as it is not much differences.",691,much
692,36,558,We really enjoyed our time there. We went up by hiring a private taxi from Klook along with the ticket to enter the tower.  If you wanna partipate in lock with your partner. I recommend not buying from there it cost to much. You can chill out in the twosome cafe and have fun.  Generally a great place to chill. If you have elderly please consider using the cable car.,692,much
693,37,561,"The tower offers great panorama of Seoul. I didn't go to the tower during my previous visits. This time my hotel was in a walking distance, therefore I decided to visit the tower. I went in the morning and walked, instead of using the cable car. Surprisingly, there were many facilities that offer food and drinks, including draft beer. Based on my experience, I would suggest to go late afternoon to have a dinner, see the panorama in daylight and after dark, and enjoy glass of beer. I usually walk a lot, however walking to the tower was too much exercise and I had sore muscles even three days after. So some people should consider cable car.",693,much
694,38,591,"I caught the cable car because it was easier for me to get to.  When you make your way out of the station at the top, you're greeted with nice views and lots of the famous love locks. The view so far is really nice and you can see quite far. I thought ""The view from the observation decks will be so much better!"" I was wrong.  You head down some steps into a concourse area where you can buy drinks and trinkets. I purchased my ticket for the observatory and waited in line for the elevator to the observation area.  Essentially I paid 10,000 krw to ride a lift and look out of windows covered in the handprints and faceprints of small children, all the while getting barged out of the way by impatient tourists.  Personally, not worth the money. Catch the cable car or walk up the steps to get nice panoramic views. Don't bother with the observation decks...  I'm giving it 3 points because I quite liked the views from the hill below.",694,much
695,39,593,"If it is your first time in Seoul and would like to enjoy an aerial view of the city, this is the place to go. I would recommend going there late in the afternoon so you can enjoy the view when there is light until after dark so you get to see the city both during the day and at night. There are several restaurants should you feel hungry and want to eat. There is a convenience store for your basic needs. If you are travelling with very small children and elderly, it may be a challenge walking up the steep hill leading to the tower. There is a portion there where there are trees where you can attach your lock as a remembrance until the next time you visit the tower. The best way to reach the top is by car, if not, bus. Taxi's are not allowed so it's a longer walk by cab. If you go up there during the colder months of the year, bring a jacket, the cold is felt very much at that height.",695,much
696,40,603,I love this place getting there was as much fun as the attraction lots to do great views and plenty of great pictures The lines can be very long depending on the time of year you visit You can walk but we took a cab and then used the cable tram to get to the top. The lines for tickets and tram can get long just keep that in mind. We spent about 4 hours at this attraction,696,much
697,41,608,"I really had high expectations of this place since I had read so much about it and being a K-drama fan, I thought it would be a wonderful and a romantic place. Well,maybe it would have been different if we went up the other way with the cable car but we went up there as past of a half-day tour. First of all, you can't get up to the tower area itself without walking up or taking a city bus or being part of a tour. No cars are allowed. That part was okay as we did go up by bus. What was disappointing was that it seemed very commercialized. There was a fee to go to the top of the tower. That was understandable but then.they take a photo of you when you enter which of course comes with a price tag. And it was extra to go into the Hello Kitty area which seemed like a promo store??? We didn't go in. Don't get me wrong, the view was nice from the top and outside where you have the love locks and park area. I guess I'm just a bit jaded because of my disappointment. Maybe it would have been nicer to go in the evening with all the lights. But to me-you do it once...",697,much
698,42,611,"Well, pretty much what you'd expect - some great views, some tacky but fun souvenirs etc. Cable car ride is fun, as is expected. Nice territory to walk around as well.",698,much
699,43,612,"Went here because I skipped it my past 2 visits to Seoul. It was quite a hike from Myeongdong to the cable car station to bring us up the tower (I forgot how much but around 9000 won roundtrip), but it’s manageable. After getting off the cable car, you can already see colorful “love locks” all over; you can place your own. (If you don’t have a lock they sell it there.) You can also take photos of the Tower from that area. Then there is an option to pay to get up the N tower itself. Since we didn’t want to eat another buffet meal, we only got the tickets with pizza and pasta meal for 2 (not at the top of the tower though), but the pizza especially was superb. At the tower itself, we didn’t need to stay long; 15-20 minutes was more than enough. It was fun to play the interactive booth game though, where you can say hi to people at the Busan tower. :)",699,much
700,44,620,"Other than the steep steep walk towards the tower where the padlocks are, there wasn't really much to see here. The food at the top were limited and pricey. Our trip here could have been replaced by another place but what the heck; a check mark for you now that we've seen it.  Note the treetops with LARGE bird nests and the walk path that abound with beautiful flowers including tulips  There are many stalls at the top selling assorted merchandise - all pricey :)",700,much
