,Unnamed: 0.1,index,Unnamed: 0,덕수궁부정단어리뷰,index.1,단어,번역
53,53,2,481,It was a very cold day  0 degrees so my walk around the grounds was brisk The entry fee is only 1000 won about 150 AUD so inexpensive  There are free tours leaving twice a day and there are brochures just inside the gates in English There are a number of plaques dotted about that have a short paragraph in English explaining the relevance which is very useful Overall it is a peaceful place that was largely empty in December and is was easy to stroll around and look at the gardens although they are pretty bare in winter  The grounds also house the Daehan Empire History museum which has tours of the 1st and second floors of the palace I peeked through the windows was worth a look if you like palaces and you can reserve your place in the free queue almost every hour  I didnt know this before I went so the tours were full Check it out before you go the rooms looked lovely In the ground level was a museum about the history of the dynasty Im not really sure there was an english brochure which didnt explain much and none of the displays had english translations so I am not sure what it was about Give it a miss if you are in a hurry although it is nice to get in outside from the cold  The changing of the guard was at 11am and I was able to see them marching from behind the hall all the way through the gardens to the outside gate Ignore the cheapskates who say to not pay go in and see it It was a good spectacle  Allow about an hour and there are plenty of toilets and drinking fountains throughout as well as a few vending machines if you want a quick drink or snack,53,empty,영하 0도의 매우 추운 날이어서 경내 산책이 활발했습니다 입장료가 1000 원에 150 AUD 정도로 너무 저렴합니다 하루에 두 번 떠나는 무료 투어가 있고 영어로 된 안내 책자가 게이트 안쪽에 있습니다. 매우 유용한 관련성을 설명하는 영어로 짧은 단락이 점재 된 플라크 전반적으로 12 월에 크게 비어있는 평화로운 곳이며 겨울에는 꽤 헐벗었지만 산책하고 정원을보기에 쉽습니다. 경내에는 또한 궁전의 1층과 2층을 둘러볼 수 있는 대한제국 역사 박물관이 있습니다. 나는 궁전을 좋아한다면 볼 가치가 있었고 거의 매시간 무료 대기열에 자리를 예약할 수 있었습니다. 나는 이것을 몰랐습니다. 내가 가기 전에 투어가 가득 찼는지 확인하기 전에 방이 아름답게 보였습니다. 1 층에는 왕조의 역사에 관한 박물관이있었습니다. 영어 브로셔가 있는지 확실하지 않습니다. 많은 설명을하지 않았고 디스플레이 중 어느 것도 영어 번역이 없었기 때문에 그것이 무엇인지 확실하지 않습니다. 추운 날씨에서 외부로 들어가는 것이 좋지만 경비원 변경은 오전 11시에 있었고 서두르면 그리워하십시오. 나는 그들이 복도 뒤에서 정원을 통해 바깥 문까지 행진하는 것을 볼 수있었습니다. 지불하지 말라는 싼 스케이트는 무시하고 들어가십시오. 좋은 광경이었습니다. 약 1 시간을 허용하고 많은 화장실과 간단한 음료나 간식을 원할 경우 곳곳에 식수대와 몇 대의 자판기가 있습니다.
54,54,3,521,Gyeongbokgung Kyongbok may be the largest Joseon Choson dynasty palace in Seoul but Deoksugung Daekso Duksoo is perhaps the most charming The central palace itself is small and empty except for the throne in the middle of the throne room but the details on the roof are exquisite The small side buildings are also worth investigating including the bizarre hybrid turnofthecentury Russian gazebo behind the main palace building Make sure to check out the impressive Buddhist bells on the grounds of the palace The contrast with surrounding modern buildings is striking and makes for a good photo But the most impressive thing to see is actually the changing of the guard where sentinels in colorful Joseon dynasty costumes parade about in front of the entrance gate If you arrive 15 or 20 minutes before the changing of the guard go inside the palace grounds to see them marching out of the gate before beginning the ceremony After a short display of martial arts theres a moment when they allow tourists to have their pictures taken with the unsmiling guards; youll only have a few minutes so if youre interested be quick to take advantage of the opportunity Check in advance for the schedule for the changing of the guard Changdeokgung may have the Piwon Secret Garden  the single most interesting Joseon dynasty site in Seoul  but the grounds are enormous; Deoksugung is much more manageable and can easily be seen in an hour,54,empty,경복궁 경복궁은 서울에서 가장 큰 조선시대 궁이지만 덕수궁 대소 덕수가 가장 매력적일 것이다. 측면 건물도 조사할 가치가 있습니다. 본관 건물 뒤편에 있는 기괴한 하이브리드 턴오프 세기 러시아 전망대 궁전 부지에 있는 인상적인 불교 종을 확인하십시오. 인상적인 것은 실제로 화려한 조선시대 의상을 입은 파수들이 정문 앞에서 행진하는 근위병 교대식입니다. 근위병 교대식 15~20분 전에 도착하면 경호원 안으로 들어가 궁궐 밖으로 행진하는 모습을 볼 수 있습니다. 의식 시작 전 게이트 짧은 무술 시연 후 투어를 허용하는 순간 웃지 않는 경비원과 함께 사진을 찍기 위해 sts; 몇 분밖에 걸리지 않으니 관심 있는 분들은 빠르게 기회를 잡으세요. 경비교대 일정을 미리 확인하세요. 창덕궁은 서울에서 가장 흥미로운 조선시대 유적지인 피원 비밀의 정원이 있을 수 있지만 그 근거는 다음과 같습니다. 막대한; 덕수궁은 훨씬 관리하기 쉽고 한 시간 안에 쉽게 볼 수 있습니다.
55,55,4,542,The Palace itself is not that interesting buildings that are empty of fixtures and fittings inside not much to see but the park is nice and there is a small cafe overlooking a lake The changing of the guard is great  such colourful costumes music and deliberate ceremony we loved it Over 65s get in for free and low cost for others Worth turning up for the ceremony which takes place at the entrance to the palace so no need to go inside,55,empty,궁전 자체는 그다지 볼 것이 많지 않은 내부 비품과 부속품이 비어있는 흥미로운 건물이 아니지만 공원이 좋고 호수가 내려다 보이는 작은 카페가 있습니다 경비원의 변경은 훌륭합니다 화려한 의상 음악과 신중한 의식 우리가 좋아했습니다 그것 65 세 이상은 무료이고 다른 사람들은 저렴한 비용으로 입장 할 수 있습니다. 궁전 입구에서 열리는 의식에 참석할 가치가 있으므로 내부에 들어갈 필요가 없습니다.
56,56,5,552,I went here around 930 AM and it was nearempty People say that you should wait till later to avoid to tour groups but there was probably 5 other people here when I visited This palace grounds is amazingly preserved and it shows the traditional architecture of the Joseon Dynasty I highly recommend buying the combination ticket for the other palaces if you are going to visit them as well It costs 10000 Won 10 USD,56,empty,오전 9시 30분쯤 갔는데 거의 만석이라 단체관광을 피하려면 조금 더 기다려야 한다고 하는데 내가 갔을 때는 아마 5명 정도 있었던 것 같다. 다른 궁도 함께 가실 예정이시라면 10000원 10 USD로 복합권을 구매하시길 추천드립니다.
57,57,6,595,You will find almost nothing but empty palaces The pattern is nice but its can be seen in other places in Korea Ticket is cheap just 1000 KRW but really that cheap is not worth,57,empty,거의 아무것도 찾을 수 없습니다 빈 궁궐 패턴은 멋지지만 한국의 다른 곳에서 볼 수 있습니다 티켓은 1000 원으로 저렴하지만 실제로는 그만한 가치가 없습니다
58,58,0,281,The ground was not as big as Changdeokgung palace but it was one of our most enjoyable places visited in Seoul mainly because we were given free guided tour and we were also allowed free use of hanbok the traditional South Korean dress After the Royal Guard changing ceremony there was announcement to encourage picture taking with the palace guards which we did while wearing our hanbok  Tip Changing of the guard ceremony is held at 1100 1400 and 1530 closed on Mondays Try to get there at least an hour before the changing of the guard if you want a free guided tour We were there just after 1000am where we saw this youth group who are offering free guided tour At this time the group managing the free hanbok were not yet available We took the tour which was only the tour guide and myself and my wife so it is practically a private tour The guided tour took about 45mins After the tour we went out of the palace and proceeded to the stall of the group that is offering free hanbok We registered and was fitted with hanbok  both my wife and myself We were wearing the hanbok during and after the changing of the guard ceremony and took plenty of pictures of us wearing them  Please note The stall for the free guided tour and the hanbok experiences are NOT inside the palace They are at the left front side of the palace gate,58,mainly,"땅은 창덕궁만큼 크지는 않았지만 무료 가이드 투어가 제공되고 한복을 무료로 사용할 수 있었기 때문에 서울에서 가장 즐거운 곳 중 하나였습니다. 근위병 교대식을 1100시 1400분, 1530시에 진행하며 매주 월요일 휴관입니다. 원하시면 근위병 교대식 1시간 전에 가세요. 무료 가이드 투어 우리는 무료 가이드 투어를 제공하는이 청소년 그룹을 본 1000am 직후에 거기에있었습니다. 이때 무료 한복을 관리하는 그룹은 아직 없었습니다. 우리는 투어 가이드와 나와 아내 만 투어를했습니다. 그래서 거의 개인 투어입니다 가이드 투어는 약 45 분 정도 소요되었습니다. 투어 후 우리는 궁전을 나와 무료 한복을 제공하는 그룹의 포장 마차로 이동했습니다. 우리는 등록했습니다. 그리고 아내와 나 모두 한복을 착용했습니다. 우리는 근위병 교대식 중과 후에 한복을 입고 그것을 입고 사진을 많이 찍었습니다. 무료 가이드 투어 및 한복 체험을위한 매대는 내부가 아닙니다. 궁전 그들은 궁전 게이트의 왼쪽 정면에 있습니다."
59,59,0,98, Its been a while since Ive visited but I was disappointed because the cultural assets buildings were not well maintained Maintenance and cleaning of the exterior walls of the building is required What does the ,59,disappointed,오랜만에 방문했는데 문화재 건물이 잘 관리되지 않아 실망했습니다 건물 외벽의 유지 보수 및 청소가 필요합니다
60,60,1,489,Deoksugung 1000 for adults is one of the Five Grand Palaces of the Joseon Dynasty located next to Seoul Plaza and City Hall in the city centre Opening hours are 9am to 9pm closed Mondays  This palace served as the residence of the Royal family twice during late 16th century and then again at the turn of the 20th century providing well preserved buildings of traditional Korean and Western architecture  Here you will find a collection of traditional Korean style entrance gates lovely inner courtyards worship and residential halls pavilions and landscaping all quite similar to what you see at the much larger Gyeongbokgung and Changdeokgung Palaces You can also watch Changing of the Guards ceremonies here at Daehanmun Gate  Two unique inclusions at Deoksugung include the Western style buildings at Seogeodong Hall which was built in European style in 1910 and the adjacent building used to house the Museum of Modern and Contemporary Art MMCA  Deoksugung branch  One of the things we very much enjoyed about visiting Deoksugung during the autumn was the fantastic fall foliage display seen throughout the palace grounds There were numerous spots where we found multiple colours of tree leaves that made for lovely photographs The autumn scene here was considerably more impressive here than at other palace grounds visited during this trip to Seoul  We were however disappointed to find the MMCA Deoksugung Art Museum closed during the time of our visit There was no indicated closing on the MMCA or Deoksugung websites nor at the place entrance which was odd  Overall we quite enjoyed spending time at the Deoksugung Palace Not only was it exceptionally beautiful this time of year but we found it more management a place to visit compared to larger palace grounds around Seoul You can comfortably browse Deoksugung in 3045 minutes or longer if you want to visit more leisurely This is a very good and cheap attraction visit to consider making during trips to Seoul,60,disappointed,덕수궁 성인용 덕수궁 1000은 도심의 서울광장과 시청 옆에 위치한 조선 5대 궁궐 중 하나로 개관시간 오전 9시~오후 9시 매주 월요일 휴관 이 궁은 16세기 후반 왕실의 거처로 두 차례 사용됐다. 그리고 다시 20세기로 접어들면서 전통 한국과 서양 건축의 잘 보존된 건물을 제공합니다. 여기에는 한국 전통 스타일의 출입문 모음집이 있습니다. 훨씬 더 큰 경복궁과 창덕궁 대한문에서 근위병 교대식을 볼 수 있습니다. 덕수궁의 두 가지 독특한 내포물은 1910년 유럽식으로 지어진 서거동 홀의 서양식 건물과 박물관이 있던 인접 건물입니다. 국립현대미술관 덕수궁점 우리가 아주 좋아하는 것 중 하나 가을에 덕수궁 탐방의 즐거움은 궁궐 곳곳에서 볼 수 있는 환상적인 단풍이었다 여러 가지 색의 단풍을 볼 수 있어 아름다운 사진을 찍을 수 있었다 이곳의 가을 풍경은 방문한 다른 궁궐 경내보다 훨씬 더 인상적이었습니다 서울로의 이번 여행 동안 우리는 우리가 방문하는 동안 MMCA 덕수궁 미술관이 문을 닫은 것을 발견하여 실망했습니다. 덕수궁은 이맘때 유난히 아름다웠을 뿐만 아니라 서울 주변의 큰 궁궐에 비해 관리할 곳이 많다는 것을 알았습니다. 덕수궁을 여유롭게 둘러보고 싶다면 3045분 이상으로 편안하게 둘러볼 수 있습니다. 서울 여행 중 고려해볼 만한 저렴하고 좋은 관광지
61,61,2,647,There are many palaces in Seoul and unless you are spending a long period of time there impossible to visit all so I chose 2 that I thought would have colorful changing of guards ceremonies and I was not disappointed with Deoksugung The Palace is located on the main street of Sejong and more importantly right across the street from Seoul City Hall and Seoul Park You can take the number 1 train green line or the number 2 train dark blue line and get off at the city hall stop Take exit 2 or 3 from the station and once thru the turnstiles look for and elevator It will let you off at street level directly in front of the Palace Check for the times of the changing of the guards but they are listed at 1100 200 and 330 It seems it may be more frequent as I was in that area a number of times for other attractions and it always seemed to be going on Position your self more to the left of the entrance as the procession enters from the stoned and brick side street to the left of the Palace especially if you want to take pics I videoed the ceremony with my Ipad and the pics were great This is a must for any visit to Seoul something that friends and family back home will appreciate Not something you see everyday The grounds of the Palace are spacious and clean but looks barren The day we visited the Museum and another building were closed for renovations and there were very few people on the grounds There are many trees offering shade if a warm day and a teacoffee house toward the back with tables and chairs outside It was just peaceful to sit and look around at all the history and culture of Korean royalty There are a number of buildings to view although the landscaped grounds were not as beautiful as Gyeongbokgung,61,disappointed,서울에는 많은 궁이 있고 오랜 시간을 보내지 않는 한 모두 방문 할 수 없으므로 나는 2를 선택했습니다. 세종시청과 더 중요한 것은 서울특별시청과 서울공원 건너편에 있습니다. 1호선 녹색선 또는 2호선 진한 파란색선을 타고 시청 정류장에서 하차하세요. 역에서 2번 또는 3번 출구로 나와 개찰구를 통해 찾고 엘리베이터를 찾으면 궁전 바로 앞 거리에서 하차합니다. 경비원 교대 시간을 확인하지만 1100 200 및 330에 나열되어 있습니다. 다른 명소를 위해 그 지역에 여러 번 있었고 항상 진행되는 것처럼 보였습니다. 행렬이 궁전의 왼쪽으로 돌과 벽돌로 된 길에서 들어올 때 입구의 왼쪽에 더 위치하십시오. 사진을 찍고 싶다면 Ipad로 행사를 비디오로 찍었고 사진은 훌륭했습니다. 이것은 서울을 방문할 때 꼭 필요한 것입니다. 고향에 있는 친구와 가족이 감사할 것입니다. 매일 볼 수 있는 것이 아닙니다. 궁전의 부지는 넓고 넓고 우리가 박물관을 방문한 날은 깨끗하지만 황량해 보입니다. 다른 건물은 리노베이션을 위해 문을 닫았고 경내에는 사람이 거의 없었습니다. 따뜻한 날이면 그늘을 제공하는 나무가 많고 뒤쪽으로 찻집이 있고 외부에 테이블과 의자가있는 찻집이었습니다. 그냥 평화롭게 앉아서 한국 왕실의 모든 역사와 문화를 둘러볼 수 있습니다 조경이 경복궁만큼 아름답지는 않았지만 볼 건물이 많이 있습니다
62,62,3,661,Im not disappointed with this place Poor raying is just means i did not go there frequently this place has good wave and atmosphere convinient and relaxed feeling comes to me when In there,62,disappointed,나는이 장소에 실망하지 않았습니다. 나쁜 평가는 내가 자주 가지 않았다는 것을 의미합니다. 파도가 좋고 분위기가 좋습니다. 거기에있을 때 편리하고 편안한 느낌이 듭니다.
63,63,0,31, Since it has not been restored yet you may think that it is more flat than other palaces and lacks much to see It seemed to show the pain of our history in its own way ,63,much,"아직 복원되지 않아서 다른 궁궐보다 평평하고 볼 것도 별로 없다고 생각할 수도 있겠지만, 우리 역사의 아픔을 나름대로 잘 보여주고 있는 것 같다."
64,64,1,127, Its not as spacious as Gyeongbokgung Palace and theres not much to see but the buildings where East and West meet are new and pretty ,64,much,경복궁만큼 넓지도 않고 볼거리도 많지는 않지만 동서양이 만나는 건물들이 새롭고 예쁘다.
65,65,2,136, Its not too big and its great to take a walk and enjoy I am very much looking forward to the flowers that will bloom one after another such as cherry blossom peony wisteria and pear tree ,65,much,"너무 크지 않고 산책하며 즐기기에 너무 좋아요 벚꽃 모란 등나무, 배나무 등 연달아 피어날 꽃들이 너무너무 기대됩니다"
66,66,3,174, It may not seem like much but once you step inside there is something unusual about the weight of history ,66,much,별 것 아닌 것 같지만 안으로 들어서면 역사의 무게에 비범한 무언가가 있다.
67,67,4,249,A small palace compared to that of Gyeongbukgung and Changdeokgung This palace is perfect for those who wanted to visit one but do not have much time The palace allows visitors to understand the ancient Korean culture There is a change of guard ceremony at fixed timings here,67,much,"경북궁, 창덕궁에 비해 작은 궁궐 가보고 싶었지만 시간이 많지 않은 분들에게 안성맞춤인 궁궐로 한국의 고대 문화를 이해할 수 있습니다."
68,68,5,251,There is a common believe that most South Korean Temples look pretty much alike and that is an undeniable truth Nonetheless there is a hidden differential beauty on each one of them Here at this temple we could appreciate the differences  This palace also has a lot of dynamic history as has been occupied not only by the Korean Royal family In 1897 after the incident when Emperor Gojong took refuge in the Russian legation he returned to this place and named it Gyeongungung again During the Japanese occupation of Korea in 1592 the residential buildings became a temporary royal residence after all the other palaces were destroyed by fires  Many of the structures here have since been removed or sold In 1933 all buildings except for a few central and western style buildings were removed It was then made a park and opened to the public  At the end of the trail you may walk youll find a turquoise Blue Fountain European looking On the left of this you will find a smaller part of the palace detached unit and on the right of the fountain youll be right in front of the Deoksugung National Museum of Modern  Contemporary Art  Its important at the door to purchase the full package ticket so that you can appreciate both Palace and Museum  Since 2007 restoration work to restore Deoksugung Palace to its original specifications  This work has been ongoing We do recommend extensively this palace although we couldnt appreciate the full beauty as it has been a bitter winter this January but in Spring must be definitely wonderful  Dont miss it,68,much,한국의 대부분의 사찰은 모양이 거의 비슷하다는 공통된 믿음이 있으며 이는 부인할 수 없는 사실입니다. 그럼에도 불구하고 각 사찰에는 숨겨진 다른 아름다움이 있습니다 여기 이 사찰에서 우리는 차이점을 이해할 수 있습니다 이 궁에도 많은 역동적인 역사가 있습니다 조선 왕실뿐만 아니라 1897년 고종이 러시아 공사관으로 피신한 사건 이후 이곳으로 돌아와 다시 경운궁이라 명명했다. 다른 모든 궁전이 화재로 소실된 후 거주지 이곳에 있는 많은 건축물이 그 이후로 철거되거나 매각되었습니다. 1933년에 일부 중부 및 서양식 건물을 제외한 모든 건물이 철거되었습니다. 그 후 공원으로 지정되어 대중에게 공개되었습니다. 트레일을 따라 걸으면 청록색 파란색 분수 유럽풍이 보입니다. 이 왼쪽에 궁전 데트의 작은 부분이 있습니다. 2007년부터 덕수궁 복원 공사로 궁과 박물관을 모두 감상할 수 있도록 풀 패키지 티켓을 구입하는 것이 관문에서 중요하다. 궁전 원래 사양의 궁전 이 작업은 계속 진행 중입니다 올 1월은 혹독한 겨울을 보냈기 때문에 완전한 아름다움을 감상할 수는 없었지만 이 궁전을 광범위하게 추천합니다. 그러나 봄은 확실히 멋질 것입니다 놓치지 마세요
69,69,6,256,This is a much smaller palace as compared to the grand Gyeongbokgung palace and is in the heart of the city We landed there just in time for the changing of the guards ceremony which is again not as elaborate as the one at Gyeongbokgung but is still nice You can watch the ceremony from the street You need a ticket only to enter the palace grounds The visit does not take much time as the palace grounds are small The guide pointed out to us some of the structures dating back to 1600,69,much,웅대한 경복궁에 비해 훨씬 작은 궁궐이고 도심 한복판에 있다 우리는 경복궁만큼 정교하지는 않지만 여전히 멋진 근위병 교대식에 맞춰 그곳에 착륙했다. 거리에서 의식을 볼 수 있습니다 궁전 부지에 입장하려면 티켓 만 필요합니다 궁전 부지가 작기 때문에 방문에 많은 시간이 걸리지 않습니다 가이드는 1600으로 거슬러 올라가는 건축물 중 일부를 우리에게 지적했습니다
70,70,7,278,Dropped by here because it was on our way and walked the grounds A few beautiful nature corners and buildings are pictureworthy as usual Otherwise not much to see here but if its on your way its worth stopping by,70,much,도중에 들렀고 경내를 걸었기 때문에 여기에 들렀습니다. 몇 개의 아름다운 자연 코너와 건물은 평소와 같이 그림이 아름답습니다.
71,71,8,299,This palace and the surrounding grounds are much smaller than the nearby Gyeongbokgung Palace but it is still worth a visit if you have an hour or so to spare We arrived just as the changing of the guard ceremony was starting 11am which takes place just in front of the main gate There wasnt such a big crowd so we had a good view of the ceremony After that we took a walk around the westernstyle garden and the interesting buildings in different architectural styles Part of the site was under renovation but there was still plenty to see including the Modern Art Museum,71,much,이 궁과 주변 경내는 인근 경복궁에 비해 훨씬 작지만 1시간 정도 여유가 있다면 한 번 가볼만한 곳이다. 정문 사람들이 많지 않아서 예식을 잘 볼 수 있었습니다. 그 후 우리는 서양식 정원과 다양한 건축 양식의 흥미로운 건물을 산책했습니다. 현대미술관을 비롯한
72,72,9,308,Small place which only takes half an our or so to walk around Not much to see inside The main attraction is the changing of the guard ceremony It was excellent Lots of interesting uniforms to look at and excellent drummers,72,much,걷는 데 우리 반 정도 밖에 걸리지 않는 작은 장소 내부는별로 볼 것이 없습니다 주요 명소는 근위병 교대식입니다 훌륭했습니다 볼 흥미로운 유니폼과 훌륭한 드러머가 많았습니다
73,73,10,309,Deoksugung is a lot smaller than the other Seoul palaces Gyeongbokgung Changdeokgung but its still worth visiting Its much more quiet and offers a break from the city on a hot day Take you time and sit around for awhile observing locals and enjoying the scenery Since its centrally located Deoksugung also offers great views of traditional palace buildings with a bunch of modern skyscrapers in the background  a combination of old and new that makes Seoul so interesting,73,much,덕수궁은 서울의 다른 궁궐보다 훨씬 작습니다. 경복궁 창덕궁은 여전히 ​​방문할 가치가 있습니다. 훨씬 더 조용하고 더운 날 도시에서 휴식을 제공합니다. 시간을내어 현지인을 관찰하고 경치를 즐기며 시간을 보내십시오. 덕수궁은 또한 서울을 매우 흥미롭게 만드는 옛것과 새것의 조합을 배경으로 많은 현대식 고층 빌딩이 있는 전통적인 궁궐 건물의 멋진 전망을 제공합니다.
74,74,11,311,We visited as we had a little time and were in the area It is cheap to visit but there isnt much to see compared to the other palaces The changing of the guard ceremony is fun to watch and there is an explanation of what is happening in English There is some information about the buildings in English but not very much I would say it isnt worth going if you only have a few days in the city but stop by if you will be around for a week or more,74,much,우리는 시간이 조금 있고 그 지역에있어 방문했습니다. 방문하는 것은 저렴하지만 다른 궁전에 비해 볼 것이 많지 않습니다. 근위병 교대식은 보는 것이 재미 있고 무슨 일이 일어나고 있는지 영어로 설명되어 있습니다 건물에 대한 정보가 영어로 되어 있지만 그다지 많지는 않습니다. 도시에 며칠만 있으면 갈 가치가 없지만 일주일 이상 머무를 예정이라면 들러보세요.
75,75,12,316,Deoksugung palace is very interesting palace for me Beside the location that in the middle of the city and just next to city hall the palace was very easy to reach This palace also smaller than the other two Ive been visited But its nice to started your palace tour with this one  Its like past and present met in one place There are few historic pavilions and yet there are modern and western buildings in same complex  Very interesting for see but not much to explore But its very nice experience especially if you came when the guard changing ceremony  Extra info  When you get hungry and need something to snack on you can try waffles just next to it,75,much,덕수궁은 나에게 매우 흥미로운 궁전입니다. 도시 한가운데와 시청 바로 옆에있는 위치 외에도 궁전은 매우 쉽게 도달 할 수있었습니다.이 궁전도 다른 두 궁전보다 작습니다. 이것으로 과거와 현재가 한 곳에서 만난 것 같은 역사적인 파빌리온이 거의 없지만 같은 단지에 현대식 및 서양식 건물이 있습니다 볼 수있는 매우 흥미롭지 만 탐험 할 것이 많지는 않지만 특히 경비원이 바뀌었을 때 온 경우 매우 좋은 경험 세레모니 추가 정보 배가 고파서 간식이 필요할 때 바로 옆에 있는 와플을 먹을 수 있습니다.
76,76,13,317,This grounds of this palace are much smaller than most of the others in the city Entrance is only 1000kr however despite the bargain price this place is relatively empty This allows you to stroll the grounds and take numerous photos without the hoards of tourists which you will find in the other palaces,76,much,이 궁전의 부지는 도시의 다른 궁전보다 훨씬 작습니다. 입구는 1000kr에 불과하지만 저렴한 가격에도 불구하고 이곳은 상대적으로 비어 있습니다. 이로 인해 많은 관광객 없이 경내를 산책하고 수많은 사진을 찍을 수 있습니다. 다른 궁전에서
77,77,14,340,We managed to secure tickets for the Secret Garden in Deoksugung on our first day in Seoul and all other days for our Seoul trip was sold out While the weather forecast was not good we proceeded on to visit this palace and its garden  Of course it would be a much better visit in gorgeous autumn weather but we managed to enjoy the gardens and the castle complex with its spectacular foliage before the huge downpour Do allow at least half a day in good weather to fully appreciate this complex,77,much,우리는 서울에서의 첫날과 서울 여행의 다른 모든 날에 덕수궁의 비밀 정원 티켓을 확보 할 수있었습니다. 일기 예보가 좋지 않은 동안 우리는 계속해서이 궁전과 정원을 방문했습니다. 화려한 가을 날씨에 방문하는 것이 훨씬 더 좋지만 엄청난 폭우가 내리기 전에 장관을 이루는 단풍으로 정원과 성 단지를 즐길 수 있었습니다. 좋은 날씨에 이 단지를 완전히 감상하려면 적어도 반나절 시간을 허용하십시오.
78,78,15,353,This palace is near City Hall and costs W1000 to enter It is closed on Mondays  There are free guided tours in English twice a day at 1030  1330  The palace was the home of two kings the first in the 16th17th centuries and then again in the 19th20th centuries  The best building is the Throne room which has exquisite dragon carvings on the ceiling  Note that the complex houses the Seokjojeon Hall Anybody can visit the basement  not much to see there particularly if you cant read Korean The best parts are the first and second floors But you have to book on the site webpage in advance Or for foreigners there is a special rule to allow up to five to sign up on a waiting list first come first served This hall was built in about 1910 and is a mixture of western and Korean styles The hall is now the Daehan Empire History Museum and is definitely worth a visit The visit is guided and should take about 45 minutes  Time to visit would be up to an hour longer if you go into the hall,78,much,이 궁전은 시청 근처에 있으며 입장료는 1000원입니다. 월요일은 휴무입니다. 1030 1330에서 하루에 두 번 영어로 된 무료 가이드 투어가 있습니다. 궁전은 16세기 17세기와 19세기 20세기에 두 왕의 집이었습니다. 가장 좋은 건물은 천장에 정교한 용 조각이 있는 왕좌의 방입니다. 복합 단지에는 석조전이 있습니다. 특히 한국어를 읽을 수 없다면 누구나 지하를 방문하여 많이 볼 수 없습니다. 가장 좋은 부분은 1층과 2층입니다. 사전에 사이트 웹 페이지에서 예약해야 합니다. 또는 외국인의 경우 대기자 명단에 최대 5명까지 등록할 수 있는 특별 규칙이 있습니다. 선착순으로 이 홀은 1910년경에 지어졌으며 서양식과 한국식의 혼합입니다. 홀은 현재 대한제국 역사 박물관이며 꼭 방문할 가치가 있습니다. 안내를 받으며 약 45분 정도 소요됩니다. 홀에 들어가시면 방문 시간이 최대 1시간 더 소요됩니다.
79,79,16,360,Stayed for a few days in the Plaza hotel which is just in front Deoksugung and was curious to know what is inside  Entrance fee is quite affordable and you get a decent guide for the different buildings however personally I enjoyed much more relaxing under the shadow of the trees just enjoying the view than learn about the history of the place,79,much,덕수궁 바로 앞에 있는 플라자 호텔에서 며칠 머물렀고 내부에 무엇이 있는지 궁금했습니다. 입장료는 꽤 저렴하고 다른 건물에 대한 괜찮은 가이드를 얻을 수 있지만 개인적으로 나는 그늘 아래에서 훨씬 더 휴식을 즐겼습니다. 장소의 역사에 대해 배우는 것보다 경치를 즐기는 나무
80,80,17,391,As I have done most of the palaces this one didnt have anything special no must see factor until I went round the Historical Museum This was the tick in the box for this Palace The w1000 also includes the museum and if you want to walk round head over as soon as you arrive and get yourself on a tour It is access by tour only and they leave every 30 minutes but gets full quick as the groups are only small Shoes off and slippers on they gave me an English audio so I could follow round but obviously the passionate guide was giving the locals much more than I was hearing All renovated in the last 10 years but decorated as best as they could from old photos and with some of the original furniture The history you get is the best thing and even some photos of the old emperors and emperoresses Your 1000 doesnt also get you into the art gallery that will cost you more,80,much,내가 대부분의 궁전을 해왔기 때문에 이 궁전에는 특별한 것이 없었습니다. 역사 박물관을 둘러볼 때까지 꼭 봐야 할 요소가 없습니다. 이것은 이 궁전의 상자에 있는 체크 표시였습니다. 도착하자마자 투어에 참여하고 투어로만 액세스 할 수 있으며 30 분마다 출발하지만 그룹이 작기 때문에 빨리 만석입니다. 분명히 열정적 인 가이드는 내가 들었던 것보다 훨씬 더 많은 것을 현지인들에게 제공하고있었습니다. 모든 것은 지난 10 년 동안 개조되었지만 오래된 사진과 원본 가구에서 가능한 한 최선을 다해 장식했습니다. 당신이 얻는 역사는 가장 좋은 것입니다. 당신의 1000은 또한 당신에게 더 많은 비용이 드는 미술관에 당신을 데려가지 않습니다.
