,index,Unnamed: 0,경복궁부정단어리뷰,index,단어
337,232,2432,This palace is pretty and very big to explore. You can take a half day for taking so much beautiful picture especially on the part where you enter the palace and go to the left where there is a park there is a palace in a middle of little lake. Very recommended to go there.,337,much
338,233,2446,"Visited this palace during the fall season, and you will see the surroundings with yellowish or redish trees.  I only visited 2 palaces in total, but seems this is one of the biggest? Not too sure. It seems that the palace internal design and its layout looks pretty much similar. If you are one who watched quite a few of those Korea’s ancient drama, you will feel that those drama scene came alive in front of you.  There’s a national museum (just right when you came out of the station) which is free admission. Personally, I find it really interesting as you get to know the rich history of Korea in the past.  Further ahead (right besides the museum), there’s a park (at least that’s what I think it is) where you will see a big massive big yellowish tree. Many people who rented the traditional hanbok costume will be taking pictures at there. It was really some nice scene and relaxing.",338,much
339,234,2456,"If you travel to Seoul, a visit to this palace is a must! While we did not hire any handbock (found it a bit of a tourist trap), we did enjoy the walk around the palace and very much loved watching people dressed up with the traditional Korean clothes, and took many pics of people taking pics. I can recommend a visit but be aware that you will find many many people there.",339,much
340,235,2489,"I visited the Palace grounds twice as the first time I did not get a chance to see it all. The second time with a friend, we rented traditional Korean outfits and explored. Was such a neat experience and excellent for photographs. The palace and the grounds are beautifully kept and so much history.",340,much
341,236,2490,I was impressed by how much history this site holds. Even though most of the buildings are not original it's still a great stop in Seoul. Be sure to be present for the changing of the guards that was my favorite part of this visit!,341,much
342,237,2493,"This is a fantastic palace to visit in Seoul as it's very large and there's so much to see. There are many picturesque views to photograph and if you bought the combination ticket for the palace and royal shrine, you'll be able to read a little of its history in the booklet.",342,much
343,238,2495,A nice stroll in any time of the day is great in this palace. So much to venture and see. You'll meet friendly locals here just watch out for the tourist ;),343,much
344,239,2523,"While visiting Seoul in September 2018, My husband & I took one hour free English tour provided by the palace. I believe they provide two English tours per day. The tour schedule was posted in the ticket office. We enjoyed the tour very much & learned about not only a part of Korean history but also current cultural historical connections. I am glad we took the tour. We also watched a change of guard ceremony which I wasn’t too impressed with. Overall it was a nice 1/2 day tour at the palace.",344,much
345,240,2529,The palace is beautiful so well kept and the weather for me was also perfect. there was so much to see and do and the entrance fee was so cheap too! it was just at the change of autumn and the colours were amazing no tree or plant was the same shade! the changing of the guard is fabulous to watch so many people gathered to see it,345,much
346,241,2535,"While interesting to explore, not much areas to take cover for a quick respite from the searing heat of summer. Changing of guard ceremony is a sight to watch, but times and length of ceremony depends on the weather. Ticket is good for one entry only. If you come out to watch the changing of guard ceremony from exploring the palace, you will not be allowed to get in again unless you buy a new ticket, so be careful. Massive structures of palaces and other buildings, all replicas. Still, an experience not to miss when in Seoul.",346,much
347,242,2540,"If you have a choice, do not visit in the summer... it is way to hot. In any case we enjoyed as much as possible and there was a nice museum at the end of the palace which was interesting.",347,much
348,243,2582,I had a great time at the palace. It was pretty much what I expected when I arrived. I loved the contrast between the old architecture and the new buildings in the background. Worth the small fee! And make sure you catch the changing of the guards.,348,much
349,244,2584,"The palace is so much humorous. One the best place to take a picture, you can rent Hanbok dress at the store behind the palace and get free entrance the palace so you don’t have to buy a ticket at front of this place.",349,much
350,245,2585,"In terms of size and magnificence it's the second best of the 4 palaces in my opinion. However, this one gets the most tourist because it's right in the middle of the city with a big statue in front of it. It's the palace of one of the wisest king in Korea who also invented the modern Korean writing script in an attempt to replace the Chinese script.  Inside it's beautiful with many places to walk around and enjoy a nice day in the park. The palaces and buildings, like all other 4 palaces, could be that much better enhanced if they actually placed ancient artifacts/furniture in there instead of a big empty room. Most of them are locked up...",350,much
351,246,2588,Good place to revisit Korean history. Otherwise the place doesn't really have much of other stuff to do. Imperial soldiers will parade the ground every few hours. Great photo-taking opportunity. Otherwise 1 to 2 hours here should be sufficient.,351,much
352,247,2614,We visited all the four palaces & a shrine with the integrated ticket system(for more details check their official website). As far as my personal opinion i didnt enjoy much. My thoughts and expectation where to view the lifestyle of the Korean kings and Queens. In order to experience that we need to see the things they used the same replica of things atleast....but all we saw were just long or small plain halls with not much furnitures or things used by the kings and queens. Most of the halls or rooms were locked and not open for public. This palace was the biggest in area with many halls and grounds. As far as we saw people were just wandering about here and there just like us. May be if we had chosen the guided tour we would have known which place served for which purpose...but then too we dont get to see and imagine ourselves how lives would have been for the Royal family! Its my personal opinion...i dont mean to put down the spirits of visitors who are eager to visit soon or tourists who just get satisfied to set foot into the Royal ground. All 4 palaces were the same.,352,much
353,248,2618,It’s pretty relaxed not much to do but actually see the palace so it’s great for learning about the culture pretty sure there are some guided tours I actually just got a ticket and explored was fun and a little confusing there is a museum on site but they were closed when I was there all in all it’s a good place to get a walk about in and see and feel a little history at the same time also some really good photo spots for scrapbookers,353,much
354,249,2625,"If you rent the traditional costume (hanbok) for the nearby shop (just check with the staff at the entrance), you get to go into the palace for free. If not, entrance fee will have to be paid after the first courtyard.  Palace is really big and you will get an idea of the various functions of the different buildings if you have a local guide with you. If not, just listen in to the various guides who are shouting commentaries.  As for photo opportunities, there are heaps and it just multiplies if you come dressed in their traditional costumes which a lot of the visitors do anyway, so you will not be the odd one out.  There is not much shade beyond the buildings so bring some headdress as it is quite hot from noon onwards. In summer anyway.",354,much
355,250,2632,I would go on a weekend so you can see everyone wearing beautiful traditional clothing. There isn't much to do when you get there but its nice to walk around just take a few hours to yourself.,355,much
356,251,2652,It’s beautiful lovely place so many thing to see and amazing garden and you can see a blue house where is the Korean President live !! Very clean good place to visit and relax !! You can shop and have coffee shop too !! You can walk or take MRT or bus if you stay in the center of city ! I do love Seoul very much will come back next week June 5,356,much
357,252,2663,"To visit a country so proud of its cultural heritage is pleasant. So much time has been taken to not only rebuild a nation so recently devastated by war, but to rebuild a historical journey of a country that has been in the middle of conflict since ancient times. Gyeongbokgung was the primary Palace and stronghold of the King and when you see it you will understand why. The skill to build such a place without the technology of today is breathe taking. Don't just look at the walls and the buildings, take the time to look at how they were constructed and how they fit in with the other palaces, shrines and protective walls that were built to repel invasions. When you sit and take in the sheer expanse of these sites and the amount of people it took to make them run it is mind blowing. To see early ducted underground heating in these ancient sites is stunning. Sit in the gardens, take photos and enjoy everything the site has to offer.",357,much
358,253,2675,"One of the biggest palace in Seoul that we were recommended to visit. However after heading over, we realised there was not much to see. However, it proves as a good spot for photo-taking if in Hanbok as it matches the theme. Luckily for us, it wasn't overly crowded and photo-taking was a breeze. However depending on the locations of the hanbok rental shop, the journey to the palace may take up to 30min!",358,much
359,254,2690,A great spot to take a pics or vlogging! Although i was here when it was winter (its suuuuper cold) but i really like the palace :( i havent explore this place much bcs of the bad weather. But this palace is so great ok recommended,359,much
360,255,2704,"Very nice palace, with a beautiful lake, but very crowded and not much to see inside. People seem to go there mostly to take pictures in hanboks and not to experience the place itself. Entrance is very cheap.",360,much
361,256,2714,You can reach here by seoul metro and stop at Gwa ghamun station. The palace is great and have much instagramable spots to take.,361,much
362,257,2722,"I think is the best historic place in Seoul, but there are better shrines in other Asian countries. If you are not a history gig and don't understand much about these places , so it would like all others shrines. Only thing makes it little different is the size. Is really big.",362,much
363,258,2726,"If you want a full on memorable experience here, rental a hanbok before you go. The girls wearing them were so cute that I regretted not getting one. This place is great for photo ops and roaming around the entire place to learn about how they lived centuries ago. It’s huge so you could spend at least 2 hours here. Not recommended on a hot summer day because you’re pretty much out out in the open. This one is larger than the UNESCO palace and better in my opinion. If you’re visiting Seoul, Myeongdong this is highly recommended. It’s walking distance to the cute Bukchon Village where people roam around in their hanboks as well. Great experience, I’d do it again but this time wearing a hanbok.",363,much
364,259,2730,This was the first palace I went to and I'm not sure if I find it that amazing... Probably if I have more time to go around and explore the entire compound. There were many tourists around that was probably why I did not enjoy it that much. It's great for experience purposes if you want to get exposed to Korean culture. There are a lot of things to do outside as well so you need not worry where to eat and stuff. It's also near other famous palaces and Insadong.,364,much
365,260,2746,"Admission ticket is 3000 won, palace closed at 6pm, and last admission is at 5pm. A very huge compound, lotsa walking but nothing much to see except if its sakura else you see many people taking photos, young couples strolling (and more photos taking). Basically this is a paid admission to walk around the big compound. There is of course guards changing performance else I can't convince myself what else to see. The museum across is another different story.",365,much
366,261,2751,"We went on a free Seoul airport tour to see this palace and did not get to see everything. It is a massive place where one should set aside a few hours to explore. We also went in the winter, when it was cold. I imagine in the summer it's a lot better. With that said, I really enjoyed walking and taking pictures of the various buildings. There wasn't too many places to go inside, but one could look into some of the main buildings, such as the throne room of the king.  This is pretty much a ""must see"" if you are going to Seoul and it is located right near the center of the city, so there's no excuse to miss it unless such things bore you.",366,much
367,262,2757,"The Gyeongbokgung Palace was the main royal palace of the Joseon dynasty and was definitely a must-visit on our Seoul bucket list.. Built in 1395, it is located in northern part of Seoul and with that said, it was a rather gobsmacking experience to observe how much Seoul has modernised over the years just by standing at the entrance of the palace. The colours, design and interior of the palace was remarkable and well-preserved over the years.  I visited the place at 1pm, just in time for their change-of-guard ceremony which lasted for about 10 minutes. It was an interesting performance to witness and thank goodness for perfect timing. Expect a lot of tourists dressed up in hanboks (traditional Korean garments) lining up to take a photo with the palace guards or posing everywhere along the palace grounds (and I mean it, EVERY WHERE). I visited the palace on a Tuesday (mind you it was a non-holiday season) and it was packed. I can't imagine what it would be like on a weekend!  There are free tours of the palace grounds in English but I did not follow the crowd as I started getting annoyed at the number of tourists mindlessly carrying their selfie sticks and swinging them around everywhere. It was just me though, I dislike crowded places and flocks of tourists. Worth a visit, nevertheless!",367,much
368,263,2777,This palace reminded me so much of the Forbidden City of Beijing except Gyeongbokgung had way more signs explaining the historical context. It's definitely worth a visit!,368,much
369,264,2786,"I was pretty excited to visit this palace actually. We reached there early in the morning by subway. Once there, people are gathering to watch changing guard ceremony. I thought it's gonna be awesome but it was just average and nothing special about it. We purchased tickets and was asked if I wanted to purchase entrance tickets for all palace. We purchased tickets for Gyeongbokgung Palace only and was glad we did not purchase ticket for all. Nothing much to see inside, not too big or too small. All building are closed. Even if it's open, there's nothing much to see. Nice place to take pictures though. There's a exit gate in the middle of the palace. Exit that way and turn left. You may walk to Bukchon Hanok Village which is just around the corner. 10 minutes walk is required.",369,much
370,265,2790,"Gyeongbokgung Palace is one of the five palaces in Seoul area. This is the main palace of the Joseon Dynasty. Although the palace was restored after suffering damages in 1592 and during the Japanese occupation, the palace was restored beautifully by the Koreans. The palace ground is vast and houses many buildings and halls, all having their own use and purpose.  We made use of the free guided tour in English, provided by the Palace Management Office. The guided tour explains in detail the purpose and history behind each building in the palace. After the guided tour, we had a much better understanding of Korean history.  We also managed to catch the Changing of Palace Guard Ceremony. The ceremony was a reenactment based on historical documents and records.  For seniors(over 65 y/o), admission is free (make sure you bring your passport). Would recommend a visit if you are interested in history and ancient architecture. If we had more time in Seoul, we would like to visit few more of the other four palaces.",370,much
371,266,2800,"Walking distance from our hotel, we visited the palace in the morning where there is not much people yet around. Good for taking photos and nice to see Korean architecture. You have to see the changing of guards that takes place at certain hours of the day. You can also rent traditional Korean attire at a few places around the palace to capture awesome memorable pictures.",371,much
372,267,2810,"The Royal Palace is a must-see attraction if you want to appreciate the life style in the old Korean kingdom. The actual palace is rather large, with a lot of empty spaces. The actual living quarter for the residences are very small. There are simple buildings with several rooms and courtyards. In comparison, I found this Palace more formal than the Japanese. The design is similar the one in Beijing; but in a much much smaller scale.",372,much
373,268,2814,"I've been to this palace twice now, once in winter and the other in June and both times were so much fun. Attend the free tours and take your time walking around the grounds. Rent a hannok too!",373,much
374,269,2815,"While it’s sort of pretty with what there is, the palace grounds are really small and doesn’t really have much grandiosity to it. If compared to the forbidden palace, it pales greatly in comparison. Most (if not all) of the palace is reconstructed from a fire before being abandoned for a few centuries, so it doesn’t look or feel how an ancient structure would typically be. At the end of the palace, beyond it, there are some weird prison like structures that absolutely destroys the beauty of the mountain as a backdrop to the palace. Entry fee isn’t expensive though, at US$3, so it’s worth a visit if you’re exploring the area. Not really worth a detour.",374,much
375,270,2820,"We visited the Gyeongbokgung Palace while we were in South Korea for the Olympics. It allowed us to soak in the long standing history of the country in a very modern and busy downtown city like Seoul. First thing we noticed without much research into the palace was the size and scope of the area. We initially entered the palace thinking it would be a good hour of exploration, but if you want to take in everything the site has to offer that would likely require 4-6 hours. By the time we left, I clocked about 3.5 miles of walking.  The buildings are magnificent. Most are recently built because they have been destroyed so many times over the past 800 years so you won’t be looking at historic monuments per se, but you get the grand scope of the palace as you venture around. We happened to visit right at the end of the four day Korean National holiday so there were a lot of South Koreans taking very traditional pictures with the cultural clothing rented from local shops. We found that extremely interesting and actually allowed us some great pictures of the palace buildings with amazingly garbed locals.  The one thing that I would say is definitely take your pictures, but at a certain point the buildings look very similar and the photographs kind of meld together. Therefore don’t be afraid to put the phone/camera down and just experience the history in front of you. The buildings will look too similar in pictures but you will still be in awe of the surroundings that only your eyes will be able to soak in.  The winter is very cold and the plant life is all in hibernation. I would love to see what the palace looks like in the spring in full bloom but all in all it was a great visit.",375,much
376,271,2833,"You can dress up in hanbok (especially the costumes for king / queen, etc). Lot of photo opp, but not really much to look at. Vast space and not really much inside. It's interesting how international Korea has become.. lots of tourists from all over.",376,much
377,272,2865,"This palace is the biggest among the other 5 palaces in Seoul. It is huge and grand and a great way to spend a relaxing morning. The palace buildings are beautifully restored and its granduer really impressed me. You can easily spend 4 hours just looking at every nook and cranny. Do allocate some time to watch the changing of guards at the main Gwanghwamun gate. Do not rush through this attraction as you sit down at the many seats provided to just watch the relaxing scenery. National Folk Museum of Korea is also situated in the Palace's ground. I was able to enter the museum FOC with the Palace ticket. With such a big ground to cover and a museum to visit, do wear comfortable walking shoes, bring drinking water and your camera. I believe you will enjoy your visit as much as I did.",377,much
378,273,2867,Excellent must-visit place especially for first timers in Seoul. Helps if you have a Guide - learn much more Korea’s history.,378,much
379,274,2874,Beautifully restored buildings and it's an oasis of calm in this mega city. There is so much to see.,379,much
380,275,2876,"Lovely stroll around palace grounds. Great insight on the royal family's lives, the palace architecture... so much to learn.",380,much
381,276,2878,"i am so amazed of the korean people on how they preserved gyeongbukgung palace. it is really beautiful and a place where tourist must not fail to visit. i would like to try the costume but because of so much cold, i will just try next time.",381,much
382,277,2884,"The front yard area is nice and open, it's lovely to walk around the whole palace and see the different parts of it.  It was quite cold when I went in the hanbok but it makes for a picturesque area for sure.  It is worth a visit especially because there's so much more to see in the area.",382,much
383,278,2889,There is really not much to see there. Visitors are not allowed to enter the palaces. People just walk the halls and take photos. 3000 W entrance fee line 3 (orange line) - Gyeongbokgung St - exit 5,383,much
384,279,2912,"Reminds you of the Forbidden City in Beijing, but much smaller in scale, but nice to see nevertheless. Colourful change of Guard ceremony every hour. Try to catch the English free guided tour 2 or 3 times Daily. Entry to palace is free on last Wednesday of the month.",384,much
385,280,2914,Nice to visit to have general view of Korea history. But nothing much to appreciate. However recommender,385,much
386,281,2921,"You'll always see this palace featured in travel blogs because it's the real deal Korean royal palace~ the biggest one, i think. There is a scheduled changing of the guards that you should not miss to have a full experience.. It's just like the royal guard changing ceremony in Buckingham Palace - but more colorful with the bright costumes of Korean officials! Very much accessible via train or bus, but get ready to walk and walk to see its beauty. The pavilion there is the one featured in the drama Rooftop Prince which made me more excited to see it. Just 3000yen for the entrance and they have hourly walking tours if you'd like to join. Also, the entrance is free if you're wearing a hanbok! Such a treat to see all the people wearing them while inside a historical place~",386,much
387,282,2922,"A very big place, which had 7700 rooms I read, not as big as the much bigger Forbidden City in Beijing and its notional 9999 and a half rooms, but similar in impact. A sense of command to the buildings and courtyards but also tranquility",387,much
388,283,2932,Have been twice - once in autumn n once in winter. Felt that the winter scene is much nicer when it comes to taking pictures. Do be careful while walking though as it can turn out to be pretty slippery.,388,much
389,284,2943,"We came here in December and not much scenery. There are students waiting for you at entrance that speaks English and Mandarin to give you tour.  They explained the various part of palace , the oven outside the building to heat up the palace, the reason for having a river to divide up the palace from town...etc.  I will not consider to come in winter since it is sluggish , dragging my feet in the snow is not comfortable at all.  Hope you find this review helpful and vote for me.",389,much
390,285,2944,"This is one of the main royal palace built in Joseon Dynasty. It’s a nice palace but because the weather was too cold (-6deg), we didn’t spent much time there. There are people who put on hanbok (traditional korean costume) and take pic in the palace. You could enter the palace FOC (normal ticket fee is KRW3,000 for adult and KRW1,500 for children), if you enter it with hanbok.",390,much
391,286,2945,"Theres not much stuff to see if you don’t like traditional scenery. For me this tour was educational and amazing to see structures with very beautiful art. You can even rent traditional palace clothing outside the vicinity. It was negative degrees when I came December this week, so during this season its very advisable to wear appropriately not to get sick. We paid i think 3000 or 4000 won for me and mt friends since they said about something being free of charge but I forgot. They have a mini show in front gate with the guards marching but mostly thats it.. your not allowed to come inside the kings office and other rooms but u can take pics by the outside. Overall it was great and crowded but surprisingly clean since I did not see trashes loitering around. Thats how the people there are disciplined.",391,much
392,287,2949,"Among the palaces in Seoul, the stately Gyeongbokgung Palace is the undisputed ""big momma"" of them all. You can tell by the number of visitors thronging the site, with some donning the traditional hanbok to get in the mood. Tickets are 3000 won for adults and 1500 for youths below 18. The palace grounds are enormous and dotted with many many buildings to explore, and you can spend an entire day there without getting board. There is so much history here. Just tag along any of the free walking tours and you'll know why.",392,much
393,288,2962,"A big part of the palace is closed for renovation right now. So it might be worth going again, but in the current state, it's a pretty large palace and a nice promenade, not much else.",393,much
394,289,2967,"Worth checking out. Palace, although smaller than the Forbidden City, was still quite large. Was nice to walk through it and see all the fall colours. Be sure to check out the elevated pagoda thing by the pond in the middle. The view of the mountains is also very nice when you walk further Northwest. You can't see inside many buildings though so you don't really need to walk through it all. You won't miss much if you don't, save the view.",394,much
395,290,2980,Big place also flanked by palace museum and folk art museum. Can get confusing. The map can do with better navigation. Be prepared to walk in the outdoors. Can be chilly in winter. The saving grace was the English guided tour. The guide was very knowledgeable. Kids took the audio rental but it wasn’t intuitive to use and it kept repeating. Kids say the audio tour they experienced in Alcatraz was much better,395,much
396,291,2985,The heat kept us from enjoying the place as much. The walk was also too long. Playing dress up was fun though. ☺,396,much
397,292,2993,"We saw the changing of the guard re-enactment. It was very well done with commentary in Korean, English, Japanese and Chinese, making it accessible to all. Good job to all involved! The grounds of the palace are quite large - lots of walking - but you can also see the main sights without going too far if you don't want to walk much. Many people rent traditional dress for their visit, which was great to see too. Lots of beautiful hanboks.",397,much
398,293,2994,"This is well worth a visit if you are in Seoul. It is huge and will easily take 2-3 hours to get round. The buildings, while for the most part reconstructions, are impressive, especially the throne room, even if most a reconstructions following the destruction of the originals by the Japanese when they annexed Korea. There are a lot of locals in traditional costume too - easy to hire nearby and gets them in for free as well as making for more picturesque photos.  It is stupidly cheap to get into: a couple of dollars/pounds/euros equivalent.  Do take one of the free guided tours in English (10am and 2pm but check). Without one of these, or a Korean speaker, you will be pretty-much in the dark as to the function of buildings and underlying stories. The only building open to view is the impressive throne room and the only one that you can get inside is a small memorial to a queen who was murdered by a Japanese hit-squad for opposing their takeover.  I would time a visit to take in the changing of the guard: OK, they are actors but it is well-worth the twenty minutes (and you can get into the front court to see it without paying).",398,much
399,294,3015,"We felt this palace is too overrated since the artifacts inside are not all original, many were destroyed during the Japanese occupation. The palaces are quite small (if compared to China's Forbidden City) and not much to see. Some parts are also being restored/ rebuilt.",399,much
400,295,3025,"The last time we were in Seoul about three years back, we chanced on the changing of the guard at the Gwanghwamun in front of the palace. Then it was crowded with throngs of tourists. On this trip with some friends, we decided we would get a good position to see the entire ceremony and visit the palace as well (a bonus was a visit to the National Palace Museum nearby). Since China curtailed visits by its citizens over the installation of anti-missile systems in South Korea, the crowd was much smaller and we were afforded excellent views of the ceremony. The palace too was likewise not very crowded and gave us lots of time to wander about and admire the architecture and the displays. Free admission to both events was a bonus. And there were lots of people in hanboks, or traditional Korean dress, A while back, a rule was introduced that people wearing hanboks (Korean or otherwise), did not have to pay for entry into the various palaces that charged entry. It was quite amusing to see Caucasians, South Asians, and pretty much everything in between in hanbok. The changing of the guard ceremony is held three times a day, 11.00 a.m., 1.30 p.m. and 3.00 p.m. But check the website and tourist guides.",400,much
401,296,3043,I underestimated the size of this place and it took me much longer to see the place than I thought. I made sure to arrive in time to see the changing of the guard ceremony.,401,much
402,297,3072,Came here on the tour provided from the airport during a layover. The architecture is just amazing. Photos don't capture just how grand it really is to stand under these amazing buildings. Enjoyed the changing of the guard ceremony. Since this was part of a larger tour we only had about an hour to see the front area and chamber. As I understand it there was much more to see that we just didn't have time for. ideal plan to spend 2-3 (maybe more depending on your stamina and interest level). Enjoy a beautiful picnic. There was a fee to enter but since it was included in the tour price I am not sure how much it was. Enjoy!,402,much
403,298,3075,Busy but beautiful. Watch out for the sun and heat as there is not much shade available. Parts of the palace are covered in dirt instead of paved so don't wear your favourite shoes. Would recommend!,403,much
404,299,3085,"Perhaps the largest and most popular palace. Guards change regularlly (we enjoyed their stuck on beards!), and there was also a parade of royalty, ladies-in-waiting and guards which was fun. All buildings rebuilt and repainted in the 1800-1900s since pretty much burnt down by the Japanese in the 1600s. You see the same Josean period architecture everywhere in Korea (Buddhist temples etc) since most things older seem to have been destroyed centuries ago. Lots of girls and young women in hired Hanok costumes as this gives free entrance but adds to the atmosphere for all. Allow a couple of hours.",404,much
405,300,3089,It was good for picture taking but that was pretty much it. I guess because we didn’t have a tour guide with us.,405,much
406,301,3091,"Hmmm.. mixed feelings on this, this palace has been rebuilt ( like much of Seouls historical places) ater being destroyed numerous times through war. A little disappointing - none the less it serves as a great vessel to get some background into the histroical past of South Korea",406,much
407,302,3100,This was absolutely stunning and historical. It is located in a very central area that is easy to get to via metro. I would give this place at least half a day because there is so much to see and there is also another museum that lies inside of the palace. You should also go around the Hanok Village Area to rent a Hanbok to walk around the palace and neighborhood to take pictures. You can even enter the palace for free if you walk in with your Hanbok.,407,much
408,303,3112,"This temple is the best in Seoul, SK. Entrance is only $3,000W like $3usd. There is so much to do inside the place. There is also a museum and a few other shrines. This was my favourite spot in Seoul. Make sure you go there early because it gets packed so it is tough to take pics without people around. This is a MUST.",408,much
409,304,3114,This is part of the 4 main palace in Seoul. You can get a combined ticket for all the 4 palaces of else an individual ticket costs 2000 KRW. We didn't intend to go to all the 4 palaces and hence bought individual tickets. The palace itself is a bit underwhelming. We spent an hour walking around the grounds and it's alright if the weather is good. It's one of the tick the boxes attraction in Seoul and you could visit it if you feel the need to. Not missing much if you don't have the time.,409,much
410,305,3147,"This palace is closed on Tuesdays and costs W3000, unless you are 65 or over in which case entry is free.  A visit will last 1-2 hours depending on how much you want to see.  Free guided tours in English are available at specific times. Otherwise it is self-guided. There are notices in English but not everything is explained.  It is the biggest of the palaces in Seoul and has been much restored after having destroyed by fire, neglected or damaged by others during the 600 years since the oldest parts were built.  The buildings are set within lovely grounds and flower beds. There are two pavilions set within ponds which are particularly scenic.  Only downside is the small print in the information leaflet!  The palace is next to the National Palace Museum of Korea.  A must see in Seoul. Though note that many buildings are not lavishly furnished.",410,much
411,306,3153,"At first I didn't expect too much of it, I thought it was just an ordinary palace, like the ones I visited back in my country. However, when I set foot in the palace, I knew I was wrong. The palace was historical, huge, and marvelous. It's the kind of place that you can spend half a day there just to walk around and gaze upon the beauty of it.  You can also see soldier marching and try traditional Korean Hanbok there! P.S. The entrance fee will be free if you rent Hanbok there!",411,much
412,307,3172,Dressed in hanbok at the Gyeongbokgung to commemorate our wood anniversary #5thanniversary! Thank you #seohwahanbok for the glamorous hankok and memorable photos....! 👍❤❤ So much fun to join in the local youngsters in this #newtrend during springbreak and take group pictures with them!,412,much
413,308,3174,The palace is incredably huge. (TIPS) We went to the hanbok rental and got free entry ticket because we use hanbok. People were staring at our group (8 of us walking together with hanbok) but hey we got to take good pictures in hanbok as well.  The entrance to the center part is quite the same. Don't take to much time taking picture outside as the inside parts have less people around. Don't forget to come in to the lake. It was beautiful and breathtakingly pretty.,413,much
414,309,3175,The palace was one of the palaces lived by the king of Korea. It is a much smaller version of Forbidden City of China. The palace has been somewhat destroyed by Japanese in past. Several areas of the palace are rebuilt just few years ago.,414,much
415,310,3177,My son and I enjoyed every corner of this Gyeongbokgung Palace. On our 1st visit we arrived 30mins before closing and missed opportunity to tour through the majority of the palace complexes. We loved it so much and decided to return next day for 10:30am for English Tour Guide through Secret Garden. It was worth it.,415,much
416,311,3182,"It was really amazing to visit such a beautiful place in the middle of the city Seoul. I thought it was really interesting how both traditional and modern life coexist together in a city. The traditional clothes, Hanbok, that everyone wore are so pretty and I am sad that I didn't know much about the rental information. Maybe I should try next time.  It is a must visit place and you won't regret!",416,much
417,312,3207,"This was very disappointing and says a lot about major sights in Korea and China.  Extremely grand and a wonderful photo opportunity as you will see many people using it. Unfortunately there is no content or real history here. The temple is completely gutted and the buildings become very samey, very quickly.  A nice walk but not much to see or learn here.",417,much
418,313,3254,"like the title, this is one of my favorite place in seoul. its beautiful throghout four seasons,, nice to walk around. They open at night two times a year. Spring and Fall about two weeks each. The entrance ticket sold out like in one minute for night entrance, but if u r foreigner they have extra ticket available at site. so much more possibility to enter. special lights makes the palace extraordinary . must try!",418,much
419,314,3259,"There aren't many places in Asia where a city would sacrifice so much land in the middle of the central district to history. Seoul is a city where technology is perhaps is currently at the forefront of the world and yet they respect their rich history and display this to visitors from all over the globe. Make sure you work your time table around to see the change of guard (every two hours I think). Gwanghwamun, Heungnyemun and Gyeongbokgung are all located in the same area. One ticket will allow access to both Palaces. For those keen you can also change into Hanbok to walk around the area.  Recommend checking the weather before heading there lot of open areas to walk through avoid rainy days if possible.",419,much
420,315,3260,We enjoyed the palace very much. It is very large and it takes a while to go through. There are many great locations to take photos. This is a must see location in Seoul!,420,much
421,316,3271,"I joined a free guided tour which helped me to appreciate some things that I would normally have overlooked. It's a shame that so much of it was destroyed at various times in the past, but it was impressive nontheless and well worth a visit.",421,much
422,317,3279,"A smaller version of Beijing's forbidden city. Not so old in reality given it seems to have been ravaged by Japanese occupation at least twice but the city is trying to restore to its former glory. So much history there but not much by way of signage to indicate the role and purpose of many of the buildings, how life was lived in the palaces and grounds. Very few photos of what it looked in its heyday before the modern city of Seoul swamped its grandure.",422,much
423,318,3289,"The place is vast but nothing impressive/memorable. The palace looks newly built rather than a historical site.Lots of vast , sandy open areas. The gardens are very boring and ameteurish. Didn't find it interesting or memorable. Seen much more impressive historical sites in Asia than this. Japan has much better and more impressive historical site. If you don't have much time in Seoul, can skip this.",423,much
424,319,3300,"We spent a total of about 2 hrs walking around here. The taxi driver dropped us off at the side entrance by the culture museum so that's where we started.  The whole palace here is not very big, so doesn't take very long to walk through. Since we came through the side, we weren't able to join a free tour either. So unfortunately there was not much explanation minus what was mentioned briefly on the map. I do wish they had signs or something up in each area so you're not just staring and walking blindly.  There is a lot of construction going on right now so you'll see a lot of white fences up, which unfortunately blocked visiting any of the over water structures. That was a bit disappointing but understandable.  If the timing works, I do recommend catching the catching of the guards performance. They don't need real guard any more these days so it's more of a show than the real stuff like at Buckingham, but was still fun to watch for 15 min. Then you can go take pictures with them.  Given a lot of similar structures and building styles, I can't stop comparing this to the Forbidden City. Gyeongbokgung is just not as large or grand and therefore did not seem as impressive to me. But still worthy of a visit.",424,much
425,320,3313,I was there with friend after our work it's amazing and beautiful.we very much enjoy wearing costumes hanbox a traditional Korea Stye where u can find rent from outside palace cost approx 15000-20000 won its so nice to get this experience and you don't have to pay for entrance fee if you are in the costume. There is parade for guards exchanges which is very interesting too. We spend almost half day there it really a wonderful time☺️,425,much
426,321,3342,"The Gyeongbokgung Palace is much more like a series of palaces within a palace. The majesty you feel when you walk in builds as you walk through its various inner palaces - as does the sense of wonder of how yet another suite of royal accommodations could be so impressively sited seemingly in total privacy despite being in a huge complex. And if you walk around the outer wall before entering you'll come across first a series of Mom&Pop hawker joints to eat in (recommended, they are full of personality and very honest, local food) and then some trendier renovated lanes full of boutiques and the like. Do make the effort to fully explore not just the palace, but everything there is around it.",426,much
