,Unnamed: 0.1,index,Unnamed: 0,남산부정단어리뷰,index.1,단어,번역
540,540,17,1609,"It`s OK, you get a really good view of Seoul, but not much else going for the tower. I guess it`s incredible at night. But once you get down from the tower, it`s just a short walk to Namdaemun Market and Myeongdong, which you should not miss.",540,else,"괜찮아요, 당신은 서울의 정말 좋은 전망을 볼 수 있지만 타워에 대한 다른 것은별로 없습니다. 밤에 보면 기가 막힐 것 같아요. 하지만 타워에서 내려오면 남대문시장과 명동까지 도보로 갈 수 있는 거리에 있어 절대 놓쳐서는 안 됩니다."
541,541,18,1634,"A must see in Seoul, A very impressive 360° view of Seoul that you cannot get anywhere else. Very enjoyable for both adults and children alike, however parents with wee ones in Strollers may want to think twice as the cable lift drops you only on the lower level of the mountian still leaving quite a walk up several flights of stair cases straight up hill to reach the tower.  Located near the city center, a very good combiation of attractions is to combine the tower visit with a day of shopping at Nam de moon market which is close by and also a must see....",541,else,"서울에서 꼭 가봐야 할 곳, 어디에서도 볼 수 없는 360° 서울 전경. 어른과 어린이 모두에게 매우 즐겁지만 유모차에 어린 아이가 있는 부모는 케이블 리프트가 산의 낮은 수준에서만 당신을 떨어뜨리기 때문에 두 번 생각하고 싶을 수도 있습니다. 타워에 도달합니다. 도심 근처에 위치한 관광 명소의 아주 좋은 조합은 타워 방문과 가깝고 꼭 봐야 할 Nam de moon 시장에서의 쇼핑을 결합하는 것입니다...."
542,542,19,1711,"The tower gives a great opportunity for fantastic views over the city. Even at base level the views are great but the 360 view from the observatory is better. However, its not the cheapest of venues to visit - so make sure its a clear day, else it's an expansive cloud view. There ate various floors of food stalls & kid activities",542,else,타워는 도시의 환상적인 전망을 감상할 수 있는 좋은 기회를 제공합니다. 베이스 레벨에서도 전망은 훌륭하지만 전망대에서 보는 360도가 더 좋습니다. 그러나 방문하기에 가장 저렴한 장소는 아니므로 맑은 날을 확인하십시오. 그렇지 않으면 광활한 구름이 보입니다. 다양한 층의 음식 가판대와 어린이 활동이 있었습니다.
543,543,20,1716,"Well, you gotta do it when in Seoul, right? Trouble is, everyone else had the same idea, so it was 'rammed' at the top.  Terrific view, though, as you'd expect, although the glare from the gift shops reflects a bit too much on the windows at night-time, spoiling photos a little.  I'm glad we went; but it was just ok, and didn't 'wow'-me.",543,else,"글쎄, 당신은 서울에있을 때 그것을해야, 그렇지? 문제는 다른 모든 사람들이 같은 생각을 했기 때문에 맨 위에 '충격을 주었다'는 것입니다. 예상대로 멋진 전망이지만 선물 가게의 눈부신 빛이 야간에 창문에 너무 많이 반사되어 사진을 약간 망칠 수 있습니다. 우리가 가서 기쁩니다. 그러나 그것은 단지 ok이었다. 그리고 나는 '와우'하지 않았다."
544,544,21,1757,We visited busan tower and didn’t think this was as good...if per chance you plan to visit both then do the photo challenge and if luckily you’ll get a buy one get one free ticket for the other tower! We got to the tower from the cable car. There’s restaurants and shops at the bottom of it. The lift wizzes you up. The views are great. The skyline I think is wonderful and the views to the river are great too. There’s a shop up there. There’s also a Korean buffet restaurant and then higher up is a fine dining French restaurant. I heard someone say to a traveller not to bother going up the tower but I certainly would - the views are great and you can’t experience it anywhere else.,544,else,우리는 부산 타워를 방문했지만 이것이 좋지 않다고 생각했습니다 ... 기회가 생기면 두 곳 모두를 방문 할 계획이라면 포토 챌린지를하고 운 좋게도 하나를 사면 다른 타워에 대한 무료 티켓을 얻을 수 있습니다! 우리는 케이블카에서 타워에 도착했습니다. 그 아래에는 레스토랑과 상점이 있습니다. 리프트가 당신을 위로합니다. 전망은 훌륭합니다. 내가 생각하는 스카이 라인은 훌륭하고 강 전망도 훌륭합니다. 그곳에 가게가 있습니다. 한식 뷔페 레스토랑도 있고 더 높은 곳에는 고급 프렌치 레스토랑이 있습니다. 나는 누군가가 여행자에게 타워에 올라가는 것을 귀찮게 하지 말라고 말하는 것을 들었지만 나는 확실히 그렇게 할 것입니다. 전망은 훌륭하고 다른 곳에서는 경험할 수 없습니다.
545,545,22,1946,Gives widespread view of Seoul. Rather old fashioned with comparison to similar towers (Sydney for example). The concept is well understood after 5 minutes. nothing else to be done next. consider skipping this site.,545,else,서울의 넓은 시야를 제공합니다. 비슷한 타워(예: 시드니)와 비교하면 다소 구식입니다. 개념은 5분 후에 잘 이해됩니다. 다음에 할 일이 없습니다. 이 사이트를 건너뛰는 것을 고려하십시오.
546,546,23,1984,"Visited on a Sunday night. Queued almost 50 minutes to go on the cable car which held about 40 people so not as ""romantic"" as it sells. Then queued up to go to the observatory tower. View is worth it but there are better views elsewhere where the view is still as good. Worth the time? Hindsight, probably not, go on a weekday.",546,else,"일요일 밤에 방문했습니다. 약 40명을 태운 케이블카를 타기 위해 거의 50분을 줄을 서서 ""로맨틱""하지는 않습니다. 그런 다음 전망대에 가기 위해 줄을 섰습니다. 보기는 그만한 가치가 있지만 보기가 여전히 좋은 다른 곳에서는 더 나은 보기가 있습니다. 시간 가치가 있습니까? 돌이켜 보면, 아마도 평일에 가십시오."
547,547,24,2012,"Had three kids along so decided to save a few bucks and just to go up to the area around the tower. It had plenty of excellent vantage points of Seoul in all directions and plenty of food and beverage options too. Kids enjoyed finding where we were staying, but once you've had a look there's not really anything else to do so we had to bribe them with churros.",547,else,세 명의 아이들이 함께 있었기 때문에 몇 달러를 절약하고 타워 주변 지역으로 가기로 결정했습니다. 모든 방향에서 서울의 훌륭한 유리한 지점이 많았고 음식과 음료 옵션도 많았습니다. 아이들은 우리가 머물 곳을 찾는 것을 즐겼지만 일단 둘러보고 나면 다른 할 일이 없기 때문에 츄러스로 뇌물을 주어야했습니다.
548,548,25,2037,A cable car to the bottom of the tower was a great way to go and see the city. Views from the observation deck - amazing to see the size of Seoul. The locks on the fences and trees and everything else were a sight to see in themselves. Great parkland to enjoy and although busy has a peacefulness about it.,548,else,타워의 바닥으로 가는 케이블카는 도시를 볼 수 있는 좋은 방법이었습니다. 전망대에서 바라보는 전망 - 서울의 크기를 보는 것은 놀랍습니다. 울타리와 나무의 자물쇠와 그 밖의 모든 것은 그 자체로 볼 수있는 광경이었습니다. 즐길 수 있는 멋진 공원은 바쁘지만 평화로움이 있습니다.
549,549,26,2042,"Ok. Seouls tower and viewing deck is not unique at all but on a good day you can see for miles and miles and miles and still not get a grasp of the huge urban sprawl of Seoul today. Worth the money on a clear day. But the whole picture/gift shop thing as everywhere else with these towers, maybe a bit less pushy actually. And the rest room - at least the mens is a hoot!",549,else,"확인. 서울 타워와 전망 데크는 전혀 독특하지 않지만 좋은 날에는 수 마일, 수 마일, 수 마일을 볼 수 있지만 여전히 오늘날 서울의 거대한 도시 확장을 파악하지 못합니다. 맑은 날에 돈 가치가 있습니다. 그러나이 타워가있는 다른 곳과 마찬가지로 전체 그림 / 선물 가게 물건은 실제로는 조금 덜 부담스러울 수 있습니다. 그리고 화장실 - 적어도 남자는 야합니다!"
550,550,27,2103,"For me there are too many people. It is somewhat interesting to get on top and to see Seoul from that hight. But there is not much to do up there. After Lotte Tower was built, this Tower became even less attractive. If you are really interested, you can go one time. But it is not in the top 20 things to do in Seoul. To make it interesting, do the trekking from Botanical Garden or Dongguk University up the hill to the Tower.  Also crowded on weekends like everything else in Seoul.",550,else,나에게는 너무 많은 사람들이 있습니다. 정상에 올라 그 높은 곳에서 서울을 바라보는 것은 다소 흥미롭다. 그러나 거기에는 할 일이별로 없습니다. 롯데타워가 지어진 후 이 타워의 매력은 더 떨어졌다. 정말 관심 있으신 분들은 한 번쯤 가보시면 좋을 것 같습니다. 하지만 서울에서 해야 할 일 20위 안에는 들지 않습니다. 흥미롭게 하려면 식물원이나 동국대학교에서 언덕을 올라 타워까지 트레킹을 해보세요. 서울의 다른 모든 곳과 마찬가지로 주말에도 붐빕니다.
551,551,28,2124,"This is one of the attractions to accomplish during any Seoul visit  A bit crawled becuase of touristic mean.  Wondeful place to take panoramic photos, selfies of Seoul from different angles.  I'd recommend visit this place during late afternoon so you could enjoy sun set and why not enjoy something else  You need to pay to get to the top which I would recommend to do it but if you're looking to jump higher you have to visit Lotte Tower ... 555m",551,else,이것은 서울을 방문하는 동안 달성해야 할 명소 중 하나입니다. 다양한 각도에서 서울의 파노라마 사진을 찍을 수 있는 멋진 장소입니다. 나는 늦은 오후에이 장소를 방문하여 일몰을 즐기고 다른 것을 즐기지 않는 것이 좋습니다. 내가 권장하는 정상에 가려면 비용을 지불해야하지만 더 높이 뛰어 오르려면해야합니다 방문 롯데타워 ... 555m
552,552,29,2159,"Would recommend visiting the place for the sheer beauty of the Seoul skyline from above. The cable car option for 8.5k both ways was pretty fine else the trek to the mountain can be exhausting. Since the queue on the way back can be longer, I would suggest to may be take the stairs on the way back and pay only for 1 way (depends on individual choice) The place is huge at the top with some good food options and the famous love lock bridge! The view from the top is great and I would recommend visiting during sunset!",552,else,위에서 내려다본 서울 스카이라인의 아름다움을 감상할 수 있는 장소를 방문하는 것이 좋습니다. 8.5k 양방향 케이블카 옵션은 산으로의 여행이 지칠 수 있는 다른 방법으로 꽤 괜찮았습니다. 돌아오는 길에 대기열이 더 길 수 있으므로 돌아오는 길에 계단을 타고 편도 요금만 지불하는 것이 좋습니다(개인 선택에 따라 다름). 유명한 사랑의 자물쇠 다리! 정상에서 바라보는 전망이 너무 좋고 일몰 시간에 방문하는 것을 추천합니다!
553,553,30,2224,"There is only one reason to go to the Nansam Seoul Tower - to get a grand view of Seoul. It is worth going up just for that reason. The 360-degree restaurant view is also spectacular, especially at night. Just don't expect the food to be more than average, and don't be shocked by the high prices - just remember, you are there for the view. If you are there for anything else, you will be disappointed. NOTE: Don't go up when the air quality is bad - you won't see much.",553,else,"남산서울타워에 가는 이유는 단 하나, 서울의 웅대한 경치를 보기 위해서다. 그 이유만으로도 올라갈 가치가 있습니다. 특히 밤에는 360도 레스토랑 뷰가 장관입니다. 음식이 평균 이상일 것이라고 기대하지 말고 높은 가격에 충격을 받지 마십시오. 단지 당신이 그곳에 있다는 것을 기억하십시오. 당신이 다른 것을 위해 거기에 있다면, 당신은 실망할 것입니다. 참고: 공기 질이 나쁠 때 올라가지 마십시오. 많이 볼 수 없습니다."
554,554,31,2336,Worth a visit for the views but not much else up there and all a bit of a mess. Walking up is very steep so be aware.,554,else,보기를 위해 방문할 가치가 있지만 거기에는 그다지 많지 않고 약간의 혼란이 있습니다. 올라가는 길이 매우 가파르므로 주의하세요.
555,555,32,2532,"This is our second time there in ten years. Namsan tower is not what it used to be. The place is so overcrowded and dirty. The line to ride the cable car is so long and once you get on you can't even enjoy the view because so many people are on that you can't look out. When you're finally at the tower, you can't enjoy the view because of the smog. In addition, the crowd is so immense you can't enjoy it or take pictures. Stay away and spend your time and energy elsewhere.",555,else,"10년 만에 두 번째 방문입니다. 남산타워는 예전 모습이 아니다. 장소는 너무 혼잡하고 더럽습니다. 케이블카를 타기 위해 줄을 서야 하는 줄이 너무 길고, 한 번 타면 밖을 내다볼 수 없을 정도로 많은 사람들이 타서 경치를 즐길 수조차 없습니다. 마침내 타워에 도착하면 스모그 때문에 전망을 즐길 수 없습니다. 게다가 인파가 너무 많아서 사진을 찍을 수도, 즐길 수도 없습니다. 멀리 떨어져 다른 곳에서 시간과 에너지를 보내십시오."
556,556,33,2565,"I've heared a lot of the ""love-tower"" and had to see it myself. I realized that I'm glad I did. The tower it self was OK. The view was more stunning from the tower in Auckland, but the view was OK. We hang up a lock as everybody else and enjoyed the traditional Korean Guard show. The toilet in the tower had the best view ever. Here you could do number 2 and look over Seoul while doing so!",556,else,"나는 ""러브 타워""를 많이 들었고 그것을 직접보아야했습니다. 다행이라는 것을 깨달았습니다. 타워 자체는 괜찮 았습니다. 오클랜드의 타워에서 바라보는 전망은 더 멋졌지만 그럭저럭 괜찮았다. 우리는 다른 사람들처럼 자물쇠를 걸고 한국의 전통 근위대 쇼를 즐겼습니다. 타워의 화장실은 이제까지 최고의 전망을 가지고 있었습니다. 여기서 2번을 하면서 서울을 내려다볼 수 있습니다!"
557,557,34,2683,"Took the cable car up. The views were nice, but the tower felt like an abandoned mall, not much else up there to do.",557,else,케이블카를 타고 올라갔다. 보기는 좋았지 만 타워는 버려진 쇼핑몰처럼 느껴졌습니다. 거기에서 할 일이별로 없었습니다.
558,558,35,2687,Visited in the evening and hordes of people had the same idea. Long wait to go on cable car. View is so-so . I feel the time could have spent better elsewhere.,558,else,저녁에 방문했는데 많은 사람들이 같은 생각을 했습니다. 케이블카를 타려면 한참을 기다려야 합니다. 보기는 그렇습니다. 나는 시간을 다른 곳에서 더 잘 보낼 수 있다고 느낀다.
559,559,36,2817,Second trip to Namsan. First took the cable car and loved it. Second climbed the mountain. Don't recommend it if you have trouble breathing. Because the breathtaking views will take anything else you need to make it to the top. Fun things to do as shown by a couple of my pics. Italian restaurant was delicious and I felt the price was reasonable considering the atmosphere and relaxing view.,559,else,두 번째 남산 여행. 먼저 케이블카를 타고 그것을 좋아했습니다. 두 번째는 산에 올랐다. 호흡 곤란이 있는 경우에는 권장하지 않습니다. 숨막히는 전경은 정상에 오르기 위해 필요한 모든 것을 필요로 하기 때문입니다. 내 사진 몇 장이 보여주는 것처럼 재미있는 일. 이탈리안 레스토랑이 맛있고 분위기와 여유로운 전망을 생각하면 가격이 합리적이라고 느꼈습니다.
560,560,37,2847,"Similar to other towers in Korea. I think they must all be run by the same company. Nice views, but overall, not much else. You walk around, look out, and then go back down.",560,else,"한국의 다른 타워와 비슷합니다. 모두 같은 회사에서 운영해야 한다고 생각합니다. 멋진 전망이지만 전반적으로 그다지 많지 않습니다. 당신은 주위를 걷고, 밖을 내다보고, 다시 내려갑니다."
561,561,38,2865,The tour was hyped as being fun and interactive but it was more.p. Li he than anything else. The sheer magnitude of steps made this challenging.,561,else,투어는 재미 있고 상호 작용하는 것으로 과장되었지만 더 많았습니다.p. 무엇보다 리. 엄청난 규모의 계단이 이를 어렵게 만들었습니다.
562,562,39,2894,"Located about 15 minutes from the subway, you can ride a cable car to the top, absolutely not recommended for those who are claustrophobic, or you can take a bus to the top. You can even walk to the top if you want but it's a rather steep climb. At the top you can purchase a lock to lock on the fences around the tower. There's plenty of shopping and food at the top, but I recommend eating elsewhere as it is cheaper. Some areas are crowded, but it was easy for us to find a quieter area.",562,else,지하철에서 약 15분 거리에 있는 케이블카를 타고 정상까지 갈 수 있으며 밀실 공포증이 있는 사람에게는 절대 추천하지 않으며 버스를 타고 정상까지 갈 수 있습니다. 원하는 경우 정상까지 걸어갈 수도 있지만 다소 가파른 오르막입니다. 꼭대기에서 자물쇠를 구입하여 타워 주변의 울타리를 잠글 수 있습니다. 정상에는 쇼핑과 먹거리가 많지만 가격이 저렴하니 다른 곳에서 식사를 하는 것을 추천합니다. 일부 지역은 혼잡하지만 우리는 더 조용한 지역을 쉽게 찾을 수있었습니다.
563,563,40,2899,"This is the best place for a 360 degree view of Seoul. It really helps appreciate the size of this city. The available facilities are good, enabling visitors to decide the pace. If you enjoy uphill walks and have the time, then walk up the path from the park below. If you are short on time, then opt for the cable car to the tower. You will need tickets for everything, same as such towers elsewhere in the world.",563,else,서울을 360도로 조망할 수 있는 최고의 장소입니다. 이 도시의 크기를 이해하는 데 정말 도움이 됩니다. 이용 가능한 시설이 잘 갖추어져 있어 방문객이 속도를 결정할 수 있습니다. 오르막길을 즐기고 시간적 여유가 있다면 아래 공원에서 길을 따라 걸어보세요. 시간이 없다면 타워까지 케이블카를 타십시오. 세계 다른 곳의 타워와 마찬가지로 모든 것에 대한 티켓이 필요합니다.
564,564,41,2912,"The North Tower at Seoul was an interesting and fun place to visit. It was within walking distance from our hotel and took us about 25mins on foot. The cable car was fun to ride, which took us to and fro up the hill although you can hike it up or down. We purchsed love locks from up there and is hoping to visit it again in the near future to locate our locks! One can purchase locks from elsewhere, which I suppose would be cheaper rather than buying it from up there. Certainly one of the best places to visit when in Seoul. Cheers!",564,else,서울의 북쪽 타워는 방문하기에 흥미롭고 재미있는 곳이었습니다. 그것은 우리 호텔에서 도보 거리에 있었고 도보로 약 25 분이 걸렸습니다. 케이블카는 타는 것이 재미있었습니다. 언덕을 오르락 내리락 할 수 있지만 우리를 이리저리 데려다주었습니다. 우리는 그곳에서 사랑의 자물쇠를 구입했으며 가까운 장래에 자물쇠를 찾기 위해 다시 방문하기를 희망합니다! 다른 곳에서 자물쇠를 구입할 수 있습니다. 거기에서 구입하는 것보다 저렴할 것입니다. 확실히 서울에있을 때 방문하기 가장 좋은 장소 중 하나입니다. 건배!
565,565,42,3106,"Visited this landmark and on top of the view over the city we also got to appreciate some red leaves.  We took bus 002 up n bus 005 down, skipping cable car as read somewhere else that there might be long queues at cable car.",565,else,이 랜드마크를 방문했고 도시 전망의 꼭대기에서 우리는 또한 붉은 잎사귀를 감상하게 되었습니다. 우리는 002번 버스를 타고 005번 버스를 탔습니다.
566,566,43,3120,"went on a clear day if possible, so you could have a marvelous view of Seoul  we purchased a package that allowed us to visit exhibitions that were at the bottom of N Seoul Tower and enter the tower as well.  the love lock that is selling at N Seoul Tower is about 8000won each (~SGD $9.70) cant remember the price well, but i bought mine from Daiso in Singapore for SGD $2. Pen down my wishes on the lock in permanent marker prior the trip and brought it over to N Seoul tower.  We then took the lift up to N Seoul tower, a little ear block due to the pressure, but it was fine.  there is souvenir shop on top of the N Seoul tower and my friend bought a nanoblock version of the N Seoul tower, i guess it was an exclusive item as i did not see it elsewhere in seoul.  i did a touristy thing by buying a postcard and stamp to mail back home to Singapore (: the price of the postcard varies, depending on the design you choose, and the stamp is about 100won? (it is such a small amount, so i cant rem accurately). There is a red mail box just next to it, so after writing my postcard, i just drop it inside.  i posted on 1st november 2016 and received it back in Singapore on 23rd november 2016. it was kinda fun to see the postcard again, brought back nice memories of the place.  before we head down, we went to the washroom (we are still at the top of N Seoul Tower) and boy, we had a surprise! we could view the scenery from the cubicle inside! and it felt like i was given my own private piece of serenity paradise while being inside the cubicle. so i cant help by taking scenery photo inside the cubicle (after i finished my business of course) (:  we went down and visited two exhibitions. according to my friends, the exhibitions might vary from time to time, so during our visit on 1st november 2016, so one is about Hello Kitty & another one contained Marvel superheroes & Disney related characters. we spent about 1-2 hours at the exhibitions (not inclusive of the duration up in the tower), there are also little merchanise corners as well.  it was worthwhile spending the time there (:  i really enjoyed myself at N Seoul Tower, especially with the autumn leaves changing colours, they add vibrant colours to the pictures.",566,else,"가능하면 맑은 날에 갔기 때문에 서울의 멋진 전망을 볼 수 있도록 N서울타워 지하에 있는 전시관을 방문하고 타워에 입장할 수 있는 패키지를 구입했습니다. N서울타워에서 파는 러브락은 개당 약 8000원(~SGD $9.70)인데 가격이 잘 기억나지 않지만, 저는 싱가포르 다이소에서 SGD $2에 샀습니다. 여행 전에 영구 마커의 자물쇠에 소원을 적어 N 서울 타워로 가져 왔습니다. 그런 다음 우리는 압력으로 인해 작은 귀 차단 인 N 서울 타워까지 리프트를 탔지만 괜찮 았습니다. N서울타워 꼭대기에 기념품 가게가 있는데 친구가 N서울타워의 나노블럭 버전을 샀는데, 서울에서는 다른 곳에서 본 적이 없어서 독점 상품이었던 것 같아요. 나는 엽서와 우표를 사서 싱가폴 집으로 돌아가기 위해 관광을 했다. 바로 옆에 빨간 우체통이 있어서 엽서를 쓰고 난 후 그냥 그 안에 떨어뜨렸습니다. 2016년 11월 1일에 게시하고 2016년 11월 23일에 싱가포르에서 다시 받았습니다. 다시 엽서를 보고 좋은 추억을 되새기며 내려가기 전에 화장실에 갔는데(아직도 N서울타워 정상에 있음) 소년, 우리는 깜짝 놀랐다! 큐비클 내부! 그리고 큐비클 안에 있으면서 나만의 평온한 낙원을 얻은 것 같았습니다. 그래서 나는 큐비클 내부에서 풍경 사진을 찍는 것을 도울 수 없습니다 (물론 일을 마친 후) (: 우리는 내려가서 방문했습니다. 두 개의 전시회. 내 친구에 따르면 전시회는 때때로 다를 수 있으므로 2016년 11월 1일에 방문하는 동안 하나는 Hello Kitty에 관한 것이고 다른 하나는 Marvel 슈퍼 히어로 및 디즈니 관련 캐릭터가 포함된 것입니다. 우리는 전시회에서 약 1-2 시간을 보냈습니다 (타워에서 지속되는 시간 제외). 상품 코너도 거의 없습니다. 거기에서 시간을 보낼 가치가있었습니다 (: 나는 N 서울 타워에서 정말 즐거웠습니다. 특히 단풍이 색을 바꾸고 사진에 생생한 색을 더합니다."
567,567,44,3149,We waited 1 hr to ride the the tram up the hill to the tower. Once there the view of the city is gorgeous but then there's not much else to do. Very touristy place and high prices.,567,else,우리는 타워에 언덕 위로 트램을 타기 위해 1시간을 기다렸습니다. 일단 거기에서 도시의 전망은 화려하지만 할 일이별로 없습니다. 매우 관광지와 높은 가격.
568,568,45,3253,"It seemed like the thing to do, so we booked a tour that included the N Seoul Tower. It was nice, but basically like any other space needle. Our guide had us up to the top pretty quickly, but if you have to wait in those 1-2 hour lines, find something else to do.",568,else,"할만한 것 같아서 N서울타워가 포함된 투어를 예약했습니다. 그것은 좋았지 만 기본적으로 다른 우주 바늘과 같았습니다. 우리 가이드는 우리를 정상까지 꽤 빨리 데려갔지만, 1-2시간 줄을 서서 기다려야 한다면 다른 할 일을 찾으세요."
569,569,46,3325,"Take the trolley. You may have to wait but, the walk is brutal. Very nice view you won't get anywhere else. We didn't go up in the tower itself (extra) but, I don't think we missed much.",569,else,트롤리를 가져 가라. 기다려야 할 수도 있지만 걷는 것은 잔인합니다. 다른 곳에서는 볼 수 없는 아주 멋진 전망. 우리는 타워 자체 (추가)에 올라가지 않았지만 많이 놓친 것 같지 않습니다.
570,570,47,3366,"We went on a Monday evening and so did everyone else! The line up was all the way down the road and it took us 1.5 hours of waiting before we got on the tram. Had we known that the path to hike up the mountain only takes 30-40 min (2.4 km), we would have hiked it in a heart beat even in the scorching heat. On the way down, there was also a huge line up so we opted to forfeit our purchased tickets and walked down. At first, I was very hesitant as it was late out and I wasn’t sure how lit the paths were. Well, this has got to be the best laid out hiking path ever. It was paved with stairs and tons of lighting and signs to direct you in the right direction. In fact, there were still tons of families with young ones in tow that were hiking up the mountain as we were coming down at around 10:30pm. There’s tons to do and see up there, so give your self some time. We ate at one of the restaurants which were reasonably priced being on top of a mountain. Best advice: wear good runners, bring water, hike up if the line is ridiculously long.",570,else,"우리는 월요일 저녁에 갔고 다른 사람들도 마찬가지였습니다! 줄은 길 아래에 있었고 우리가 트램을 타기 전에 1.5시간을 기다려야 했습니다. 등산로가 30~40분(2.4km)밖에 안 걸린다는 것을 알았다면 무더위 속에서도 두근두근 걸었을 것이다. 내려가는 길에도 줄이 어마어마해서 우리는 예매한 표를 포기하고 걸어 내려갔다. 처음에는 늦은 시간이라 길에 조명이 얼마나 밝은지 몰라서 많이 망설였습니다. 글쎄, 이것은 최고의 하이킹 경로가 될 것입니다. 그것은 계단과 수많은 조명과 표지판으로 포장되어 올바른 방향으로 안내합니다. 사실 우리가 오후 10시 30분쯤 내려올 땐 아직 어린 아이들을 태운 가족 단위로 등산을 하고 있었다. 할 일과 볼 거리가 많으니 시간을 내십시오. 우리는 산 꼭대기에 있는 합리적인 가격의 레스토랑 중 한 곳에서 식사를 했습니다. 최고의 조언: 좋은 러너를 착용하고, 물을 가져오고, 줄이 엄청나게 길다면 하이킹을 하십시오."
571,571,48,3396,The way towards tower is on little height. From bus stop it is almost 15 min walk towards tower. Buy love locks from market else you need to pay high price at the Tower. You will see thousands of love locks there. You can print your photo on wood also. The city view from this height is awesome.,571,else,타워로 가는 길은 약간 높은 곳에 있습니다. 버스 정류장에서 타워까지 도보로 거의 15분이 소요됩니다. 타워에서 높은 가격을 지불해야 하는 시장에서 사랑의 자물쇠를 구입하십시오. 그곳에서 수천 개의 사랑의 자물쇠를 볼 수 있습니다. 나무에 사진을 인쇄할 수도 있습니다. 이 높이에서 바라보는 도시의 모습은 장관입니다.
572,572,49,3466,"N Seoul tower was fun. Great views as expected. Easy trip up there. Didn't take long to get up and back. Not crowded, and clean like everything else in Korea.",572,else,N서울타워 재밌었어요. 예상대로 멋진 전망. 쉬운 여행. 일어나서 돌아오는 데 오랜 시간이 걸리지 않았습니다. 붐비지 않고 한국의 다른 모든 것과 같이 깨끗합니다.
573,573,50,3654,This is a really small tower when compared to towers in other parts of the world. The area is quite and nature friendly. Good for couples.  Closest scares from metro is by Myeongdong station. Have to walk around 400 meters to get to the cable car access. Buy tickets and go up. Coming down its better to walk if you enjoy nature walking.  Tower access costs extra. The main attraction I found here is that couples tie a lock on the rails. Never seen anything like this Anywhere else in the world. So buy your lock from the Myongdang market under the street while going there...  A good view of the city is an added advantage  Click helpful if you find this post helpful...,573,else,이것은 세계의 다른 지역의 타워와 비교할 때 정말 작은 타워입니다. 이 지역은 꽤 자연 친화적입니다. 커플에게 좋습니다. 지하철에서 가장 가까운 곳은 명동역입니다. 케이블카를 이용하려면 약 400m를 걸어가야 합니다. 표를 사고 위로 올라갑니다. 자연산책을 즐기고 싶다면 내려오는 것이 좋다. 타워 액세스는 추가 비용이 듭니다. 여기에서 찾은 주요 매력은 커플이 레일에 자물쇠를 묶는 것입니다. 세계 어디에서도 이와 같은 것을 본 적이 없습니다. 그러니 길가에 있는 명당시장에서 자물쇠를 사서 가세요... 시내가 잘 보이는 것도 장점입니다 이 포스팅이 도움이 되셨다면 클릭...
574,574,51,3700,I think you should not ride the cable car because it destroys nature. But everything else is good. Oh and make sure you go to Seoul an tower on a sunny day.,574,else,자연을 파괴하기 때문에 케이블카를 타면 안된다고 생각합니다. 그러나 다른 모든 것은 좋습니다. 아 그리고 맑은 날에는 꼭 서울타워에 가세요.
