,index,Unnamed: 0,북촌한옥마을부정단어리뷰,index,단어
217,51,741,"The two best pieces of advice in visiting Bukchon are: Ignore many of the “recommended walk routes” you find, particularly in guide books. They would be better called “If you walk in and around this general perimeter we’ve laid out, you’ll see Bukchon”. Go to the “Images” option of most search engines and type in “Bukchon”, you’ll find alternative, much more detailed (and perhaps better) walking route maps.  Get an early start (getting to Bukchon by 8:00 – 8:30 A.M. is recommended). The area is surprisingly small and the streets very narrow. By 10:00, it’ll start to fill up with mini tour groups and other tourists with cameras to the point that any pictures you take will be mostly of other people taking pictures. This is especially true for the north-west section of Bukchon. [If it’s just you and the occasional resident walking their dog or walking to school, you’ll know you’re there at the right time]. If you’re staying close by, it might be a good idea to visit it until crowds start to show up, then leave and pick up where you left of the next day.  Finally, not to be preachy but keep in mind that you are, for all intents and purposes, in these people’s front and back yards.",217,much
218,52,745,"Here we can see the traditional korean house, small street left right traditional korean house with some art shops...and cafe in beginning of street....i like this area very much !",218,much
219,53,749,"We felt like this area's charm was exaggerated. Pretty but not much to do besides take a quick stroll and maybe grab a bite to eat. Various guidebooks had advised us to spend several hours there, but we didn't understand the appeal.",219,much
220,54,757,"The streets are of the ancient past, however, very much renovated to add the modern feel. Hence to me, it has lost its ancient feel a lot.  I walked for 15 minutes and was done. The rest of shops along the surrounding streets are almost 100% western and modern shops like café, coffee, souvenirs.",220,much
221,55,768,"Visited Bukchon on an unusually warm day during early Spring. Other than the warm weather, the walk around Bukchon was interesting. The traditional houses are built closely-knitted and you wonder how it feels to live so close to your neighbours but I got a chance to step into a open house and surprisingly the internal compound was very surreal, cooling, private and cosy. On top of the traditional houses, there are plenty of quaint shops to keep your eyes and wallets busy. My girlfriend and I enjoyed our first trip there so much that we visited again during our 8-day stay in Seoul. On a good cool day, you can leisurely walk from Gyeongbukgong Palace to Bukchon. A must visit place.",221,much
222,56,778,"I would say avoid this as it is mostly a tourist trap, with shops all over the place. Instead visit the Namsan Hanok Village, it is quieter, cleaner and is pretty much the same thing.",222,much
223,57,783,"Going here really does feel like stepping in a different place and time, so very different from Seoul's modern buildings. We had a free walking tour from the Korea Visit Org (highly recommended, the guides speak good English and are very friendly -- plus it's free) and it was enjoyable.  Only thing is the entire walk can be very tiring, especially the uphill areas. My two elderly companions didn't enjoy it as much because of all the walking. Wear good shoes, maybe trim your itinerary a bit if you're short on time. This is a place best made for slower walks and absorbing the scenery.",223,much
224,58,788,"The area is nice filling with coffee shop and nice shopping area. However, I am not very impressed for the old town part. It is nice to visit but don't expect too much.",224,much
225,59,806,"Strolling the streets of the Bukchon Hanok Village is like stepping into Joseon Dynasty Korea for a while. The traditional houses are beautiful and kept in pristine condition considering their age.  I suggest getting a map in your language since the streets felt a bit like a maze or labyrinth at times; although, there are so many people around, it would be nearly impossible to get lost. There are some really fantastic views of the city from this area as well; so, it makes for some perfect photo ops as well.  Some of the hanoks have been turned into tea rooms, museums, and art galleries. This would be pretty much the only way you could view the interior of one of these historic homes; because the rest are still private residences.  Go when the weather is fine and you have a few hours to stroll.",225,much
226,60,809,"actually, lots of this area is private are which is owned by citizen. but the government opens for public as a tourist destination. so, they suggest you not to make noisy sounds. you can see the typical of old style Korean house. my friend who was my guide said that this area is quite expensive. so, all the house might have expensive price. don't forget to take a map at the tourist information, because they give a direction how to explore this place. only few place in the Bukchon that have free entrance. if you want to see inside the house, you have to pay 10.000 won. if you want see all around Bukchon from 3rd fl., you have to pay also (but i forgot how much is it). i've found nothing special in here, just to improve knowledge about the Korean tradition. Bukchon is very near to Gyeongbokgung. so, after visit Gyeongbokgung, try to walk to find Bukchon.",226,much
227,61,814,Bukchon Hanok Village is unique because it is mostly residential. It is a quiet and calm area which is definitely worth visiting if you're only staying in Seoul. If you have more time in Korea I would highly recommend the Jeonju Hanok Village which is much larger and more interesting (it has lots of cute cafes and boutiques too).  Pick up a map from the tourist centre and do some exploring in Bukchon :),227,much
228,62,815,"The visit to Bukchon was one of the more enjoyable aspects of my 5 day trip.  If you are yearning for a respite from the city and all that shopping, it's worth visiting Bukchon.  Recommended that you wear very comfortable walking shoes as there's lots of walking to do (think up hill and down hill as the roads are very steep), bring a bottle of water and a camera!  The place is very scenic with lots of traditional Hanok houses/roofs!  Did not spend much time walking around as it was summer and the sun was scorching hot! Took a rest at a cafe but would love to come back in the winter!",228,much
229,63,816,"We went here looking for a specific restaurant, so we did not explore too much. It was hot and the place is hilly, but it's a unique neighborhood in a modernized city. Tourist information people hand out maps if you are hopelessly lost (which is easy to do) and it's imperative to keep quiet as it's a residential area, but it was a nice stroll.",229,much
230,64,817,"Took some time to find the village. From the route that we took, we have to get up a flight of stone steps before locating the village.  The traditional houses are very beautiful. Especially when you can find rows and rows of it. They had inhabited houses, so we took care not to make too much noise. A lot of the houses we found are unique and we took some great shots.  However, the area is filled with tourists. If there had been less tourists, I think it would have been a more relaxed stroll in the village.",230,much
231,65,820,"I went there on a Friday afternoon. I didn’t read up much on this place before I go so I was expecting it to be a fully developed tourist location. However, most of it is a local living neighborhood. It is nice to walk around this neighborhood slowly, as it got a lot of traditional houses and the view are stunning.",231,much
232,66,826,"A place that is good for evening walk and taking photographs. Not much to see here, only traditional/modern houses.  Make sure you grab the map at Bukchon tourist information so you know how to explore it right. Bukchon is a big area, get lost among the alleys and enjoy the view! But if you go here during the winter, make sure you wear something to keep you warm.  There're a lot of local restaurants nearby, make sure you try one of these ;)",232,much
233,67,833,This is really not much more than a pleasant walk. Make sure you get a local map from the local tourist guides - you can't miss them dressed in all red.,233,much
234,68,836,"Although it did make for a good walk around to explore, I always all that amazed by the hanoks themselves. Lots were new, and some were still being constructed. I didn't feel very much like I was ""back in history"" like many others claim. Different experience for everyone I guess, just not a great one for me.",234,much
235,69,854,This would be a good place to visit if you want to see the traditional houses of Korea. Most of these houses have people living in them so we had to make sure not to make too much noise while we were visiting the place. There was a couple of houses where they actually allowed you to go in and take pictures but I guess it's all up to the owners. There are museums and workshops inside too but we didn't manage to visit them all as we didn't have enough time. Would definitely come and explore more again if I had the time.,235,much
236,70,871,"I read some of the reviews wondering what people expected to see and why they were so negative. Bukchon is a gem: it is extraordinary in a city where anything built per-1980 is ""old"". Several hundred single storey houses in a tight little area in a city where real estate prices are sky high and the pressure to develop is intense is a testament to a combination of good fortune and enlightened government. A stroll through Bukchon is delightful and there is always the opportunity to dive into a gallery or coffee shop if the slight climb to the top Is too much effort. It is no wonder that film crews are regularly found preparing their scenes for Seoul-based soaps.  I imagine many reviewers go on package tours. That is a mistake in Seoul - everything is so accessible and the delight is coming across little lanes almost by accident. So it is with Bukchon. All you have to do is walk between the palaces (less than a kilometre) and you are then in the midst of a wonderful example of modernity embracing a piece of history.",236,much
237,71,873,"Bukcheon is supposed to be Seoul's old historic quarter and while it still does have a few quaint Korean-style houses (hanog) to see (which, incidentally, are much prettier than traditional homes in, say, Japan), the folks here have been very inconsistent at keeping their historic archictecture, if they ever tried to at all, so the hanog, even in this most historic part of town, come interspersed with thoroughly modern functional buildings -nothing even close to the solidly historic neighbourhoods of many European cities. One of the hanog I saw sported a mass of barbed wire all over the garden wall, which was not exactly a pleasure to look at. Still, it is a precious piece of heritage as all the other historic architecture (the very small amount left of it) in Seoul are either religious or military/government buildings, not civilian ones, so this is both special and something ordinary people can more easilly relate to. It is possible to stay in a hanog bed and breakfast in Bukchon and this would be something I would definitely go for. I only had dinner in a hanog restaurant here and it was a great experience, although of course you need to be able to be comfortable sitting on the floor.",237,much
238,72,874,"It's really nothing special to me and really didn't impress me compared with other Asian attractions...If you have limited of time in Seoul, I would say you don't miss out much if you skip this.",238,much
239,73,876,"The thing about our afternoon in Bukchon is that we explored it on our own. It was a freezing afternoon (a windy -4 degrees Celsius!). We saw a lot of the hanoks from the outside, but only got to go in one of them, which was a bed and breakfast place. There we got to rent one hanbok each, and take pictures of ourselves in traditional Korean costumes and accessories. It was so much fun!  Had we planned our Bukchon visit better, we would’ve been able to do so much more that the place offered: participate in Korean handicraft making, learn to make kimchi, among other things. But it was a good walk anyway, like a blast from the past of Korea.  There were a lot of independent cafes and small stores that were really interesting. The lunch we ate at one of the cafes in Bukchon was probably the best one we had our entire trip in Seoul.  Bukchon Traditional Hanok Village is a definite must-see when in Seoul.",239,much
240,74,877,"We couldn't find this place and couldn't get much help too but we walked around that area and it was quite interesting, saw a protest and had good lunch :)  Make sure you know where to go unlike us :P",240,much
241,75,890,"Good place to find a cute cafe and relax! Love the area there! It's much like those which in Korea drama, so cute!!",241,much
242,76,899,It's great to see such unique architecture still being inhabited. Don't read up on it too much beforehand - they have gone as far as numbering all the 'views' which kinda made my experience feel less unique.,242,much
243,77,901,"This is the place to go if you want to get the experience of traditional Korea. The grounds are beautiful and there are many inexpensive activities you can do there. You can dress up in a traditional hanbok and take pictures. There are tea ceremonies you can participate in, and so much more.",243,much
244,78,906,"Located in the middle of the city, it's a quick and easy chance to experience some interesting architecture and customs! Our family got tickets to the Korean Tea Ceremony and we all enjoyed it! The hostess didn't speak very much English, but we all understood what to do. It was great! And after walking around a bit more, we were off to more sightseeing in the city...",244,much
245,79,907,"Clusters of traditional designed residential houses. It is quite a big area so there are several tourist assistants along the way to guide ""lost"" visitors. Lots of tourists particularly Korean drama fans flock to a certain house # 43, just because it was the door front used in Lee Min Ho's drama, Personal Taste. Another favorite spot is Choong Ang Middle School, a shooting location in one of Bae Yong Jun's series.  If you have a free afternoon, a stroll along this area would be nice. There are several small museums and houses that offer traditional Korean art activities. Small interesting stores and coffee shops are also in the area.  But aside from the above mentioned stuff, do not expect too much. This is just a normal residential neighborhood with beautiful traditional houses.  If you plan to just walk around to take some nice photos and not visiting any museums, alloting 2 hours is more than enough.",245,much
246,80,910,"This place doesn't have much to offer except coffee shops, restos and shopping stores. It's still a good place to walk around if you're visiting the Bukchon area.",246,much
247,81,915,"This is a very pleasant area to wander around and see a mix of traditional homes, cafes, art galleries and the like. I enjoyed it very much. There is a wonderful little tea house that serves the most amazing tea and red bean soup. I don't know the name, as I have no English translation for it...only a picture I took with the Korean signage. I'm sure that there are lots of hidden gems equally as interesting that one can find in this neighborhood just by spending some time leisurely strolling around...there are many surprises, which is what makes this area interesting.",247,much
248,82,917,"Many private homes, some art galleries, some studios that teach traditional handicrafts like knot tying, sewing...near the main road that cuts thru the village are places to eat, tea, coffee. As you wander the narrow lanes in the interior of the village, we did not see that much. Lanes are lined with walls, gates are closed to the private homes, could not see anyone's front yard or the front of their houses. Gates to the studios were open, class hours and fees posted on/near the front gates...did not enter any of these areas...presume these are in-home studios. To be fair, we did not walk all thru the village, but we did see parts on both sides of the main road and we started our visit at the tourist center. It has a quiet neighborhood feel to it...also an artsy type of atmosphere due to the galleries, coffee/tea houses, small cafes.",248,much
249,83,930,"Nice walk and interesting as well but as much to see as I thought, in part because it is so popular making it difficult at times.  Do stop at the Onion Cafe just before the start - great little place.",249,much
250,84,935,"Very awesome exprience walked through the narrow road of Bukchon Village,very cold but had good time .should visit this little village again in future Like so much the environment.",250,much
251,85,952,Even though the place is bit hilly but i am like it very much and love this place..There is a shop to rental hanbook as well,251,much
252,86,991,"Bukchon village is actually a private housing estates prized with traditional Hanok houses. Hence, there will be volunteers to ask you to not to make too much noises to avoid disturbing the residences.  It is located near the gyeongbukhung and changdeokgung palace grounds and within walking distance from Anguk station.  It is just an area with lots of traditional houses where you can rent Hanboks and walk around the area for photo taking. It is a very tiring climb and not recommended for older folks with knee issues. But the hike up is worth is for the magnificent view. We did not pay for the observatory as the view up on the hill was good enough.  Worth a visit but only if you are in the area.",252,much
253,87,994,Nothing much to see except some old houses and nice ice cream. Go if you have extra time. I won't go again.,253,much
254,88,1021,"Bukchon Hanok Village is pretty much close to Gyeongbokgung Palace. After visiting the palace, you can walk yourself to this heritage village with ease.  PROS:  -Paved road going to the village. If you’re bringing kids in strollers, it will be easier. -Since this is located in a residential area, even if there’s a lot of visitors, you will feel the quietness of the area. -Tourism staff are everywhere in case you lose your way. You’ll also see them bringing placards reminding everyone to be quiet. -You will also see a lot of souvenir shops in the area. Some food stalls too in case you need something to munch in.  CONS:  -There’s nothing much to do other than take photos with the old houses as your background -Tourists flock to the area on a daily basis so be prepared to get your way to get good photos -If you’re bringing a car, there’s not much parking space available as the alleys are really narrow. Street parking is not a good idea. -Get yourself ready for a lot of walking.  Will I go back to Bukchon again? Probably not but it’s always good to see these types of heritage at least once.",254,much
255,89,1023,The village is not so great. Only a small part is beautiful and good for taking photos. Other than that nothing much. I think Jeonju will be much better.,255,much
256,90,1024,"Is about 10 mins slow walk from Anguk Station Exit no. 2. Is a residential place. Therefore do keep your voices low so. as not to disturb the locals. Not suitable for elderly as there is quite a fair bit of uphill climb. We went in early afternoon and there was not much crowd. There were little shops, cafes along the way. Is a serene walk.",256,much
257,91,1036,"Beautiful place with a view! preserved in very good style! very much watched by tourists because for every building there is a sign ""do not enter"" the fact that people live there makes people find it more interesting!",257,much
258,92,1057,"Very much enjoyed walking around. Very pretty, so many unusual doorways, locks etc to photograph, so I took lots of photographs, many enhanced by young people in traditional dress. Not to be missed.  I felt sorry for the residents, as despite notices everywhere asking people to be quiet, not many people took any notice. With three days notice, you can get a free guided tour from a volunteer from Seoul city government.  Can reach by Metro line 3 to Anguk, exit three",258,much
259,93,1069,"Not as exciting as I hoped it would be, but it was December and the middle of Winter, which also made it unpleasant.  The architecture and village layout is fascinating, but unless we missed the right spots and location, there was not much to see.  Please research before you go.",259,much
260,94,1076,"The place is too crowded and you cannot make too much noises, because its a village of private houses!  It is very easily reached from Insadong trip, walking about 10 -15minutes from there. The village is not big, but walking uphill of the village was worth it as you get to see some beautiful scenery too.  Overall, you guys should visit Jeonju Hanok Village instead.",260,much
261,95,1084,"Great place to spend a few hours strolling. Do try to get away from the crowds a bit as the scenery becomes much more enjoyable. Also, while not all visitors will be, it is best to be as courteous and quiet as you can as this is a neighborhood and not Time Square.",261,much
262,96,1124,"There is not much to see here, but it's a great walk around this area. After you see the palace which is closeby, you can then visit this attraction.",262,much
263,97,1128,"We have spend too much walking on the first 2 day hence not really enjoy the view here. The scenic is nice if taking picture with Hanbok. Else it just a tourist place with some many selfie stick on your photo session. But, a short walk after lunch is nice.",263,much
264,98,1139,Nothing much to explore here imo as everywhere sells basically the same things. All you could do there is to take pictures and enjoy the building styles?,264,much
265,99,1191,"Amazing how did the village still kept it’s old look and modernized at the same time ... I would really advice people to visit the village however, it would be very much appreciative to be quite as the people are negatively affected by tourist and kept silence is something really good, the architecture of the place is well maintained I loved the place  Manal Oman",265,much
266,100,1208,"I don’t regret going, but it was a waste of time. There really isn’t much to see or do, and the people living in the village are very vocal as to how much they hate that you are there. In prominent display are signs specifically complaining about and admonishing tourists. Who cares though because it’s not really a cool place to go.",266,much
267,101,1221,"spent about 1 to 2 hours there.  This is a residential area so do be quiet and not be a nuisance to the residents there (not all welcome the prying eyes of tourists into their personal homes)  Beautiful architecture. Would recommend hiring some traditional dresses for more authentic pictures but we were too hot and sweaty to get into those.  But besides just looking at the resident's houses, there isn't very much to do there. But still worth a visit.  PS : There is a self-proclaimed Michelin star Ginseng Chicken soup there near the entrance. It's a fake! We tried it and were disappointed. And my husband checked the Michelin guide and it's not there!",267,much
268,102,1241,"A decent view of old Korean houses, many which are still residences. I have a mixed feeling about this place - as much as I want to walk around and see more of these olden architectures and there are official tourism officers roaming around to help in directions, we saw banners than hinted that tourists aren't that welcomed. I can fully understand - if you are a resident, you wouldn't want to have tourists roaming in your neighborhood, taking pictures and making noises!",268,much
269,103,1272,"Actually not a very fantastic place to visit. Can go take a look if have the extra time and energy, but do not expect too much from this tour. As this is a residential estate, be careful not to be overly excited or speak too loudly, or you risk getting scolded by the locals. There are residents patrol to look out for tourists especially those behaving badly. When we were there, we saw signs put up by locals to remind tourists not to speak too loud, not to touch their properties, and some prevent you from taking photos in front of their house.",269,much
270,104,1276,"Very nice quaint neighborhood with lovely traditional houses, but there are signs at most of the doors saying 'keep out', 'don't touch', 'silence please', 'this is a residential area, muted talking' etc. I could not imagine living like this, I feel very sorry for the residents. This should maybe be a paid attraction with limited number of people, otherwise too much noise, but beautiful! Please keep your voices down when visiting!!",270,much
271,105,1311,A must visit! So much fun walking all around town and seeing the true Korean culture! Good Times....,271,much
272,106,1332,"It was kind of disappointed when we finally arrived the village; but it was too late and too dark. We could not see too much. We started the day touring the old Sejong Village and the Tongin Traditional Market on the other side of the palace, had late lunch then, walk around top of the Palace to the other side. We tried several pathways shortcuts into the Bukchon Hanok Village area; but not successful. Finally we had to walk down further and cut back in. The better way to the village is from the south end, subway station near the Japanese Embassy.",272,much
273,107,1337,"While we visited the Gyeongbokgung Palace, we realized it was only a short walk to the Bukchon Hanok Village so we thought it would be a good opportunity to look at the traditional houses.  First off, even in the middle of winter it was very crowded. Since the area is essentially just a neighborhood of new and old houses which keep the look and style of old Korean dwellings, to walk around is free. This attracts a lot of people as expected. What I personally found is that you don’t truly see much while you are there. Because you walk in and around streets and alleys you only really see roofs, walls and doors. Don’t get me wrong it was interesting but not what I expected. It is also more visually stunning than what pictures will ever be able to capture, so in my opinion take a few photos but don’t be worried about photographing a ton of structures.  You can go in a few places that are now shops, but we decided to forego that process since they were mostly tea houses and I’m not a big tea drinker. Also the touristy shops on the main street are nothing to get excited about.  The one thing we did do is find some great food in the neighborhood. We ended up at a great noodle and dumping house where we partook in both delicacies. It was amazing and for only 15,000 won (or a little less than $15 US) we were both stuffed.",273,much
274,108,1338,It is an area to visit once and only takes about 10 mins since not too much to see. The Ginseng Chicken Soup Restaurant is definitely a pass. Not worth dining there.,274,much
275,109,1346,"Great for photos but other than that, not much to do as it's a residential area with a few converted to galleries or shops.",275,much
276,110,1354,I may qualify this area as traditional...if you are a big fun of culture palaces then you should definitely visited. They are many hanok the traditional korean houses....you can take pictures inside the house also there's a palace nearby...you can also rent the Hanbok before going there from Hanbok shops nearby ... it's a very quite neighberhood where you can find nice restaurant we have tried an italian one which is very good....also don't miss a shop of traditional croissant...they're so much delicious they taste like a little drops of heaven,276,much
277,111,1362,"The walk through the village was nice, but not much more than a stroll through traditional Korean homes. Gives a good perspective of traditional homes, but very little shopping. A few places for tea.",277,much
278,112,1367,"Don't fool yourself into thinking that this place is very close to the palace. It is quite a bit of a walk. Recommend taking a taxi. Taxis are much cheaper in Seoul as compared to a lot of other countries in the East or West. The village is on both sides of the road and there are a few points from where you get good photos. Steep climb and not stroller friendly, No baby changing stations.The place is pretty though. We had our GInseng chicken soup in one of the nearby restaurants which was fab.",278,much
279,113,1372,"This is a residential area with some korean themed houses, there is nothing much else to do in this area. I wouldn't not make it a priority.",279,much
280,114,1377,Located near Gyeongbokgung Palace Village is very beautiful and feel to much national there. Also through sreets there are places where u may rent national clothes and may take photo in the streets. For me its on most 5 things to do in Seoul,280,much
281,115,1379,"There's really not much to see here except houses in traditional Korean architecture. I went before lunchtime, so there weren't a lot of people, and the area was exceptionally quiet (there are signs all around saying to not make a lot of noise since families actually still live in the houses).",281,much
282,116,1380,"We were here as it's one of the must visit places in Seoul and we were anticipating to visit this village.  We followed the map, and unfortunately couldn't find the exact location so we kept walking up and down the slopes until we saw a lot of other tourists and yup, that's the place. It was crowded with tourists and signs boards were everywhere asking passersby to be silent as it's a residential area. Wooden structures of the traditional houses were interesting but the crowds, the over expectations of this place and weariness of finding the right place just put off the excitements of visiting this place.  Good for first timer to Seoul but don't expect too much.",282,much
283,117,1384,"Well preserved and maintained traditional housing village. Rather hilly to walk around but absolutely fascinating place to visit and stay! There are many traditional style inns with modern setup for your convenience where you can even cook your own meals. Many cute stores, where sell handmade jewellery, good quality leather goods and so much more!",283,much
284,118,1385,"There is no much to do but to walk and take pictures. It was confused for us to find the starting point. So we just walked from where we were, still not knowing if we have missed part of the route. The houses are traditional and well maintained. Must come here one time if you visit Seoul.",284,much
285,119,1396,"Seoul is one of the most modern megacities in Asia I have come across, also with the least amount of old buildings left. Bukchon is a travel in time. Unfortunately also for the residents it has become a tourist attraction. I spent as much time taking pictures of Chinese tourists posing as viewing old houses.",285,much
286,120,1399,"The village is located nearer to one of Seoul's major palaces, Changdeokgung. You can get off at the Anguk, and start looking for groups of giggling hanbok-wearing girls (locals + tourists) making their way somewhere. Chances are they're heading to this village for their cutesy photos. This is a residential area where traditional houses are preserved for modern day use. You'll find average looking houses interspersed with grand structures with formidable gates. However, do remember that there are real people living inside these houses, so a little consideration for their peace will be much appreciate. Silence is golden.",286,much
287,121,1400,"Located near the major palaces in north Seoul, this village is free to walk. The streets consist mainly of residences so don't expect much in terms of shopping. Yido pottery and KwangJuYo Pottery are nearby if you want the best in Korean ceramics, however.",287,much
288,122,1406,"Lovely street to stroll around and admire the architecture of the houses. It's also a residential area so it's recommended to not make too much noise. However, there are a lot of tourists taking the opportunity to take photos in every building which can be annoying. Also, it's very near to Changdeokgung Palace and Samcheong-Dong.",288,much
289,123,1412,"The are is neat. If you're looking for a nice walk, then this place is worth going to. The pictures basically capture what you'd see so you won't miss much not going. It's a little hard to find the right alleys so make sure you get your hands on a map that shows you the route that you need to walk. You can find one at the cultural centre or with one of the tourist helpers that stand around some intersections.",289,much
290,124,1420,We really enjoyed touring this village as it had old world charm and showcased the traditional homes and the korean style charming village. It’s a wonderful place for the foreign tourist to get a quick intro to old Korea. We had much fun people watching and enjoyed some traditional hot tea at the tea house. We highly recommend this place as a destination in Seoul.,290,much
291,125,1446,"We were welcomed by a very sweet and professional volunteer . She explained about the History of the village with so much fun. Then were brought to a room where she promoted their products. Wow, very expensive! Even the bottle of honey costs more than RM100.",291,much
292,126,1485,"A place worth visiting as it consists history of village residential, truly fascinating when walking and climbing the steepness hill along the residential. They're people living in that village, though its name as a village, rather, more on very much developed small town as compared to my hometown.  There are a lot of steep climb along the residential area, I was just lucky because I've carry manfrotto along as had it setup steadily to avoid and beat the uneven road surface, gradient and etc.  Spotted one of the houses' walls stacked up by raw bricks inside the village, taking advantage to make use of this wall to do our couple shooting. Many tourists doing their own smartphones shooting too, they were laughing why the hassle where smartphone already sufficed for the photography. I don't blame them, indeed smartphones' quality could be very good for photography, just that maybe I am still old school fella who still doing photography in an old fashion way.",292,much
293,127,1495,Started an early walk to Bukchon. Don't expect to see anything much as most places are close before 9am. Nevertheless a good walk without the normal crowd when you are early . Some cafes are already open at 9am,293,much
294,128,1507,If you are interested in historical architecture this is the place to go to. A large area of traditional Korean housing and buildings. Most are occupied so there are only a few that you can enter and they are either retail outlets or in one case a small museum. If you can go inside do so as it gives you a much better feel of the layout of these unique buildings. Gave us a great feel of Korea,294,much
295,129,1510,"A shop owner where we had just bought some Korean tea highly recommended we come check out this area. Not sure why, we began our hike, I mean exactly that, a hike, because of the steep grade the streets are on. It didn't take long for us to see why it was essential we come see this place. Right next to busy, loud, modern downtown Seoul, you can find this magnificent old town where things appear to not have changed much for centuries. What beautiful homes, this is truly an architectural jewel in the middle of Seoul. Ladies, don't wear high heels! Wear comfortable shoes and take a jacket. Even it it's a warm day, it can get very windy and chilly once you reach the top. This is not appropriate for parents pushing strollers! We loved all the narrow alleys, the old homes that still look today as they did hundreds of years ago. It's wonderful to see how the locals take such excellent care of this old neighborhood. Just lovely! Take lots of photos, if the crowds let you. That was the only negative part of the time we spent here. It's so crowded at times, sometimes you have to wait long periods of time to find an alley or a façade with no crowds to take a decent photo. Enjoy your time here. It really is a must see! Pay attention to details in the craftsmanship of the structures, the wood carvings, the designs, everything! Absolutely stunning!",295,much
296,130,1518,"It's still a housing estate so you shouldn't be making a lot.of noise there. The houses are quite pretty coz of their roofs. If you wanna see prettier and much more bukchon houses, go to jeonju, outside of seoul , 3 hr bus ride.  If you wanna see even older houses, travel back.in time, visit the Korean folk village at suwon. traditional Performances included. About 2.5 hrs away from seoul by metro. However, it's just a remake of a village not an actual one",296,much
297,131,1522,While the houses here are the historic ones they are actually real houses that people live in so be wary not to make too much noise. Worth a visit if you are visiting the nearby palaces (can walk by foot). Check out the information centre to hear about the free house museum that's worth going to.,297,much
298,132,1530,I love this area very much. It is very traditional. Just walk around and you can imagine yourself dressing in Hanbok! This area is also a walkable distance to Samchongdong which is full of shops and cafes. It is also very nice to walk in fall.,298,much
299,133,1533,"This area is often described as a 'living-museum' but that oversells it. The walls in the area are plastered with posters advising where you cannot take pictures and constantly telling you to stay quiet.  I understand this is due to the fact that people live and work here but then there are stalls exploiting the tourists who are playing music out loud to attract people.  A strange place which, though not exceptionally busy, still a tourist spot through and through. Not that much to do or experience.",299,much
300,134,1558,"I went there after lunch and had a pleasant walking for the whole afternoon. There is a lot to see. Better get the village map in advance, becuase the village have two parts that are separated by a main road, and one side is much larger. Don't miss any part of it !",300,much
301,135,1563,This would a must visit destination for those Korean drama lovers. To avoid crowds go in the morning as the tour groups tend to arrive by 11am. Please avoid making too much noises as these houses are still resided by residents. The top of the hill has a great view of the city. Also enjoyed traditional Woojeon tea at a traditional tea house. A street vendor also sold amazing fresh fried dumplings between Anguk station and Bukchon Hanok Village.,301,much
302,136,1573,"The best thing about it was the traditional Korean houses which the people actually lived in. Very instagram-able and photogenic place.  The modern shops were nice to know, but not so much different with others in the city.",302,much
303,137,1574,"Small ""village"" which is basically a few old houses (representative of traditional Korean houses) on the hill overlooking the city that has not yet been demolised to make way for tall towers. If you really don't have much time in Seoul, can skip this.",303,much
304,138,1578,It was awkward wandering living neighbourhood which was clean and well kept. The building design are interesting to look at. There are none to go in and I spotted to drink stops on the outskirts. Worth a look if you have time but Seoul has so much more to offer. Thanks for the vote if you found this review helpful,304,much
305,139,1586,"This area of traditional hanok houses - and new ones being built - is full of arty crafty workshops and tourists dressed in hanbok having their photos taken. It's a pleasure to wander round the lanes imagining a less frantic way of life, if you manage to go at a quieter time. You can get a map at the visitor centre showing where a lot of the workshops are. We visited a gold leaf workshop where a lovely man took great pleasure in explaining his work and showing examples to us with no expectation of selling anything. There are also quite a few residential buildings with notices outside telling you to be quiet - not much chance of that!",305,much
306,140,1592,"We had a fairly difficult time finding the actual village proper, because after getting off at the right subway, you need to walk a long, long way to see any tourists. We definitely had different expectations upon arriving. What we assumed was a museum-like town turned out to be an actual residential district! People actually live in this part of town, and what makes it a ""hanok"" village is that all of their homes resemble the old ""hanok"" of Korea's past dynasties.  Unless you get a walking tour with a group, you won't have any commentary at all. But if you go here yourself, you can find a hanbok rental store and wear their traditional costume around the village for 1-2 hours! I think it's a great deal and is worth the Won because the experience of wearing their costume freely around an old-school style village is priceless. It's like you're living the life of a traditional Korean princess! Besides that, there isn't much to see or do.",306,much
307,141,1604,"It took a while for me to find this place, because it isn't easy to find. We ended up following a tour group to find it. We walked from the palace to this place, probably 15 minutes walk, but we got lost several times, so it actually took 1 hr. The surrounding area between the palace and this village is very hip, so lots of shopping and eating. The village itself is small, aside from photo-op, not really much to do.",307,much
308,142,1608,"Great visit to Bukchon Hanok Village. There two places you can go around. from the National museum, you can cross the road and go straight along the streets. you can wander around the but you need to careful because there are people living there. There are signage that tells you to ""shhhhhhhh"". You can take a pictures here and there and also you can see the view of Seoul from here too.  Aside from the architecture, nothing much you can do here.  To go there : you need a courage to climb up the stairs. Prepare some water along your way.",308,much
309,143,1611,"I visited other traditional villages in South Korea that were much more interesting. I believe a couple craft shops were open, but aside from architecture, there really wasn't much that interested me.",309,much
310,144,1619,"Currently there are some constructions going on and the whole place feels very touristy. Expensive shops around and a lot of Asian tourists in hanboks trying to take ""traditional"" pictures. Everybody is just pretty much hunting that one picture. I feel sorry for the residents as there are various signs to keep quiet.",310,much
311,145,1647,It has much photogenic spot inside so i suggest you to take the map And it has some store that sell clothes with cheap price.. What a surprise,311,much
312,146,1649,"Nothing much in the area except to see the traditional houses. There is a famous lookout spot for you to overlook Korea, but the view is not great. Headed to the palaces shortly after.",312,much
