,CONTENT
431,This is an amazing place to visit if youre even a little bit interested to learn more about Korean history Korea has quite a fair bit of war history and this museum presents it in a very digestible manner The exhibitions are amazing and you get to go up close to scaled models and even real military vehicles The recommended time is 2 hours but you will definitely need more than that if you want to see everything One thing to note is that the outdoor exhibition area with the planes and artillery vehicles dont actually close when the museum closes so if you want to maximise your time there you can visit the museum first then visit the outdoor area when the museum closes The outdoor area is definitely a mustvisit Within the museum there are also 3D and 4D theatres with fixed showtimes at intervals of 30minutes; they are well worth taking a look as well
432,Impressive building and detail maybe too much English tour guide had too much pride to share his knowledge and experience from different countries and times he did dwell on too much detail on some and missed general overview Though it may sound scripted but a well scripted overview and his glorious personal experience added would make it perfect your of the museum
433,Very interesting and moving museum  It was really nice to view all the exhibits and learn not only about the Korea War but all the historic war from the past  Outside there are couple of very moving sculptures capturing the Korean War and hope for reunification They also have planes tanks and a ship along with weapon from the Korean War  Inside is even better  Definitely worth a visit especially since its free
434,It has a ton of information based on the Korean War The only improvement I could see is the layout can be a little confusing at first glance It is a must see in Seoul especially for members stationed here
435,A really moving memorial puts into stark contrast the loss of war The museum was well worth a visit
436,Impressive Youll find a lot of war relics here Both from old and newer times A courtyard full of tanks and aircraft is what will immediately draw your attention If youre more into old time Korean warfare and memorial relics go inside of the museum It is free of charge and definitely worth a visit Recommended
437,Very good museum The most well made museum in Seoul
438,This is a must sea museum and memorial if you are visiting Seoul  Walk through Korean history in multiple exhibits While visiting the inside is intellectually stimulating a walk through the exterior corridors is a sobering experience as you see the names inscribed of all the military Korean US United Nations  members who died in the Korean War
439,The museum has exquisite collection of war machines Even if you dont want to enter the building you still can enjoy various tanks planes military vehicles even missiles  I love the big sculpture depicting brothers hug each other The museum promotes peace and unification between South Korea and North Korea
440,Wonderful museum that captures the imagination of the visitor with interactive exhibits Well layed out with many maps 3d models and artifacts Recommended for anyone who has served in the military This museum walks the guest through every stage of the Korean War Beautiful memories and planes outside the museum are also a must see
441,Fantastic museum  the writing on the signs and audio in the videos is all in English Korean and sometimes Korean and Japanese Plenty of indepth explanation of historical events with stories that were easy to follow even to a Korean history novice like me  The second and third floors are the best part with an engaging story with plenty of interesting imagery and personal artifacts Sometimes in military museums you get bogged down in facts and dates and numbers but this museum was clear interesting and informative at every corner I found myself stopping at every sign to read more The 4d cinema experiences werent amazing but the second video with a survivor of the war definitely made everyone in the audience cry  Finally the memorials and monuments are very touching with memorable quotes emotional musical displays and quiet areas for reflection  Overall I cant believe such a great museum was free Id go again and Id take a friend Have a try of the 4d cinemas if you have the time  the showings are every 30 minutes
442,This museum has both war memorials and occasionally other displays I visited recently to see the National Geographic Photo Ark display While the memorial is great by itself it is made even better when you can go and visit the unique displays it hosts There is a large outdoor section with military vehicles and a large inside section with history and museum displays
443,Really an exhaustive amount of information regarding Korean history From ancient times to the Korean war We tagged this on the end of a half day DMZ tour which meant we understood a lot more about what we were reading and seeing in the museum You could spend all day here if you are into your history
444,As many reviewers have said this museum is free of charge and it is giant It has 3 floors full of details on the Korean war When we went there it had a free copy of a book of the Korean war for free as well There are restrooms and you can entertain your children in the first floor where there is a playing area I strongly recommend visiting this museum as it shows in great details the war Also there are tours especially for children with a tour guide who makes the history fun to hear
445,Great history that can not ever be forgotten
446,Honors for those sacrificed for the country
447,I was completely surprised by just what a great museum this is It is far better than any other museum I have ever seen including the Smithsonian in Washington DC The attention to detail thoroughness of explanations and the quality of the artifacts and displsys are second to none I spent the better part of 2 days there and would still enjoy going back for more
448,If You are interested in tanks airplanes and war machinery then the outside exhibition is perfect for You Inside the whole history of military is presented with a lot of guns and other equipments Might be the most interesting museum I visited in Korea
449,A must see  Memorial statues are quite poignant and leave an impression  Museum part was very interesting and so much Korean history  They really cover everything and the exhibits were awesome
450,I loved it It was proud feeling because there some Indian soldiers had sacrificed their Life for Korean Soil
451,Excellent experience especially the exterior I would recommend spending as much time outside as inside The interior exhibit could use some maintenance dusting and several of the digital exhibits need maintence but still a must see when visiting Korea The National Museum does a great job of covering the history of Korea to include many military artifacts so if you are trying squeeze in both to one day you dont need to spend too much time on the 1st floor
452,This is a really detailed and well organised museum Lots of information thats well presented and follows the history of Korea If you are intending to go head early in your trip as the museum provides alot of context for what you will see  I spent around 3 hours here before I was museumed out and needed a break
453,One of the best place to visit in Seoul The place is huge entrance is free Outside nice park with impressive sculptures military vehicles used during war Inside a lot of multimedia presentations in multiple languages A lot to see so be prepared for full day
454,You can roam the area with no admission fees Be informed
455,This is the best war museum Ive been to They had a room that explained the history of Korea and its relationships with different parts of the world that was very useful There was a free video showing about General MacArthurs landing at Incheon that was a little videogame like and would be good for kids Spent about a third of the time there outside the museum looking at the monuments and airplanes on display
456,Great place to know the history of korea especially korean war
457,It means a lot to me in many ways Also I strongly believe a lot of people might be agree with me Various materials are provided for visitors in English Japanese and Chinese The most impressive thing to me was the hall of honoring soldiers who fight to death to help and protect South Korea Definitely a valuable place to many people regardless of race age and sex
458,Lots of great displays of Korea and their military I went for the aircraft but walked through the entire museum Free admission for most if not all exhibits A great place to stop by for visitors in Korea
459,Fascinatingly experience Could easily spend 6 hours here
460,Its been a while since I visited here but this was a really cool museum  The displays were in excellent condition and the turtle ship replica was great  Id absolutely love to visit again someday
461,Free entrance Very interesting and educational Interactive place with real videos and personal memories Museum where you can learn how much Korean people went through for all the wars they did not deserve Very sad histories
462,If you want peace remember war  So reads the center stone if the central plaza at the Korean War Memorial Simple truth but a great reminder of how incredibly relatively lucky we are to love in a time where war for most of us is only something we experience through history books  The memorial is a beautiful dedication to those who fought to make todays peace possible
463,We walked the grounds The sculptures are very moving perhaps one of the most touching memorials Ive been too The plains tanks and missiles were also a favorite of our inquisitive 3yo We spent more than an hour in the excellent and free childrens museum where everything is handson
464,A great way to learn more about the history of Korea The place is huge and if you want to go through all of the exhibits allot 3 hours The museum is free too Definitely recommend
465,Excellent museum One of the best war museums I have ever been to  Excellent historical displays and artifacts from many different time periods Felt like there was some anti Japan bias at times but the Japanese museums have some anti Korea bias so I guess its fair Seemed pretty accurate and had a lot of interesting things to see and learn Great for both adults and kids  Takes several hours to really see the whole thing Id go again next time Im in Seoul
466,Very beautiful place to visit 
467,Very nice museum that is well organized and has a lot of information about the history of wars in the Korean peninsula with an emphasis on the war between North and South Korea and the efforts of the participating nations of the world Theres also an outdoor exhibit of the large equipment used in the war planes ships and military tanks
468,Great museum Free admission and it took me a little over 2 hours to walk through at a slow pace The museum doesnt only cover the Korean War though it covers all Koreas war history throughout its existence
469,excellent exhibition of war equipments
470,This place is great whether you are a history buff or just a casual visitor looking to understand the tough times of the Korean War Leave an afternoon around 34 hours to really explore read and understand the exhibits as there are 3 rooms Korean War Room I II  III detailing numerous phases of the 2 year long war I especially loved the 4D experience where you are immersed in the thick of war based on veteran experiences Take note that the 4D experiences run every half an hour ie 2pm 230pm and 3pm etc etc as I missed one of the 4d experiences by 10 minutes There are 2 4D experience rooms visitors can enjoy Would definitely come again
471,An absolute must visit place while in Seoul Maybe even the top thing Id recommend seeing It is huge and you need a full day to walk around and see the whole thing There are many sections that tell different stories The statues outside are incredible too Also there are old war vehicles that you can go inside
472,Very nice humbling memorial
473,Impressive large with many tabas and aircraft
474,Awesome place to enjoy and marvel at the culture of South Korea Entrance is free and there is a ton to look at We were there for a few hours and we still missed a floor There are four floors of exhibits and a large outdoor exhibit which has the planes tanks vehicles and some boats from the World Korean and Vietnam wars
475,Rating based on the outdoor exhibit and childrens museum because did not have time to go indoor we arrived about 1pm Outdoor exhibit was excellent and you could go into the tanks and ship Childrens museum is free and admission is by hour and limited to 50 mins per slot You can only reserve slots on site There is an indoor playground before you exit
476,The memorial is free entry but Donations are accepted The place is big you might need the whole day to see almost everything They close at 5pm I really recommend this to anyone If you feel hungry theres a CU store close to the Memorial theres also a a cafegift shop for you to buy a snack A few restaurants across the street from the memorial building
477,A must see if in Korea  Awesome aircraft and boat displays inside and out  The hall of honor that lists all the KIA is sobering to say the least  3 levels with arrowson the floor to show the way  Just skimming through this place will take 4 hoursdo it right and its an all day event  They do have 2 small coffee shops inside but food selection is limited  A small gift shop is on the 1st floor
478,It was a rainy day and a Monday The building is closed on Mondays btw
479,Great place to visit We had a great tour guide There was so much to see We spent a whole day here and still didnt to get to see everything Do plan a couple days so you can take your time exploring
480,Inside the building you can experience some interesting facts about Korean War and in general Korean history Outside though you have a lot of awesome planes and tanks from the Korean War Yes you can touch them Yes  B52 is BIG Other notable planes  P4 Phantom P51 Mustang  There is also Sherman 5 stars for the exhibition outside 
481,I have been all around the world and been to many museums This is by far my favorite The collection of military vehicles aircraft equipment is incredible and in immaculate condition The museum is located just outside of the Yongsan Garrison US Military base and a 5 minute walk from the Dragon Hill Lodge You can spend an entire day here and want to come back the next day
482,I loved how they honor the heroes whoe fought the bravest battles in their place It was such a nice experience
483,Maybe the highlight of Seoul This place is massive with an extensive outdoor area consisting of a few sculptures plus a large selection of Korean and US planes tanks artillery and more Inside the museum they have multiple exhibitions about Korean history with a focus on the different wars waged over the millenia And the best is its all free It should be mentioned that the overall narrative of the exhibits about the Korean War are obviously presented from the South Korean viewpoint and might at some times feel a little onesided
484,One of the most impressive displays I have ever seen Its one of the only where I have seen a timeline that shows Koreas history with Western and Chinese timelines You really understand how developed the society was at the time
485,It is a good place to take foreign friends There is a history memorial hall and a memorial shop so it is good to see I think it is so great place to us and foreign You can check online homepage this month exhibition
486,A cool travel in time to know about the South Korean Story
487,It is temporarily closed nowadays due to Coronavirus; however you can still walk outside the premises enjoying the statues real planes and tanks and ships displayed feeding the fish in the pond
488,A large free museum covering an important subject in good detail It all feels quite dated though and not well curated lots of badly used space and bottleneck areas with the most interesting information Worth a quick visit between other things
489,Great exhibits detailing Koreas history of war Starts from ancient dynasties all the way through the Vietnam War and modern eras I wouldve liked to see a bit more detail about the challenges and intricacies of the war but the overall flow was still good
490,Its not first or last time visiting War memorial at Seoul National Cemetery As always it made me cry inside My own country doesnt have something like memorial of war Basically because we had so much wars in our history I live to visit there and I recommend it to everyone who want to experience similar thing like Jewish people are experiencing in one of Czech synagogue to memory all who died
491,Great place to visit to learn more about the various wars in Korea dating back to the 3 kingdoms as well as the more recent Korean wars The museum itself is great but be sure to check out the war machinery yard outside There you can come face to face with actual size B52 bombers Patton and T53 tanks as well as naval vessels and missiles It would be better to visit with someone who can explain the machinery and how it played a key role in tactical battles
492,about 15 min walk down busy parkway on foot cool old war planes outside extensive museum inside; couldnt see all in one day good showing of entire Korean history for the past 2000 years has a cold sterile feel inside not the best museum Ive ever seen
493,Great showcasing of various planes tanks missile and even a vessel You can even see a B52 The museum itself is a little boring as information is provided too slowly during the visit It probably takes around 3 hours to complete all the Korea war part
494,An extension of the Korean national museum Lots of overlap between the two museums If you are visiting Korea see the national museum If you are staying in Korea for a bit and looking for something indoors for half a day this is highly recommended Limited food options at the museum Small coffee shop with some premaid or microwave foods Better food options across the street
495,Really good to get updated on the recent and ancient hostories and wars that make up what korea is today
496,I was impressed by the scale and size of it Entrance is free Very informative
497,One of the best things about visiting Seoul Do not miss The average visit can run up to 3 hours but if you are the history buff it could go as long as 6 hours Closed Mondays 
498,A very poignant memorial to the events of the Korean war  With so many countries and people involved they did a great job documenting the horrific conflict and long lasting repercussions  The first floor shows the long and colorful history of all Korea and gives good insight to the issues of a split Korea
499, THE GOOD We went during a super hot summer day on a Monday when the museum was CLOSED for the day every Monday plus maybe Sunday  We were able to walk through the outside of the large granite buildings and also walked through the outdoor exhibit of military equipment like tanks artillery jets etc  I can only imagine what the inside was like but the scale of the entire museum grounds was super impressive   THE BAD I walked around the ring of honor style placates commemorating the different countries that sent soldiers to Korea to fight and die during the conflict aka war  I was surprised or not really that France sent a pitifully small number of soldiers like 700 soldiers while other much smaller and less developed countries sent so many more  Haha  Just a joking jab again the French   THE VERDICT Based on the super impressive scale of the grounds and because Im personally interested in oldfogey things like war museums I would definitely go back on a nonMonday and also when the weather is cooler
500,Lots of stuff to see Hundreds of years worth of tools and weapons The museums in Korea are well done English options for the videos The outdoor grounds were great too
501,Truly sobering Well put together great displays and very informative A great tribute to all those who fought Many nifty military pieces of equipment on display too Large impressive monuments scattered both inside and out
502,A great place to learn more about Koreas history and understand why it is what it is today Join the free english tour and youll definitely learn a lot A good place to take your kids Traveling is learning
503,There are so many details about WWI AND WWII history Its a lovely museum
504,Large abundant materials in each exhibition room Very interesting
505,Thorough explanations in different languages with English included Provides free guided tours at specific timing such as 1000hrs  1400hrs Able to see the progression of war from before Joseon era till the latest Korean War Has live size display of fighter planes and battleships Interesting and worthwhile trip to the easily accessible museum Grab a phamplet to optimize your tour
506,A very good museum that goes over all the wars in korea The museum will take at least three hours to get through There is no entry fee and a small Cafe on the first floor Plenty of English and tours are available during certain times
507,Interesting approach to armed conflicts on the Korean peninsula Exhibits covering the Korean War make up more the displays Scale  and full size models of the turtle ships and other war equipment make the museum a bit more interesting to children Labels include English name and some have narrative descriptions in English Pleasant coffee shop and restaurant on the grounds
508,A surprisingly large museum covering various wars that have involved Korea and Koreans Plenty to see here The relatively uncritical tone of some exhibits was a little jarring  but thats merely reflecting my western European sensibilities Definitely worth a visit if youre in Seoul for a few days
509,A must see for anyone visiting Seoul The free museum offers huge amounts of knowledge on Koreas history and especially that of the Korean war Knowing very little about it to start with I left with a much deeper understanding of the things that led up to the Korea of today
510,Awesome and there are free tours at 10 am and 2pm in English
511,If you want a great history lesson about the Korean War look no further than the Korean War Memorial  This place has so much history about the war and about other nations that it is mind blowing  I absolutely recommend this place to any history buffs out there
512,This museum is absolutely amazing I spent 2 weeks exploring Seoul and if I can easily say that this is the best day trip you can take if you into history The museum is organized by year so you can go as far as the prehistoric times You will see some of the coolest weapons available from assault rifles that bend to take shots behind corners to the atomic bombs dropped in HiroshimaNagasaki They even have an outdoor display of real war planes artillery weapons that span 23 stories tanks and much more The craziest thing is that it is completely free The museum is huge so designate at least 4 hours if not more If you have time split the visit in 2 days
513,I along with my daughter were honoured to visit my brothers final resting place at The United Nations Memorial Cemetery in Busan South Korea My brother Pte K W Norton was KIA Nov 51951 We were so pleased with the special care we were given A beautiful Country with beautiful people who are so thankful for their freedom An excellent second visit 
514,Incredible Museum we loved it However we wanted to try the Incheon Landing 4D Simulation but couldnt We waited for 20minutes but the racist worker did not want to let us in and decided to let 4 koreans before us and refused to listen to us It gave the experience such a bad taste we decided to leave so disappointing
515,This is a great place If you like planes and tanks there are lots of them on display outside even a b52  Huge complex with some impressive monuments  lots of interesting history well worth a visit 
516,Great museum with beautiful presentation Lots of history presented in easy to appreciate fashion Real artifacts scale models artistic memorials and a huge collection of planes tanks artillery and rockets
517,Good place to learn korean war history Also you can see of the artifacts and documents from the past Definitely a good educational trip for kids and adults
518,Very informative and wellplanned I liked most of the video presentation particularly the editing and storytelling makes learning of history more engaging definitely a mustgo for anyone who wants to know how patriotism was formed among the South Koreans
519,Inspiring history for all ages Displays are respectful informative and nicely done You will feel part of Korean past Can easily spend half a day exploring Free admission
520,Great museum that can be done at any pace Lots of different types of exhibits as well as short videos military hardware artifacts etc Covers the history of Korea the Korean war postkorean war and other topics  Recommend at least three hours to see the whole place Free admission  Ditch the map Directions are very easy Follow the arrows on the floor and theyll take you through the whole museum If youre short on time its easier to walk briskly through areas following the arrows than navigate the different rooms individually
521,Very impressive detailed account of Koreas history defending itself through war over thousands of years The 1950s war is covered in a very professional exhibition Beautiful grounds to walk around outdoors and see the massive monuments
522,There is a lot of important and interesting history about Korea If you are interested in korean Worth its worth a visit Its huge so I only had time to visit the sections about Korean war No entrance fee
523,Free admission and free English guided tour  Awesome museum well kept with lots of exhibits  Also has a cafe for basic drinks and snacks along with a gift shop
524,It is a tourist place Obviously the location is crowded You will not have the real palace feel You are still capable of enjoying the location as one big photograph background since it is a marvelous architecture It is permitted to borrow a temple guards suit to have some pictures but only on a designated place
525,Interesting place to see for free The outside area offers a wide range of old war equipment to see which is interesting The exhibits are but conserved which is on one hand nice to see on the other its a bummer that it collapses
526,Great look into South Korean History
527,If you are Koreans Americans and anyone who likes history of Korean War you must see this museum  It is one of the most impressive museums I have ever been to and you can spend a whole day It is worth spending your time  It is located in Yongsan in Seoul
528,One of the best museums I have ever been to All of the exhibition had English texts and there was a lot of different types of static and interactive props This ment everyone could find something to do and like
529,Its very good place to know the history
530,Not only a memorial also a massive museum about the war history of Korea Most impressive is the outside exhibition which has hundreds of retired military vehicles boats and plains It is free to visit all that so no reason not to go
531,Seeing those tank plane and some other monument brought me back to the years where Korea  was fighting for their country I wish there would be someone who guide and tour us around this area This place is so cool That was the first place I went into Korea that I saw many foreigners D
532,I really wanted to know the history of the Korean War so I decided to travel here Its a vast museum with lots of artifacts from war exhibited inside and outside the museum This museum has 6 levels accommodate historical war during the kingdom era to world war and Korean War At the museum park you could see warships tanks and planes that were deployed during the war times Its really good places especially if you are interested in learning Korean War and how North and South was separated
533,Extremely interesting museum
534,Yes its a museum about war but it is such an excellent apace especially when its empty as it often is on weekdays Its always well worth a visit if you want to escape thw bustle of the city When it is busy its still not ao bad
535,Open free museum of military vehicule and plane
536,This museum is very nicely set up It goes through the very old history of Korea and all of its conflicts over the centuries About half the museum focuses on the Korean War but thats expected They did a very good job of showing their appreciation to all the nations that helped South Korea retain independence from the North Of course there are things that are biased in this exhibit but thats expected Be sure to stop by as its free so worth the visit
537,Well organized historical thing with Korean war with historical weapon system Well manged facility with outside exhibition
538,There is a magnificent building here which is definitely a museum You cannot be too marvel when visiting the facilities In addition to the incomprehensible history of their warfare There are other retired fighters tanks battleships and so on in the outdoors
539,Huge museum within a large area that displays a lot of memorials of the Korean War in the 50s The museum itself shows the countries history from the earliest age in until the 1950s It is really cool because you are able to deep dive into the Korean History and important wars conflicts with the surrounding countries After that you will understand why south koreans are relatively patriotic  Would definitly recommend it because the entry ist also for free but be aware that for some it might be an added patrotic touch too much
540,This place is amazing this war should never be forgotten God bless them all
541,A great place to learn about the military history of Korea
542,Very nice  views
543,One of the better museums in Seoul Its got a ton of good historical information that is relevant to visitors from many countries as many countries participated in the Korean war And outside on sunny days seeing the courtyard and the vehicles are fun activities added to the experience
544,Amazing memorial museum of the Korean War Did not know how immense the conflict had gotten in such a short time span Very awesome displays and exhibitions Will definitely return sometime as the special exhibits change However plan to start early as they close at six pm
545,Really informative museum It was interesting to see the massive history of Korea Last Wednesday of every month is cultural month which means free admission to museums and cultural areas However its quite cheap to enter here definitely worth the price
546,Very impressive and extremely clean I wish that I had planned to spend more time here I wouldnt call it a mustdo but it is a very nice way to spend a couple hours
547,Has to be one of the must see places in Seoul Lots of English and even some of the videos have a button to play them in English Well layed out and lots to see allow at least 2 hours and 3 would be better or you will not have time to take in what they went through Come out Metro exit 12 and walk along the road a bit to get to main entrance
548,Visited June 10th 2018 when a military ceremony was taking place The vehicles on exhibition to the east were great to look at particularly the boat shredded by bullets The exhibitions were insightful but the pinnacle of the visit was the turtle ship Looking forward to visiting again
549,Great Historic museum
550,Must see alot of history to absorb
551,Fantastic war museum it does not focus only on the Korean war but also the past wars with China and Japan There is a large display of military equipment used in the Korean war that is located outside which can be viewed after hours There are multiple exhibits on the Korean war and shows the progression of the war and different points of view I would highly recommend this place before visiting the DMZ zone it gives insight to the scale of destruction that occurred
552,Memorials of KIA soldiers Most world famous military equipment on open exposition Indoor exposition I havent a candle to light for KIA soldiers but I havent seen any burning or even standing Check if you can to light the candle and take one if yes
553,It was good but it seemed like there was a lot of glorification of war Does not show the real ugly side
554,This museum was great With a lot of exhibits covering war in Korea from ancient times to modern history The outdoor exhibition area has many tanks and aircraft as well as a recreation of a sunken boat from the second battle of yeongpyeong
555,I was spell bound by the detailness and enormousness of the data bn put up It rained heavily the day I visited so I wasnt able to see the outside exhibition but I was beyond satisfied by the amount of things to see Its free for public on all days Basically youll get a glimpse of the world history by the end of the end 
556,Good museum Peace and love
557,This memorial has an impressive number of all kinds of rockets tanks planes and ships used during the Korean War The museum is free of charge and the memorial hall in particular was very impressive to me Definitely worth a visit
558,Great place that commemorates Korea war Its huge monument in front and quite big building which is museum about Korea history and all the wars and conflicts that raged through this country over the centuries This is for sure the plaxe that you must visit when going to Seoul
559,We spent 6 hours inside the museum 2h per floor and we still havent visited the outside yet This museum is AMAZING So interactive Ive learned so much about Korea
560,Must visit memorial war museum Free close on Monday open from 0900  1600
561,Very good We should have allocated a full day to do it justice
562,Honestly I was there to see things pertaining to the Korean War and it was a very emotional experience The rest of the exhibits were interesting as well  From a USA perspective it is absolutely worth it just to see the Monument and the wall of names of the fallen
563,If youre a war Fanatics please visit the war memorial of Korea You got to see the t34 85 tank It has history from all the way from ancient Korean times to 1960s Korean Wars It was good to see some of the old cars that they had in the museum Plus its free not for parking parking costs
564,Its one of the most amazing war memorials around the world the detailed information provided over the war that SKorea fought is thorough also after watching the short film one truly realises the quoteIf you want peace remember war
565,A museum where much about Koreas ancient and modern war history can be learnt about Many replicas and models that bring history to life Extremely educational and the outdoor area is a nice addition
566,The War Memorial of Korea were once the headquarters of the Korean infantry This memorial is the largest war memorial in the world There are 8 main exhibits in the War Memorial The visitors can learn all about the Koreans war history by visiting the war history exhibit You may also witness how the Korean military developed over the years Different kinds of weapons and military equipment are exhibited as well The larger equipment were displayed outside the building Many of the documents such as files and artifacts of the war are preserved in the storage room in the memorial This memorial gives an excellent insight on the history and current state of affairs in Korea There are nationalistic propaganda here and there but its a reminder of the suffering and brutality of war and what many had to endure Inspiring of what South Korea had been thru and able to develop in fast pace in to a modern society and dominates the world in term of technology cultural and economy  This is an excellent museum to visit if you like military things and like to learn about Korean history Entry is free The memorial gave me a new perspective on who were all involved in the original conflict and also the fact that the war is not actually over yet and its actually on a long cease fire Outside the memorial is great if you like planes and war ships
567,Theres a lot of history in this museum It is well design and the collection provides a good perspective of the horrible impact of war to countries communities people and their families It serves as historical reminder of what it takes when peace is ignored
568,Impressive museum and a great tribute to those fallen in the Korean War Very informative and visual museum free admission Be sure to visit when in Seoul all the countries that fought in the war have their own flag with their native text in front of the entrance
569,This place is definitely worth the visit If I could only visit one place in Korea this would be it This memorial documents a part of the worlds history that every citizen of earth needs to remember so we dont have to repeat it
570,There is no glory in war only hate and pain for the ones left behind and the ones that remain Korea has seen more than its fair share of bloodshed sandwiched as it is between the two belligerent powers China and Japan What the Japanese did to the Koreans during their 30 some years of occupation especially to the women represents a gross injustice and is unforgiveable The writer of this review has been alive just long enough 47 years to know unforgiveable acts happen and the best anyone can really do is sit and endure the pain and count themselves lucky if theres someone to share the pain with them The Korean War Memorial is perhaps the most fitting tribute to the memory of the fallen and perhaps more importantly useful for us as the ones left behind should we or our children never know war first hand The monuments here are in a word spectacular The great bronze statues of soldiers and sailors are immense and the towering sculpture of an artillery shell has to be seen to be believed There are machines of war here too Planes and tanks and naval destroyers  many of them left behind by the United States after The Korean War The collection inside the building is extensive and you could easily spend a whole day here trying to take in everything  Or you could just see what you see and count yourself lucky that you came to such a place The sundubu jiigae beef soup from the memorial canteen is exceptional especially on a cold day and tastes particularly good when washed down with a cold beer Win or lose the memory of war is a two edged sword I hope Ill only ever know from a distance Worth remembering the first thing you learn in the Korean martial art Taekwondo is dont fight if you dont have to May we all find peace in our time
571,A must see for everyone who wants to know more about the contemporary history of Korea
572,Like the rest of the baby boomers I was a baby during the Korean War Once I became a teen Vietnam had taken over the news I knew that you the Korean War occurred but little else The outside display has a much of historic weapons and I was ready to say okay nice when I decided to look inside Wow there was very little of this country left un conquered when the American army arrived I stand in awe at the difference between modern Seoul outside and the scenes of devastation of only sixty years ago This was well worth a visit and much more interesting than the nearby National Museum
573,Wonderful for history buffs  There are both traditional and interactive displays  As a cool twist classical music is played in the outdoor areas You can waltz as you explore the tanks and war planes
574,Quite a solemn museum when we step into the Korean war section Unlike most war museums this also touch on the sacrifices of wives of war heroes who only get to be with their husband after death and were buried together in Korea Other than korean war part of it also covers the early dynasties military histories but those can be skipped if not much time
575,Army lovers would go crazy as there are lots of airplane tanks and truck Full list of guns and weapons showed Dedicated list of soldiers and countries involved at Korean war and truly appreciate the assistance for the current situation of South Korea
576,One of the finest war memorial which I have visited till date Should spend at least 4 hrs in this place to see all the exhibits and see the movie clips and also the 4D movies
577,Nice place to know and understand about the various wars happened in Korea  exhibits were very informative kids would have the outdoor exhibition which has airplanestankers and a ship there is also a small childrens museum  where kids also learn about war
578,One of the best museums I have ever been to inside and outside is just lots to see lots of cool 3D and 4D experiences it was free and just a great place to visit if not the beat place to visit in Seoul
579,Wonderfully detailed covers and informs all parts of the war including its buildup and aftermath  Deeply respectful and can really move you if you let it Its an honor to visit and pay respects
580,Easy to wander around but probably not that great as a museum This memorial is actually 90 a museum which is fine Its free and you learn the basics about the Korean War but dont expect to see the brutality of war here its more about charts facts and experiences Most of the content is in English It reminded us of the WWII museum in New Orleans which we disliked and less of the Memorial of Caen Normandy covering WWII and Dday which was the right style for our taste Fine of you find yourself with nothing to do before dinner Its a shame that such a BIG museum shows so little substance but we have become used to shallow historical context in South Korea whether its Joseon Dinasty or the Korean War who knows why
581,Great Museum Free admission Went on the weekend and the museum offered a very knowledgeable tour guide The guide was a secondary student who spoke great english and was extremely smart FYI I am a histroy nerd the guide knew his facts Guide was free too Recommend a visit
582,One of the most impressive museum in Seoul Its all about Korean War The museum houses approximately 33000 artifacts with about 10000 on display at indoor and outside exhibition halls There are six separate indoor halls including Expeditionary Forces Room Patriotic Memorial Room War History Room 625 Korean War Room Development Hall and Large Machinery Room The outdoor exhibition hall showcases largesized weapons Absolutely must visit museum Reserve minimum 3 hours to see all exhibits Guide Course 1000  1100 1400  1500 free Closed on Mondays
583,One of the most impressive war memorials I have ever seen Outside of the building is a physical military museum  equipment from the Korean war 19501953 The building itself is impressive from the enormous plaza to the exhibit areas There are displays that trace the history of various conflicts that the country has encountered for the past 1000 years The displays are well done an interesting There is a replica of the turtle boat uniforms from the nations that fought for the independence of South Korea and much more  The most moving part of the memorial are the long halls with the black marble plaques Each plaque list names of those that died in defense of the country  33000 names It is somber sobering and very moving
584,A 5 Stars most visit museum when in Seoul Yongsan area Very close to the base gate 1 actually walking distance 10 minutes or less Most complete history of South Korea Early Korea Japan domination and constant battles with his neighbors to include China
585,Very extensive and immersive history as well as tons of exhibits The information is vast and well organized Great place if you wana learn more about Korea s history English translation on the descriptions too
586,Great Historical museum A must see for the history buff They also have English guided tours if you do not speak Korean
587,The memorial holds a large free museum but all presented as a timelined story It doesnt feel like a museum at all instead you follow the experience from the backdrop of the war through the invasion UN resolutions counterattacks and eventual ceasefire Its a fascinating story brought to life with a mix of films models and of course artifacts from the war Reminds me of the Gallipoli war museum Peter Jackson designed they dont feel like stuffy old museums one bit
588,Its really quite scary how many people died in the Korean war this place really brings it home every name is displayed on the wall around the memorial Excellent artifacts and testimonials contained in the attached museum as well
589,Great place to visit There is a lot to see outside the actual museum
590,I came here when it was closed and still has a blast looking at planes boats and tanks
591,If you visited Seoul for your vacation this is one of the place that you should definitely go The history of the war is all over this place Remember to be polite and respectful tho
592,I learned so much
593,Great place to know about history
594,Beautiful museum covering the entirity of war on the Korean peninsula The most trafficked areas are the Korean War halls on the main floor but their are many great exhibits throughout the rest of the museum The main floor halls focus on Korean and US involvement and the general timeline of the war The third floor has a hall focusing on the contribution of UN forces to the war effort
595,Wonderful museum close to Samgakji subway stop Have visited this museum dozens of times I always bring visitors and family here when they vacation in Korea Admission is free Lots of great pictures with all the national flags and Seoul Tower behind
596,Make sure you allow plenty of time to view it fully Well organized and takes you through the history of the region which explains current political conditions A must visit for anyone interested in history or politics
597,Where You Feel the Importance of Freedom
598,The War Memorial is a must see if visiting Seoul  Would recommend visiting in fair weather as there are quite a few static displays located outside including a full size mock up of the ROKS Cheonan
599,The Korean War memorial is informative and has a few 4d exhibits which I found highly interesting The memorial really helps you understand what Korea went through during the Korean War
