STAR,REVIEW,DATE
5.0,Excellent exhibits with some being cinema and 4D Excellent static displays outside Inc historical planes like a B52 f86 f5 and an Apache Great way to spend an afternoon,"Written January 2, 2016"
5.0,The War Memorial of Korea free entry is an important attraction dedicated to the Korean War which raged over the Korean Peninsula during the early 1950s There are six themed halls and a large outdoor exhibition area where you can spend several hours learning about the Korean conflict Opening hours are 9am to 6pm daily closed on Mondays  As you approach the War Memorial you will see several large outdoor monuments which set the stage for a educational it not sombre experience of visiting an attraction like this There are also numerous military vehicles planes vessels equipment in the outdoor exhibition area that are worth spending time to view before or after you enter the monument to explore the halls within  Exhibition rooms do a good job of presenting the war in a mixed variety of ways and medium; traditional text and figurative displays cased displays wall maps sounds of the war and even 4D experience of MacArthurs landing at Inchon In this manner there is a nice effort to make the memorial as accessible as possible to a younger audience who might not enjoy traditional war and military museums  At the War Memorial you will find expected lockers a cafe and gift shop at the War Memorial of Korea but no wifi unlike the various national museums you can visit around Seoul Photography is allowed throughout as well You can easily spend 23 hours here leisurely going through the exhibition halls learning about the Korean War  We very much appreciated our latest visit to the War Memorial of Korea This is one of those attractions that can have a real impact on visitors a place you want to return to during future trips to Seoul,"Written December 2, 2015"
5.0,my friends and i came across a statue of brothers in one of the souvenir stores at the DMZ and googled to find out more about the background it brought us to the War Memorial of Korea and i must say its a great choice we made to visit it the next day  im not sure if its a permanent exhibition we visited end Oct and outside there were airplanes warships and tanks model replicas on display you can view a 7 min show depicting the confrontation between South and North in Year 2002 resulting in the death of 6 South Korean officers the show only starts with minimum audience of 5 but the lady staff was kind to let us view it even though we were only 3 if you watched it you can better understand the exhibitions held in the war memorial building  there is a shooting simulation game in the Korean history exhibition if there are students around you may get a chance to try it my friends did with a bunch of school students i tried later on but the staff rejected me and pointed to the students only signboard  inside you can view a 3D clip too initially they refused to start the clip as i was the only one waiting there but to my surprise they allow a caucasian couple to enter so unless you are caucasian or you can speak conversational korean you probably will be ignored i followed the couple in and a male staff wearing a suit manager maybe went to call for other visitors around a korean elderly tour group to join in  was told to fasten our seatbelts so we thought its those 4D shows where your chairs can rock but to our disappointment nothing happened the 3D clip was just a pilots view on a fighter jet NOT WORTH VIEWING  however there are many interactive screens and many wellmade replicas of various incidents and information on South Koreas involvement in the Worlds war assistance very educational  theres a cafe in the war memorial building serve desserts and waffles the souvenir shop sells similar items to those sold in DMZ  if you are into history this is the place for you,"Written November 15, 2015"
5.0,This museum was build to commemorate the Korean War Some of it was being renovated when we were there 1 thing to remember CLOSED ON MONDAY Must visit place to learn the most important part of Korea,"Written November 14, 2015"
5.0,Other than the impressive and well designed museum this memorial also includes collection of planes tanks artillery machineries and other wartime vehicles Displays and exhibits were well maintained and thoughtfully arranged accordingly English descriptions were also included Overall we were really impressed by the atmosphere of the place and the amount of knowledge we obtained regarding the Korean war while visiting,"Written November 5, 2015"
4.0,Throughout its long history Korea has been a part of several wars willingly and unwillingly  If youre a history buff and this kind of thing interests you then this War Memorial is a great place to stop by It not only contains artifacts and exhibits from modern wars but those from older periods,"Written November 4, 2015"
3.0,A great visit including actual planes tanks trucks etc The memorial is also a museum that goes through the prewar events and the circumstances the prompted the war A good historical perspective For history buffs this is a great visit,"Written November 3, 2015"
5.0,I love this place its quiet yet historical The place will show you the military power of South Korea plus their gratification to those who fought with them in war,"Written November 3, 2015"
5.0,I have been here about 4 times and I love the exhibits Summarises the history of Korea nicely that has never been at peace with all the fighting The exihibits are fairly new and the outdoor exihibit with real tankers and fighter jets are really cool Really recommend this attraction to anyone who wants to learn more about the history of Korea,"Written November 3, 2015"
5.0,I was surprised at just how good this museum actually was Ive been to war museums in the past and Ive been impressed but nothing like this Extremely user friendly by that I mean it caters to all languages Dont miss the short videos on the 3rd floor Each video has its only little pod and only last a few minutes definitely worth stopping for,"Written November 3, 2015"
5.0,Massive museum with great English annotations in the galleries Covers Korean war in great detail across 2 galleries Fine outside area with tanks and planes Would recommend Very informative,"Written November 1, 2015"
4.0,I particularly enjoyed the outdoor military exhibits Many varieties of tanks aircraft and artillery Interesting plaques by each one to explain the use and history,"Written November 1, 2015"
4.0,Very informative and emotional history of the Korean War and the help it received from its Allies highly reccommend a tour prior to visiting the DMZ and JSA Puts everything in perspective,"Written October 31, 2015"
5.0,Youll need more than one hour to appreciate the attention to details Prior to my visit I was ignorant of all the countries involved and te number of lives affected,"Written October 29, 2015"
5.0,Allocate 35 hours lots to see The museum covers conflicts from feudal times through the Korean War Lots of exhibits inside and over 160 pieces outside Most exhibits include English subtitles Many are interactive Lots of students and soldiers touring Very well done,"Written October 28, 2015"
5.0,If you are into any kind of history at all this is a MUST visit There are plenty of photo ops with planes tanks APC gunners etc But besides all that it has a great museum describing the ongoing conflict with North Korea You can spend a couple of hours or easily a full day there Definitely not to be missed,"Written October 26, 2015"
5.0,Extremely thorough and welldone museum about the Korean War I honestly did not know very much about it until I came to this museum where I got an excellent education and history about it The grounds are beautiful and spacious with some impressive statues The war memorial is free to visit and is a great place to bookend some time in Itaewon,"Written October 24, 2015"
3.0,If you have extra time in Seoul  I recommend go there take a walk knowing more about history of Korea The entry is free,"Written October 23, 2015"
5.0,If you are fascinated by war or military history you will love this place The museum is world class It is modern attractive interactive in places and full of artifacts showcasing thousands of years of Korean warfare with a major emphasis on the 195053 war There are two war memorials including the famous Statue of Brothers on the grounds and dozens of aircraft tanks artillery missiles and a fullsize replica of a patrol boat sunk by North Korea in 2002 The APCs and patrol boat are open to visitors Inside are more of the same plus exhibits depicting every major campaign in Korean history weapons of all eras from Neolithic to the present a large gallery on the Korean War and a lifesize replica of the famous armored turtle ship designed by Admiral Yi Sunsin and used by the Joseon Dynasty mostly in the 16th century There is the Presidential Cadillac once used by Syngman Rhee as well as the Russianmade limousine used by Rhees northern nemesis Kim Il Sung and captured by the ROKs in 1950 As I have done with a hundred or so other museums I have visited I have photographed nearly every exhibit and posted the photos on my GaryLeeToddcom website for scholars teachers and others who may not have the opportunity to visit the museum in person,"Written October 23, 2015"
4.0,Good way to spend few hours and learn about the Koren history and the reasons behind the Korean war This Interactive museum is easily available by metro Indoors displays and large outdoors display with old planes and ships and vehicles,"Written October 20, 2015"
4.0,Have seen plenty of decommissioned US military equipment in the past This one was no difference Displays of various planes tanks weapons etc This museum is slightly different in a sense you can get up close and personal A short walk from the nearest subway station Another 15 minutes walk to the Itaweon area,"Written October 20, 2015"
5.0,A fantastic museum which features the Korean War but also presents Koreas history of conflicts with current status and efforts toward peace and unification The displays include a Naval ship the B52 bomber and a C130 cargo planes Aside from those there are dozens and dozens of other military vehicles and aircraft A must see,"Written October 20, 2015"
4.0,No cost worth half a day go to the museum and get a free tour theyll take you through the Korean War,"Written October 20, 2015"
5.0,A must go if you want to know more about the war 19501953 In the museums garden you will find lots of planes tanks and other war equipment,"Written October 20, 2015"
4.0,In this huge city of Seoul history does not seem to necessarily be a prevailing theme but this is the place to visit for a lesson in 20th century Korean history This attraction is free You can see many Korean War artifacts and displays Beautiful monument with large sculptures visible from the street,"Written October 19, 2015"
5.0,I didnt imagine my kids will love the place since its just me and my husband who are history buffs Aside from it is entertaining its educational and informative Restrooms lifts and cafes are available in area Vending machines can be seen also if you got thirsty,"Written October 18, 2015"
5.0,We didnt expect to spend much time at this museum but it is huge The ground floor exhibits were repetitive in information so make your way quickly so you can spend time seeing the rest of the museum The hollywood style storytelling with lighting and sound effects was entertaining and different,"Written October 17, 2015"
5.0,The museum consists of thousands of weapons ranging from small handguns to a B52 a frigate and many tanks The Korean War is retold dramatically and there are many exhibits some of them stunning Theres a lot of educational information on the war before and after the war and theres a section on the reunification movement which given the situation with North Korea looks as likely as a dove flying backwards Outside there are an amazing number of military memorabilia that look well preserved I spent 3 hours and managed 75 of the contents Theres a free book detailing every single day of the conflict which last over 3 years I would say that is the best War Museum Ive visited in both size and contents and is suitable for all ages,"Written October 14, 2015"
5.0,I always likes historical thingy when travel This is a place that i could spend a whole day in Understand the war history of Korea and take a close look of the weapons on exhibit Tanks and planes is not to be miss,"Written October 8, 2015"
4.0,An enormous building with little inside All the exhibits were in english The statues were the best things there Seemd to be a lot of wasted space,"Written October 5, 2015"
5.0,Lots of interesting history items and exhibits featured inside to see Outside without entrance are lots of planes tanks guns to view and touch,"Written October 4, 2015"
5.0,Given Koreas history we felt this was a must visit What we were not prepared for was the sheer scale and quality of the museum The extensive collection of tanks aircraft and weaponry in the grounds was a real surprise The interior exhibitions combined traditional displays with multi media including archive footage and interviews bringing to life the impact of the various conflicts Far from being a flag waving exercise the various exhibitions pay tribute to the many allied forces that supported the Korean forces Dont miss this one from the itinerary,"Written October 3, 2015"
5.0,This definitely is the best of the attractions to see in Seoul by a far distance It is obvious that they are putting in a lot of money in the place because of the importance Spanking clean exhibits well maintained yet totally free  Even if you are not a museum buff dont miss this when you go to Seoultotally worth it,"Written October 1, 2015"
5.0,You owe it to yourself to this awe inspiring memorial I have visited several times and each time I notice something new,"Written September 28, 2015"
5.0,What a great place Its not that informative Because there are no signs explaining what you see  But its free and a lot to see Also what I didnt saw before is that you can enter a lot attentions  Really nice place to spend an hour or 2,"Written September 28, 2015"
5.0,This attraction is well located near Noksapyeong and Samgachi stations and is free An easy way to spend an afternoon,"Written September 27, 2015"
5.0,You can spend all day at this museum depending on the pace you go through It is very informative and best of all FREE During the summer if you can try to schedule your visit with the honor guard ceremony which is interesting to watch Visited the museum numerous times and is great to walk the grounds during fall and spring,"Written September 27, 2015"
5.0,This museum is a wonderful way to spend an afternoon It was very neat to see all the old war planes and artillary It was very moving,"Written September 27, 2015"
3.0,A very informative visit to refresh the North and South Korean War Lots of things to see there are videos exhibits and bilingual guides to explain what you dont quite remember If you are near go for it,"Written September 25, 2015"
5.0,We came here when they had the Avengers Exhibit which cost 25000 won but it was well worth it Unfortunately the exhibit only contained Korean but it was still super fun The technology was amazing and we felt like we were a part of the Avengers world  The War Memorial museum is free and it was really well put together We learned a lot and being total museum lovers we were surprised at how well put together it was There were free 3D shows and interactive components Well worth a visit,"Written September 24, 2015"
5.0,Great location and quite solemn in areas Lots to look at inside ranging from the old fighting ships to modern conflicts The Korean War historical components were quite moving The outside static displays were impressive tanks rockets aircraft and a ship The monumentsstatures in the forecourt are certainly worth taking time to look at closely as they are quite moving I found a lot of people just had a quick look and didnt really take them in,"Written September 20, 2015"
5.0,Its a very interesting place to visit with lots of good information in a number of languages They did a really great job making the museum interactive They also have lots of cool planes and stuff that all the kids seemed to real enjoy Its also free which is great if you are on a buget,"Written September 20, 2015"
4.0,An interesting place to walk around and learn a bit of history The displays are quite impressive and interactive the collection of vehicles of war planes tanks etc is extensive Free to visit just make a donation when you leave ,"Written September 18, 2015"
4.0,It was great time Even though I thought that I knew much about Korean war there are so many things that I didnt know I could feel our war heroes fears and sadly scream It was really significant moment that i could understand more about Korean war,"Written September 17, 2015"
4.0,To get here get off at Samgakji and take exit 12 there are signs Walk straight when you get to the street and the museum will be on your left  This museum is very large It as it typical of every country that has a museum of this type presents a nationalistic interpretation of the Korean War focusing on the heroism or the South Korea fighters as well as the international troops there is an entire wing devoted to the UN participant countries It has many maps and interactive touch screen displays that provide lots of useful information You will learn about the entire history of the war including politics and battles There are also lots of materials donated from soldiers so you get to see what items many people had with them during the fighting  There is also an extensive number of displays and monuments outside including a variety of military vehicles planes and boats used in the war  If you actually want to see everything outside and see every exhibit inside thoroughly as in reading most everything not just walking through quickly then you probably need more than 3 hours Otherwise you should probably plan for 90 minutes or 2 hours,"Written September 15, 2015"
4.0,Really moving It was quite deserted when we were there though I thought that the memorial was quite moving It was also interesting to learn more about the history of Korea and its other wars,"Written September 15, 2015"
5.0,I have often visited here with my son since him baby This shows from old korean histories to current memorable events We korea is the only country where it saparates from the north and the south It means the sad story is still If you have a child you need to be here I believe future generations can meet the great united nation someday when they understand where we were past and are now,"Written September 15, 2015"
4.0,Visit if you want to learn about the Korean War and the ongoing conflict No entrance fees no crowds,"Written September 15, 2015"
5.0,Excellent memorial If you happen to be staying at the Dragon Hill Lodge then the War Memorial of Korea is a must see Only a 10 minute walk from the hotel the memorial is easy to find Very impressive displays both outside and in All free South Korea had done its share for the UN,"Written September 14, 2015"
5.0,The War Memorial of Korea This was one of my favourite attractions that I visited in Seoul It tells of a very comprehensive history of Korea starting from the historical times As a history buff there were very detailed explanations of the ancient korean dynasties large scale models of weapons used in the past such as a huge turtle ship Then moving on to the other galleries it showcased the more recent past of korea including the Korean War There were also several 4D attractions that I visited within the memorial very very impressive Apart from the Korean War the galleries also showcased the recent acts of Aggression between the two Koreas The side wing also had a huge display of military vehicles and outside the Memorial there was a huge field where even more military assets were displayed even Missiles,"Written September 14, 2015"
5.0,Definitely worth a visit One of the best museums Ive been to and its free The 4D movies are fun,"Written September 13, 2015"
5.0,Its only on the main road easy to find must come to take picture if youre firstimer in korea ,"Written September 9, 2015"
5.0,Allow plenty of time to visit all the exhibitions  even just a quick view will take an hour or two Very informative displays with English signage great photos videos uniforms and weapons throughout the ages real helicopters tanks planes and replica ship outside that invites children to explore,"Written September 9, 2015"
4.0,I visited this place with my friends and thought it to be like a museum but apart from it they have shown a tribute to martyrs from over the world who sacrificed their lives in Korean war  The story of all the Korean wars is depicted there Some in films models the artillery and tanks and planes and so on  Outside is a very large place to sit and the peace you enjoy there cannotcannot be described in words  A very nice place indeed,"Written September 6, 2015"
5.0,A great place to visit in Seoul and 100 free It is great for a half day or even a whole if youd like to work your way slowly through  The outside of the memorial showcases the vehicles air crafts and water crafts used during the war Inside there are amazing displays taking you through the war and really piecing together the events from both sides  Entrance is free there are free guided tours in Korean Japanese and English and we even got a free book outlining each day of the war  Wed highly recommend the tour It is about 45min to 1 hour long but the knowledge and information provided was invaluable and the guide was open to questions throughout It was perhaps the most informative time in a war memorial or museum weve had There are a number of exhibitions left to explore after the tour and we chose which ones we wanted to spend more time on There is also an area where you can shoot weapons in a simulationstyle room It is only open during specific times so we did not get a chance to try it out  Definitely a mustsee when in Seoul if you have the time The Korean war plays such a fundamental part of current politics and events and the memorial sheds some light and further information on the ongoing conflict,"Written September 5, 2015"
5.0,A must place to visit free entry but do donate some money to keep the place running in top shape Best war museum I ever visited,"Written September 3, 2015"
4.0,Nice Memorial and well kept and clean  We went twice to visit and was impressed with memorial  When we visited we thought they would have more on North KoreaSouth Korea war however nice memorial showing all South Koreas wars,"Written September 2, 2015"
5.0,Its free and really worthed to go in there So many vehicle  and history you can find out about seoul Have a war vehicles  and its really cool,"Written September 1, 2015"
5.0,One of the best war museums in the world Really worth a visit each time I visit Seoul Has changed a lot over the years,"Written September 1, 2015"
4.0,If youre new to the historical context of the Korean War youll find the War Memorial avery interesting and useful primer If you already know the basics it is still a fun day out and there exhibitions on other historical conflicts besides the big one Very kidfriendly with interactive exhibits,"Written August 30, 2015"
5.0,Spent entire day at this amazing place Has incredible static display of tanks aircraft and even a gunboat I went on the free English language tour and then stayed for lunch at the cafeteria and wandered around The displays are complete and are geared for schoolchildren but detailed enough for adults The appreciation for the United Nations forces is manifest in memorials and displays There are several short videos and all in English or subtitles I really learned a lot and left less cynical than before,"Written August 30, 2015"
5.0,Its no secret that a proxy albeit very costly war was fought across both halves of the Korean peninsula in the 1950s Its also needs no big stretch of the imagination that the truce could be irreversibly broken again at any time due to the diametrically opposed political beliefs of the North and South Korean governments With this as the background this rather grandiose building at least at first glance might appear to serve as a temple to the glories or war True there are many exhibits that come across as unreservedly nationalistic and play on the werethegoodies and theyrethebaddies mentality But delve beneath the surface of the exhibits and there are many instances where the suffering of the Korean people is a central theme of a deeper desire for reunification  Theres a lot to keep the visitor occupied and for military enthusiasts its best to keep at least a halfday free In fact the memorial portion of the building is actually quite small compared to the Korean War displays with plenty of mention of United Nations especially American contributions that take up a couple of floors in one wing Other interesting sections include one on the local armed forces more recent skirmishes between the two Koreas as well as one on warfare during the Joseon period circa late14th to late19th centuries Displays range from old sailing vessels to cannons to military hardware Indeed military hardware from the 20th century takes up an enormous external parklike space adjacent to the memorial building and could easily require over an hour to do it proper justice  The easiest subway station is Samgakji serviced by lines 4 and 6 from where its an easy 5minute walk to the entrance gates of the Memorial,"Written August 29, 2015"
4.0,beautifully sculptured and nicely presented It is an important part of the Korean culture and nice to visit and see the American contribution revered,"Written August 27, 2015"
5.0,We got there just in time and joined the English speaking tour Our guide was very informative and it lasted about an hour After that we explored the museum We were probably there for about 4 hours,"Written August 24, 2015"
5.0,Got to be the best organised and best equipped war museum anywhere Tells the story of the war thats almost forgotten everywhere apart from Korea Well worth the 34 hours it will take to see the chronological exhibits and the dozens of actual tanks planes and even a ship outside,"Written August 23, 2015"
5.0,This was by far the best museum we went to while on our trip It was very impressive It is good for all ages as it had lots of hand on displays and information It was very informative and lots of English translations Dont miss this on your trip,"Written August 21, 2015"
4.0,My grandfather is a Korean War veteran This museum offers a fantastic learning experience and my grandpa loved looking at the photos I took for him You can see how devastating of an experience this was for Koreans and their allies If you go to only one museum while youre in Seoul make it The War Memorial of Korea,"Written August 18, 2015"
5.0,A memorial every Korean should visit And of course everyone else who respect human life To show the respect to all the lost ones And never forget what we could do with this wonderful planet together Butiful but yet so sad I never regret I was there Peace to the Korean people All the best K Hummelnest,"Written August 18, 2015"
4.0,Very good museum worth watching if u r in korea It is very big in size Outside planes tanks models are very nice,"Written August 15, 2015"
5.0,Last day we visited  planing 34 hours for it  At least its taken 6  So  you can imagine how interresting it is Lot of 3D cinemarooms  very well prepaired items  charts etcr  Perfect  Go there  spend time enought  Ive seen only one similar in SaigonVietnam ,"Written August 14, 2015"
5.0,About half of this beautiful and well laid out museum is devoted to the Korean War of the 1950s and the rest to the history of war in this ancient land The long exterior entrance is devoted to honoring the soldiers from over twenty countries and is very impressive The South Koreans have exhibited the ultimate in class and dignity in how they have treated this Inside the exhibits are well laid out and very well done In even an hour or two you can learn the facts about this terrible war,"Written August 9, 2015"
5.0,This is a review for both the memorial and the museum which should really be considered one  First off the memorial itself was beautiful and powerful The statues really give a sense of the struggles of the past and even the present day split between the people of Korea  Secondly the museum allows you to see all sorts of historical jets tanks weapons armor etc etc that youd be hard pressed to find elsewhere Truly a fantastic experience for any fan of military history Theres also a lot of history from before the Korean war in the memorial you can even see a replica of a Korean turtle ship  When I visited in May they even had a performance that happened right outside the museum They had various martial arts performances followed by a marching performance done by all four branches of the Korean Armed Forces Quite a sight to behold  Also its free I dont see why anyone would miss this unless history completely bores you,"Written July 27, 2015"
4.0,This is a very good war museum with a lot of different displays including old planes outside At times very patriotic but still good One thing it could do with more interactive displays to make it more exciting Perhaps open up one of the planes so you can go inside,"Written July 27, 2015"
5.0,I really enjoyed the War Memorial of Korea Not only is it a very informative museum teaching you in great detail the history of Korea and the Korean War but the museum is presented in a very enjoyable way Its laid out in a way that makes it nice to walk through even for someone who is not a history buff  Additionally the outdoor area is interesting with old fighter planes and battle tanks There are also multiple 4D theaters that show short films  though sadly these were closed from MERS  The museum at times can be a little intense due to the nature of the subject but its definitely a worthwhile enjoyable and educational place to visit while in Seoul,"Written July 10, 2015"
3.0,For a war memorial there wasnt much emotion about war itself and how war is bad The displays are in reasonable shape but not excellent Good that its free though Probably would 2 hours to see the whole thing,"Written July 5, 2015"
5.0,Have been working and visiting Seoul for 25 years and walked by almost daily finally took the time to visit and it was a great education on the Korean War and the US participation Had great indoor and outdoor exhibits and sculptures Located right outside Yongsan Army Garrison,"Written June 30, 2015"
5.0,The outdoor exhibit on the war machines used by the US Koreans North Koreans China Russians during the Korean War was amazing The indoor museum was huge and really it takes 3hrs just to have a glimpse of everything Best of all its free,"Written June 30, 2015"
5.0,I only spent about two hours there because of other other commitments Two hours is not enough Very well done,"Written June 28, 2015"
5.0,really good museum and memorial and lots of fun activities inside They should charge an entrance free,"Written June 16, 2015"
5.0,If u love history then u shld visit this location Its not about world war 2 but about the 3 kingdoms and the wars in korea,"Written June 15, 2015"
4.0,So said our young Englishspeaking guide at the Korean War Memorial Of course this is the case with all such memorials and museums of conflict Nonetheless it is an interesting way to spend a few hours and I recommend that you arrive on time for a guided tour  One small thing  as one approaches the memorial building from the front one can see vending machines on the flanks of the building Thats just naff  I cant imagine walking up Anzac Avenue in Canberra and being greeted by the sight of vending machines at the Australian War Memorial It looks cheap; disrespectful even,"Written June 13, 2015"
5.0,Excellent display interactive learning perfect location and very well organize and thought out Even for children a lot of activities and stuff for them Excellent historical learning,"Written June 8, 2015"
4.0,This museum housed in a beautiful classical style building covers all Korean Wars A large section is devoted to the 195053 conflict but it stretches back in history to the Japanese invasion of 1592 and earlier invasions from the Mongols It is located near the American Army Camp Kim For history buffs it is definitely worth a visit,"Written June 5, 2015"
5.0,Since admission is free as well as easy accessibility via subway and between other points of interest youre time investment is low in relation to what you can learn If youre willing to invest some time then youll have an excellent opportunity to learn much history Before you enter take a moment to contemplate on the thousands of names listed of those who sacrificed their lives to protect Korea Some of the exhibits need more English signage but there are many others that provide a great many historical insights that I was not exposed to in the US I am grateful to the Korean taxpayers for making this free of charge,"Written May 31, 2015"
5.0,museum is free great selection of planes and inside very nice with caf\xc3\xa9 and movie clips  all in English as well,"Written May 29, 2015"
5.0,Especially if you are not up on the sobering history of the Korean war Get there early to avoid the crowds and then head over to Itaewon for some dinner or up the hill to Namsan Tower to see a view of the whole city,"Written May 29, 2015"
5.0,This definitely deserves its place on the top 10 list A must see for all Another plus this is the only attraction that you will not see huge hordes of Chinese tourist pushing and shoving their way through and you can take a leisurely walk through the memorial More chances to get great photos with the family,"Written May 28, 2015"
5.0,Well worth the visit a bit out of the way from the main center but easy to get to on the subway Great memorial to the ROK and the UN soldiers Thoroughly enjoyed the time spent there,"Written May 27, 2015"
5.0,This was a very well put together museum that gives you a good overview about the Korean War We also went on the day where they had an English tour guide The guide was nice but he pointed out things we can see on our own This is definitely a touching museum and its worth visiting,"Written May 17, 2015"
5.0,This is a great attraction  we spent so long in there we had to miss out other planned sights There is so much to see and take in we could have spent all day in there Outside the memorials are worth walking around too Gives a very detailed insight into the Korean War and other conflicts Also it is free,"Written May 16, 2015"
5.0,We only stayed a few hours and i think half day is not enough to see all the items on display and its scheduled activities Best part is entrance is free and there is a dining near the entrance so i suggest to have a quick lunch there to maximize your stay,"Written May 16, 2015"
5.0,It was free take a half day to see so much to see The displays were colorful and full sized and unique,"Written May 14, 2015"
5.0,This is about the Museum more than the monument The people there were very friendly and helpful I brought my carry on as I was headed to the airport from there They assisted me with storing it If you are interested in history this is an excellent museum Having been to Chinese museums for the same periods the comparisons are insightful,"Written May 13, 2015"
5.0,I felt like the majority of my trip to Seoul was filled with warrelated activities That being said this was a very interesting museum Filled with useful facts cool exhibits and 4D experiences the museum is a great trip for a family or any warhistory buffs Also the statues outside are a must seesuper cool,"Written May 11, 2015"
5.0,Plan at least 4 hours to see this amazing museum with exhibits inside as well as outside All the exhibits are understandable in Korean and English We also recommend the free Engilsh tour,"Written May 11, 2015"
5.0,This museum details some very important parts of Koreas history in an informative and interesting way  It is definietely worth spending a few hours exploring the indoor and outdoor exhibits,"Written May 11, 2015"
5.0,This is a great museum plenty to look at and learn about considering the Korean historyplus it wasnt that long ago so also poignant,"Written May 10, 2015"
5.0,The inside part caters more to the Korean population but the outside part is fantastic They have so many planes tanks a huge boat etc that you can go inside and explore Really one of the best museums for all ages in Seoul,"Written May 10, 2015"
5.0,Allocate 24 hours to this place Museum focus not limited to Korean war but has exhibitions about military struggles throughout the history,"Written May 9, 2015"
5.0,Travelled to the Museam as part of the DMZJSA Tour so we did not really have enough time to take everything in but the inside displaysexhibits were really well done but the outiside exhibits were the star with a B52 fighter jets belongiing to the Korean Air force etc were really impressive,"Written May 9, 2015"
5.0,The museum did not dwell on the Korean Way but did present some wonderful artifacts and details The facility gave a wonderfully balanced coverage of the major wars that Korea has been involved in for centuries,"Written May 9, 2015"
5.0,Very impressive War Memorial Big display of planes tanks and missiles from past war years Inside the Memorial is a terrific Korean historical display Well worth a visit and easy walk to Itaewon,"Written May 8, 2015"
5.0,First it is FREE second it is huge you can learn about Korean War and breif history of the development of Korean Army Force,"Written May 5, 2015"
5.0,Very interesting half day visit to the War Memorial Lots of displays with many aircraft and other military equipment to see Well worth a visit if a history or military buff,"Written May 4, 2015"
5.0,The Memorial includes a list in English and organized by state of the Americans who fell during the war It also includes the ships and tanks which actually fought in the war on both sides,"Written May 4, 2015"
5.0,Great museum with very good items and couple of 4D cinemas giving you great insights into Korean Civil War and overall Korea history,"Written May 4, 2015"
5.0,Youll be amazed with what this museum is offering This huge place is very informative from the tanks to artillery from documents to uniforms to how it has affected the country If this is not in your itinerary change your plans and allot at least 2 hours Seeing the outside exhibition will take about an hour and a half And its really worth it,"Written April 29, 2015"
4.0,We were trying to get the 3day tour done and spent too much time in this museum to complete the plan I did learn more about the Korean War than I knew before and most of the displays are in English also The museum is free so you dont feel bad if you run through quickly Id skip it if you are not especially interested,"Written April 28, 2015"
4.0,If you wanna learn about Korean history and especially about the recent history this is the place for you On the first floor there is a big exhibition about ancient history and the second floor is dedicated to the Korean war so if youre in a hurry you can directly skip to the 2nd floor A lot of explanations in English and possibility to rent an audioguide as well  The area outside the museum is also impressive  a statue of 2 Koreans south and north brothers flags of all the countries that helped during the war tanks and planes in the garden where a lot of flowers bloom in springs Anyway a nice visit  Practical info  Open from 9am till 6pm free admissionclosed on Monday Located next to Samgakji station line number 4 or 6 exit 12 Just 2 stops away from Itaewon or Seoul Station,"Written April 24, 2015"
5.0,This museum truly does an exceptional job of showing all the people of South Korea have been through in their history as well as highlighting the key role the UN and The USA in particular have had in helping secure their freedom Be sure to give yourself plenty of time as you will need it to see everything and you dont want to miss anything,"Written April 18, 2015"
4.0,well worth a visit even just the statues and displays outside are interesting the museum with several movies gives a good understanding of the war and consequences its easy to get to from the subway,"Written April 9, 2015"
5.0,Absolutely amazing place Plan to spend several hours as there is a lot to see Admission is free but they will take donations If you get hungary there is a small cafe next to the gift shop,"Written April 8, 2015"
5.0,My favourite floor was the 2nd floor  alot of information about the korean war and easy to read There are also videos for you to watch which are very informative Its fairly cold in this memorial so bring a jacket The coffee vending machines were very helpful in keeping me warm,"Written April 7, 2015"
5.0,We spent about 2 hours here It was not on our plans we happened to be passing by and saw it Really fun with the vehicles outside and then wonderful history lesson inside,"Written April 3, 2015"
5.0,This museum tells the story of the Cold War focusing on its effects in Korea Good collection of the military equipment eg planes and tanks used and donations eg letters Endless lists of the names of the soldiers killed,"Written April 3, 2015"
4.0,The day we went Friday admission was free Not sure if it is everyday We had limited time and rushed through in one hour You should really plan to have more time They have done a very good job setting up rooms and explaining the wars throughout their history Do not miss the large tear drop at the end of the tour made from hundreds of dog tags from fallen soldiers Worth the visit Enjoy,"Written March 27, 2015"
5.0,The museum was not on my list of sights for the two days my husband and I had to visit Seoul sights But we ended up going there and it became a very interesting experience The outdoor area is huge and if you are interested in aircrafts used during the war this is the place to go The museum contains a lot of artifacts which makes it more interactive and you get a very good insight into the Korean War I highly recommend this place,"Written March 26, 2015"
5.0,The War memorial in Seoul is a must visit Its located really close to Itaewon and you can literally spend the entire day looking around both inside and outside Go in the good weather so you can get the most out of the day Also dont forget to visit the War memorials that countries like Ireland and Canada have erected on the site,"Written March 26, 2015"
4.0,I could spend hours in this place Tanks old aircrafts rockets all the military freaks dreamed about And all provide sufficient information in English  Recommended place to visit,"Written March 22, 2015"
5.0,This memorial was well worth the visit I learn so much about the war and the lasting effect it had on the nation Definitely worth visiting its free before you take a tour of the DMZ,"Written March 3, 2015"
