,Unnamed: 0.1,index,Unnamed: 0,북촌한옥마을부정단어리뷰,index.1,단어,번역
189,189,23,340,"Bukchon village is actually a private housing estates prized with traditional Hanok houses. Hence, there will be volunteers to ask you to not to make too much noises to avoid disturbing the residences.  It is located near the gyeongbukhung and changdeokgung palace grounds and within walking distance from Anguk station.  It is just an area with lots of traditional houses where you can rent Hanboks and walk around the area for photo taking. It is a very tiring climb and not recommended for older folks with knee issues. But the hike up is worth is for the magnificent view. We did not pay for the observatory as the view up on the hill was good enough.  Worth a visit but only if you are in the area.",189,much,북촌마을은 사실 전통 한옥을 소중히 여기는 민가이다. 따라서 거주지에 방해가되지 않도록 너무 많은 소음을 내지 않도록 요청하는 자원 봉사자가있을 것입니다. 경북궁과 창덕궁 경내와 가깝고 안국역에서 도보로 갈 수 있는 거리에 있습니다. 한복을 대여하고 주변을 산책하며 사진을 찍을 수 있는 전통 가옥이 많은 지역입니다. 매우 피곤한 등반이며 무릎 문제가 있는 노인에게는 권장하지 않습니다. 그러나 하이킹은 멋진 전망을 위해 가치가 있습니다. 우리는 언덕 위의 전망이 충분히 좋았기 때문에 전망대 비용을 지불하지 않았습니다. 방문할 가치가 있지만 해당 지역에 있는 경우에만.
190,190,24,346,Nothing much to see except some old houses and nice ice cream. Go if you have extra time. I won't go again.,190,much,오래된 집과 멋진 아이스크림을 제외하고는 볼 것이 별로 없습니다. 시간이 더 있으면 가십시오. 나는 다시 가지 않을 것이다.
191,191,25,355,"This is people's housing area/resident. At same time they do business such as rent Hanbok, tea/coffee shop, souvenirs.. You can spend sometime here and need to walk up to high slope across all the street. The scenery here is beautiful. You can take few pics on how this unique street looks so traditional and beautiful. I guess for me, its a bit too hype on this place but for me i would give just a average review. Actually nothing much u can do here.. Surrounded by buildings.",191,much,"인민의 주거 지역/주민입니다. 동시에 한복대여, 차/커피숍, 기념품 등의 장사를 하고 있습니다. 이곳에서 시간을 보낼 수 있고 길 건너편 높은 비탈길을 걸어 올라가야 합니다. 이곳의 풍경은 아름답습니다. 이 독특한 거리가 얼마나 전통적이고 아름다운지 사진을 몇 장 찍을 수 있습니다. 나는 나를 위해이 장소에 대해 너무 과장된 것 같지만 나를 위해 나는 단지 평균적인 리뷰를 줄 것입니다. 사실 여기서 할 수 있는 일은 많지 않습니다. 건물로 둘러싸여 있습니다."
192,192,26,367,"If you are interested in architecture and how the Korean houses are constructed, this is one place that you have to visit to enjoy it. The houses are simply beautifully crafted and the place is peaceful. Getting there by foot after morning of much sightseeing nearby sights can be quite tiring as there are quite a number of slopes to walk through.",192,much,건축에 관심이 있고 한옥이 어떻게 지어지는지에 관심이 있는 사람이라면 한 번쯤 가볼만한 곳이다. 집은 단순히 아름답게 만들어졌으며 장소는 평화 롭습니다. 주변 관광지가 많은 아침 후 도보로 이동하는 것은 걸어야 할 슬로프가 많기 때문에 꽤 피곤할 수 있습니다.
193,193,27,374,This was part of a tour and it's lots of traditional houses in a specific part of Seoul. The houses are not open to the public and before you go you are asked not to make too much noise as its residential. There are people there with signs saying don't make too much noise. You really don't see the houses inside it's just the exterior and they are 100 years old it was interesting but I don't think I would make it my business to take time out to go there to see it specifically. It would be nice if one hone was on view.,193,much,이것은 여행의 일부였으며 서울의 특정 지역에 많은 전통 가옥이 있습니다. 집은 대중에게 공개되지 않으며 가기 전에 주거지로서 너무 많은 소음을 내지 않도록 요청받습니다. 너무 시끄럽게 하지 말라는 표지판이 있는 사람들이 있습니다. 당신은 정말로 집 내부를 보지 못하고 단지 외관일 뿐이고 100년이 넘었다는 것은 흥미로웠습니다. 하나의 숫돌이 시야에 있다면 좋을 것입니다.
194,194,28,392,We explored an alley which is famously known for traditional korean house/street. It is located at Bukchon-ro 11-gil street. It has view of namsan tower. We went there around 8pm (weekdays) which less crowd and manage to snap some photos. Just to remember not to make so much noise as the resident might be sleeping. #instagrammableplaceinseoul,194,much,우리는 한국 전통 가옥/거리로 유명한 골목을 탐험했습니다. 북촌로11길에 위치하고 있습니다. 남산타워가 보입니다. 우리는 군중이 적고 사진을 찍을 수 있는 오후 8시경(평일)에 갔습니다. 거주자가 자고 있을지도 모르니 너무 큰 소음을 내지 않도록 기억하십시오. #instagrammableplaceinseoul
195,195,29,398,"Bukchon Hanok Village is pretty much close to Gyeongbokgung Palace. After visiting the palace, you can walk yourself to this heritage village with ease.  PROS:  -Paved road going to the village. If you’re bringing kids in strollers, it will be easier. -Since this is located in a residential area, even if there’s a lot of visitors, you will feel the quietness of the area. -Tourism staff are everywhere in case you lose your way. You’ll also see them bringing placards reminding everyone to be quiet. -You will also see a lot of souvenir shops in the area. Some food stalls too in case you need something to munch in.  CONS:  -There’s nothing much to do other than take photos with the old houses as your background -Tourists flock to the area on a daily basis so be prepared to get your way to get good photos -If you’re bringing a car, there’s not much parking space available as the alleys are really narrow. Street parking is not a good idea. -Get yourself ready for a lot of walking.  Will I go back to Bukchon again? Probably not but it’s always good to see these types of heritage at least once.",195,much,북촌한옥마을은 경복궁에서 가깝습니다. 궁전을 방문한 후에는 이 유서 깊은 마을까지 쉽게 걸어갈 수 있습니다. 장점: - 마을로 가는 포장도로. 아이들을 유모차에 태우면 더 수월할 것입니다. - 주택가에 위치하여 방문객이 많아도 조용함을 느끼실 수 있습니다. - 길을 잃을 경우를 대비하여 관광 직원이 도처에 있습니다. 또한 모든 사람에게 조용히 하라고 알리는 플래카드를 들고 오는 것을 볼 수 있습니다. - 주변에 기념품 가게도 많이 보입니다. 먹을 것이 필요한 경우를 대비하여 일부 포장 마차도 있습니다. 단점: -오래된 집들을 배경으로 사진을 찍는 것 외에는 할 일이별로 없습니다. 좋은 사진 찍기 - 차를 가지고 오실 경우 골목이 정말 협소하여 주차할 수 있는 공간이 많지 않습니다. 노상 주차는 좋지 않습니다. - 많이 걸을 준비를 하세요. 다시 북촌으로 갈까요? 아마 그렇지 않을 수도 있지만 이러한 유형의 유산을 한 번 이상 보는 것은 항상 좋습니다.
196,196,30,401,The village is not so great. Only a small part is beautiful and good for taking photos. Other than that nothing much. I think Jeonju will be much better.,196,much,마을은 그리 크지 않습니다. 아주 작은 부분만 예쁘고 사진 찍기 좋습니다. 그 외에는 별로. 전주가 훨씬 나을 것 같아요.
197,197,31,403,"Is about 10 mins slow walk from Anguk Station Exit no. 2. Is a residential place. Therefore do keep your voices low so. as not to disturb the locals. Not suitable for elderly as there is quite a fair bit of uphill climb. We went in early afternoon and there was not much crowd. There were little shops, cafes along the way. Is a serene walk.",197,much,"안국역 1번출구에서 천천히 걸어서 10분정도? 2. 주거지입니다. 그러므로 목소리를 낮추십시오. 현지인들에게 방해가 되지 않도록 약간의 오르막이 있기 때문에 노인에게는 적합하지 않습니다. 우리는 이른 오후에 갔고 사람이 많지 않았습니다. 길을 따라 작은 상점, 카페가있었습니다. 고요한 산책입니다."
198,198,32,413,It was our first afternoon in Seoul and we wandered around here for a few hours in the spring sunshine. Although it is allegedly closed on Sundays it certainly wasn’t. Many a Korean here dressed in hanbok’s added to the scenes. It may not be suitable for those with walking difficulties as much of it is up and down hills.,198,much,서울에서의 첫날 오후였고 우리는 봄 햇살을 받으며 몇 시간 동안 이곳을 돌아다녔습니다. 일요일에 문을 닫는다고 하지만 확실히 그렇지는 않았습니다. 여기에 한복을 입은 많은 한국인이 장면에 추가되었습니다. 오르막길과 내리막길이 많아 보행이 불편한 분에게는 적합하지 않을 수 있습니다.
199,199,33,427,"Beautiful place with a view! preserved in very good style! very much watched by tourists because for every building there is a sign ""do not enter"" the fact that people live there makes people find it more interesting!",199,much,"전망이 아름다운 곳! 아주 좋은 스타일로 보존! 모든 건물에 ""들어오지 마세요""라는 표시가 있기 때문에 관광객들이 매우 많이 봅니다. 그곳에 사람들이 살고 있다는 사실이 사람들을 더 흥미롭게 만듭니다!"
200,200,34,444,"We took the subway to Anguk station to Bukchon Hanok Village after visiting the Gyeongbokgung Palace and enjoyed an uphill stroll into the traditional village. All the homes are built as low rises with unique roofing characteristic of architecture from 600 years ago.  Unless waiting for a unique photo opportunity of the horizon during sunrise or sunset, I would not spend too much time here as there isn't that much to see.",200,much,"경복궁을 둘러본 후 지하철을 타고 안국역에서 북촌한옥마을로 이동하고 오르막길을 따라 전통마을을 둘러보았다. 모든 집은 600년 전 건축의 독특한 지붕 특성을 가진 저층 구조로 지어졌습니다. 일출이나 일몰 동안 수평선의 독특한 사진 기회를 기다리지 않는 한, 나는 볼 것이 많지 않기 때문에 여기에서 너무 많은 시간을 보내지 않을 것입니다."
201,201,35,454,"Very much enjoyed walking around. Very pretty, so many unusual doorways, locks etc to photograph, so I took lots of photographs, many enhanced by young people in traditional dress. Not to be missed.  I felt sorry for the residents, as despite notices everywhere asking people to be quiet, not many people took any notice. With three days notice, you can get a free guided tour from a volunteer from Seoul city government.  Can reach by Metro line 3 to Anguk, exit three",201,much,"걷는 것을 매우 즐겼습니다. 매우 예쁘고 특이한 출입구, 자물쇠 등을 많이 찍어서 사진을 많이 찍었습니다. 많은 사진이 전통 의상을 입은 젊은이들에 의해 강화되었습니다. 놓치지 마세요. 곳곳에 사람들에게 조용히 해달라는 안내문이 떴는데도 많은 사람들이 눈치채지 못해서 주민들에게 미안한 마음이 들었다. 3일 전에 미리 공지하면 서울시 자원봉사자로부터 무료 가이드 투어를 받을 수 있습니다. 지하철 3호선 안국방면 3번출구 이용가능"
202,202,36,468,"Not as exciting as I hoped it would be, but it was December and the middle of Winter, which also made it unpleasant.  The architecture and village layout is fascinating, but unless we missed the right spots and location, there was not much to see.  Please research before you go.",202,much,"기대만큼 신나는 건 아니었지만, 12월과 겨울의 한가운데여서 기분도 묘했다. 건축물과 마을 배치는 매혹적이지만 우리가 올바른 장소와 위치를 놓치지 않는 한 볼 것이 많지 않았습니다. 가시기 전에 조사해 주십시오."
203,203,37,477,Reachable via metro orange line and off at Anguk station and about 10-15 minutes walk north and you won’t miss the place. It’s crowded and hard to take a good photo but if you’re lucky it’s a nice nostalgic place especially if you’re wearing their traditional hanbok dress! Be Very careful when you rent the dress since every additional ornament is chargeable. People are warned not to make to much noise since the place is actually residential but most tourists can’t resist making loud voices! It is advisable to come here during week days to avoid over crowding.,203,much,지하철 오렌지 라인을 타고 안국역에서 하차하고 북쪽으로 도보로 약 10-15분 거리에 있으며 장소를 놓치지 않을 것입니다. 사람이 많아 사진을 잘 찍기 힘들지만 운이 좋다면 특히 한복을 입고 가면 좋은 추억이 될 것 같아요! 모든 추가 장신구는 유료이므로 드레스를 빌릴 때 각별히 주의하십시오. 사람들은 장소가 실제로 주거지이기 때문에 많은 소음을 내지 말라고 경고하지만 대부분의 관광객들은 큰 소리를 내는 것을 거부할 수 없습니다! 혼잡을 피하기 위해 평일에 방문하는 것이 좋습니다.
204,204,38,478,"The place is too crowded and you cannot make too much noises, because its a village of private houses!  It is very easily reached from Insadong trip, walking about 10 -15minutes from there. The village is not big, but walking uphill of the village was worth it as you get to see some beautiful scenery too.  Overall, you guys should visit Jeonju Hanok Village instead.",204,much,장소는 개인 주택의 마을이기 때문에 너무 혼잡하고 너무 많은 소음을 낼 수 없습니다! 인사동여행에서 10~15분 정도 걸어가면 아주 쉽게 갈 수 있습니다. 마을이 크지는 않지만 마을의 오르막길을 걷는 것도 아름다운 풍경을 볼 수 있어 그만한 가치가 있었습니다. 전반적으로 전주 한옥 마을을 대신 방문해야합니다.
205,205,39,487,"Great place to spend a few hours strolling. Do try to get away from the crowds a bit as the scenery becomes much more enjoyable. Also, while not all visitors will be, it is best to be as courteous and quiet as you can as this is a neighborhood and not Time Square.",205,much,몇 시간을 산책하기에 좋은 곳입니다. 풍경이 훨씬 더 즐거워질 때 군중에서 조금 벗어나려고 노력하십시오. 또한 모든 방문객이 그런 것은 아니지만 타임스퀘어가 아닌 동네이기 때문에 가능한 한 정중하고 조용한 것이 가장 좋습니다.
206,206,40,544,"There is not much to see here, but it's a great walk around this area. After you see the palace which is closeby, you can then visit this attraction.",206,much,이곳에는 볼 것이 많지 않지만 이 지역을 산책하기에 좋습니다. 가까이에 있는 궁전을 보고 나면 이 명소를 방문할 수 있습니다.
207,207,41,549,"We have spend too much walking on the first 2 day hence not really enjoy the view here. The scenic is nice if taking picture with Hanbok. Else it just a tourist place with some many selfie stick on your photo session. But, a short walk after lunch is nice.",207,much,우리는 처음 2일 동안 걷는 데 너무 많은 시간을 보냈으므로 여기에서 보기를 즐기지 않습니다. 한복을 입고 사진을 찍으면 경치가 좋다. 그렇지 않으면 사진 세션에 셀카봉이 많이 있는 관광지일 뿐입니다. 그러나 점심 식사 후 짧은 산책은 좋습니다.
208,208,42,563,Nothing much to explore here imo as everywhere sells basically the same things. All you could do there is to take pictures and enjoy the building styles?,208,much,모든 곳에서 기본적으로 동일한 것을 판매하기 때문에 여기에서 탐험할 것이 별로 없습니다. 사진을 찍고 건물 스타일을 즐기는 것뿐입니까?
209,209,43,631,"Amazing how did the village still kept it’s old look and modernized at the same time ... I would really advice people to visit the village however, it would be very much appreciative to be quite as the people are negatively affected by tourist and kept silence is something really good, the architecture of the place is well maintained I loved the place  Manal Oman",209,much,마을이 어떻게 여전히 옛 모습을 유지하면서 동시에 현대화되었는지 놀랍습니다 ... 나는 사람들에게 마을을 방문하는 것을 정말로 조언하고 싶지만 사람들이 관광객에 의해 부정적인 영향을 받고 침묵을 지켰기 때문에 매우 감사 할 것입니다. 정말 좋은 것입니다. 장소의 건축이 잘 유지되고 있습니다. 나는 Manal Oman을 좋아했습니다.
210,210,44,634,"Even tho locals don't like you visiting as they feel it's invading their privacy, it is a beautiful street with lovely traditional houses worth seeing. Just be mindful that people live there and dont make too much noise.",210,much,현지인들도 사생활 침해라고 생각해서 방문하는 것을 좋아하지 않지만 아름다운 전통 가옥이 있는 아름다운 거리입니다. 사람들이 거기에 살고 너무 많은 소음을 내지 않는다는 점에 유의하십시오.
211,211,45,648,"Hanbok rental can be a bit more pricey than at the Palace around 10,000krw for 1 hour, however, It’s better for pictures here and you wont have to do much photoshop to cut out strangers from your photo :D go there around 9am, no one and no tour is there yet! Btw, keep the noise at the lowest level please, I did feel really bad for those people who lived there since there were a lot of tourists around after 11am.",211,much,"한복대여는 1시간에 10,000원 ​​정도에 궁전에서보다 조금 더 비쌀 수 있지만, 여기에서 사진이 더 좋고 사진에서 낯선 사람을 잘라내기 위해 많은 포토샵을 할 필요가 없습니다 :D 오전 9시경에 가세요. 아직 투어가 없습니다! Btw, 소음을 가장 낮은 수준으로 유지하십시오. 오전 11시 이후에 주변에 많은 관광객이있어서 거기에 사는 사람들에게 정말 기분이 나빴습니다."
212,212,46,651,"What's not to like? It is interesting, free, sandwiched between other sites you are likely to visit and a good place for a nice stroll. It is much more pleasant and less crowded than the more frantic, packed Namdaenum market.",212,much,좋아하지 않는 것은 무엇입니까? 그것은 흥미롭고 무료이며 방문할 가능성이 있는 다른 사이트와 멋진 산책을 위한 좋은 장소 사이에 끼어 있습니다. 북적이는 남대문시장보다 훨씬 쾌적하고 덜 붐빈다.
213,213,47,654,There’s not much here to see. It’s worth a 30 minute visit if you’re in the area. There is one street where you can take a picture.,213,much,볼 것이 별로 없습니다. 이 지역에 있다면 30분 정도 방문할 가치가 있습니다. 사진을 찍을 수 있는 거리가 하나 있습니다.
214,214,48,660,"I don’t regret going, but it was a waste of time. There really isn’t much to see or do, and the people living in the village are very vocal as to how much they hate that you are there. In prominent display are signs specifically complaining about and admonishing tourists. Who cares though because it’s not really a cool place to go.",214,much,"가본 걸 후회하진 않지만 시간낭비였다. 정말 볼 것도 할 것도 많지 않고, 마을에 사는 사람들은 당신이 그곳에 있다는 것을 얼마나 싫어하는지에 대해 매우 목소리가 높습니다. 눈에 띄는 디스플레이에는 특히 관광객에 대해 불평하고 훈계하는 표지판이 있습니다. 정말 멋진 곳이 아니기 때문에 누가 신경을 쓰겠습니까?"
215,215,49,675,"spent about 1 to 2 hours there.  This is a residential area so do be quiet and not be a nuisance to the residents there (not all welcome the prying eyes of tourists into their personal homes)  Beautiful architecture. Would recommend hiring some traditional dresses for more authentic pictures but we were too hot and sweaty to get into those.  But besides just looking at the resident's houses, there isn't very much to do there. But still worth a visit.  PS : There is a self-proclaimed Michelin star Ginseng Chicken soup there near the entrance. It's a fake! We tried it and were disappointed. And my husband checked the Michelin guide and it's not there!",215,much,그곳에서 약 1~2시간을 보냈다. 이것은 주거 지역이므로 조용하고 거주자에게 방해가 되지 않습니다. 더 확실한 사진을 위해 전통적인 드레스를 고용하는 것이 좋지만 우리는 너무 덥고 땀을 흘리며 그 옷을 입기에는 너무 덥습니다. 하지만 주민들의 집을 구경하는 것 외에는 할 일이 별로 없습니다. 그러나 여전히 방문할 가치가 있습니다. PS : 입구 근처에 미슐랭 스타 인삼 치킨 수프가 있습니다. 가짜야! 우리는 그것을 시도하고 실망했습니다. 그리고 남편은 미슐랭 가이드를 확인했는데 거기에 없습니다!
216,216,50,701,"A decent view of old Korean houses, many which are still residences. I have a mixed feeling about this place - as much as I want to walk around and see more of these olden architectures and there are official tourism officers roaming around to help in directions, we saw banners than hinted that tourists aren't that welcomed. I can fully understand - if you are a resident, you wouldn't want to have tourists roaming in your neighborhood, taking pictures and making noises!",216,much,"아직도 거주하고 있는 오래된 한국 가옥의 괜찮은 전망. 나는 이 장소에 대해 엇갈린 감정을 가지고 있습니다. 이 오래된 건축물을 더 많이 보고 싶고 길을 안내하기 위해 돌아다니는 공식 관광 담당자가 있는 만큼 우리는 관광객이 환영받지 못한다는 암시보다 배너를 보았습니다. 나는 충분히 이해할 수 있습니다. 당신이 거주자라면, 당신은 관광객들이 당신의 이웃을 돌아다니며 사진을 찍고 소음을 내는 것을 원하지 않을 것입니다!"
217,217,51,741,"The two best pieces of advice in visiting Bukchon are: Ignore many of the “recommended walk routes” you find, particularly in guide books. They would be better called “If you walk in and around this general perimeter we’ve laid out, you’ll see Bukchon”. Go to the “Images” option of most search engines and type in “Bukchon”, you’ll find alternative, much more detailed (and perhaps better) walking route maps.  Get an early start (getting to Bukchon by 8:00 – 8:30 A.M. is recommended). The area is surprisingly small and the streets very narrow. By 10:00, it’ll start to fill up with mini tour groups and other tourists with cameras to the point that any pictures you take will be mostly of other people taking pictures. This is especially true for the north-west section of Bukchon. [If it’s just you and the occasional resident walking their dog or walking to school, you’ll know you’re there at the right time]. If you’re staying close by, it might be a good idea to visit it until crowds start to show up, then leave and pick up where you left of the next day.  Finally, not to be preachy but keep in mind that you are, for all intents and purposes, in these people’s front and back yards.",217,much,"북촌을 방문할 때 가장 좋은 두 가지 조언은 다음과 같습니다. 특히 가이드 북에서 찾을 수 있는 많은 ""권장 산책로""를 무시하십시오. ""우리가 배치한 이 일반 경계선을 따라 걸으면 북촌이 보입니다.""라고 하는 것이 더 낫습니다. 대부분의 검색 엔진에서 ""이미지"" 옵션으로 이동하여 ""북촌""을 입력하면 대안의 훨씬 더 자세한(그리고 아마도 더 나은) 도보 경로 지도를 찾을 수 있습니다. 일찍 출발하십시오(북촌에 오전 8시 – 8시 30분까지 도착하는 것이 좋습니다). 이 지역은 놀라울 정도로 작고 거리는 매우 좁습니다. 10:00이 되면 당신이 찍는 사진은 대부분 다른 사람들이 찍는 사진이 될 정도로 카메라를 든 미니 투어 그룹과 다른 관광객들로 가득 찰 것입니다. 특히 북촌 북서쪽 구간이 그렇다. [당신과 가끔 거주자가 개를 산책시키거나 학교에 걸어가는 사람만 있다면, 당신은 당신이 적절한 시간에 거기에 있다는 것을 알게 될 것입니다]. 근처에 머물고 있다면 군중이 나타나기 시작할 때까지 방문한 다음 다음날 떠나는 곳에서 픽업하는 것이 좋습니다. 마지막으로, 설교하는 것이 아니라 모든 의도와 목적을 위해 이 사람들의 앞마당과 뒷마당에 있다는 것을 명심하십시오."
218,218,52,745,"Here we can see the traditional korean house, small street left right traditional korean house with some art shops...and cafe in beginning of street....i like this area very much !",218,much,여기에서 우리는 전통적인 한국 가옥을 볼 수 있습니다. 작은 거리 왼쪽 오른쪽에 일부 미술 상점이 있는 한국 전통 가옥... 그리고 거리 시작 부분의 카페....이 지역을 매우 좋아합니다!
219,219,53,749,"We felt like this area's charm was exaggerated. Pretty but not much to do besides take a quick stroll and maybe grab a bite to eat. Various guidebooks had advised us to spend several hours there, but we didn't understand the appeal.",219,much,우리는이 지역의 매력이 과장된 것처럼 느꼈습니다. 예쁘지만 빠른 산책을 하고 식사를 하는 것 외에는 할 일이 별로 없습니다. 다양한 가이드 북에서 몇 시간을 보내라고 조언했지만 우리는 그 호소를 이해하지 못했습니다.
220,220,54,757,"The streets are of the ancient past, however, very much renovated to add the modern feel. Hence to me, it has lost its ancient feel a lot.  I walked for 15 minutes and was done. The rest of shops along the surrounding streets are almost 100% western and modern shops like café, coffee, souvenirs.",220,much,"거리는 고대의 것이지만 현대적인 느낌을 더하기 위해 많이 개조되었습니다. 그래서 나에게 그것은 고대의 느낌을 많이 잃어 버렸습니다. 15분 걸으니 끝. 주변 거리를 따라 늘어선 나머지 상점들은 거의 100% 서양식 상점과 카페, 커피, 기념품과 같은 현대식 상점입니다."
221,221,55,768,"Visited Bukchon on an unusually warm day during early Spring. Other than the warm weather, the walk around Bukchon was interesting. The traditional houses are built closely-knitted and you wonder how it feels to live so close to your neighbours but I got a chance to step into a open house and surprisingly the internal compound was very surreal, cooling, private and cosy. On top of the traditional houses, there are plenty of quaint shops to keep your eyes and wallets busy. My girlfriend and I enjoyed our first trip there so much that we visited again during our 8-day stay in Seoul. On a good cool day, you can leisurely walk from Gyeongbukgong Palace to Bukchon. A must visit place.",221,much,이른 봄의 유난히 따뜻한 날에 북촌을 방문했습니다. 따뜻한 날씨를 빼면 북촌을 산책하는 재미가 쏠쏠했다. 전통 가옥은 촘촘하게 짜여져 있어 이웃과 그렇게 가까이 사는 것이 어떤 느낌인지 궁금하시겠지만 오픈 하우스에 들어갈 기회가 있었고 놀랍게도 내부 건물은 매우 초현실적이고 시원하며 사적이고 아늑했습니다. 전통 가옥 위에는 눈과 지갑을 바쁘게 만들 기이 한 상점이 많이 있습니다. 내 여자 친구와 나는 첫 번째 여행을 너무 좋아해서 서울에서 8일 동안 머무르는 동안 다시 방문했습니다. 선선한 날에는 경북궁에서 북촌까지 여유롭게 걸을 수 있습니다. 꼭 가봐야 할 곳.
222,222,56,778,"I would say avoid this as it is mostly a tourist trap, with shops all over the place. Instead visit the Namsan Hanok Village, it is quieter, cleaner and is pretty much the same thing.",222,much,나는 대부분의 상점이 도처에 있는 관광객 함정이기 때문에 이것을 피한다고 말하고 싶습니다. 대신 남산 한옥 마을을 방문하십시오. 더 조용하고 깨끗하며 거의 같은 것입니다.
223,223,57,783,"Going here really does feel like stepping in a different place and time, so very different from Seoul's modern buildings. We had a free walking tour from the Korea Visit Org (highly recommended, the guides speak good English and are very friendly -- plus it's free) and it was enjoyable.  Only thing is the entire walk can be very tiring, especially the uphill areas. My two elderly companions didn't enjoy it as much because of all the walking. Wear good shoes, maybe trim your itinerary a bit if you're short on time. This is a place best made for slower walks and absorbing the scenery.",223,much,"이곳에 가면 정말 서울의 현대식 건물들과는 사뭇 다른 시간과 장소에 와 있는 것 같은 기분이 듭니다. 우리는 Korea Visit Org에서 무료 도보 여행을 가졌습니다. 유일한 것은 전체 산책, 특히 오르막 지역이 매우 피곤할 수 있다는 것입니다. 나의 두 나이 든 동료는 걷는 모든 것 때문에 그것을 그다지 즐기지 않았습니다. 좋은 신발을 신으십시오. 시간이 없다면 일정을 조금 줄이십시오. 천천히 걸으며 경치를 감상하기에 최적의 장소입니다."
224,224,58,788,"The area is nice filling with coffee shop and nice shopping area. However, I am not very impressed for the old town part. It is nice to visit but don't expect too much.",224,much,이 지역은 커피 숍과 멋진 쇼핑 지역으로 채워져 있습니다. 그러나 나는 구시 가지 부분에 대해별로 감동하지 않습니다. 방문하는 것은 좋지만 너무 많은 것을 기대하지는 마십시오.
225,225,59,806,"Strolling the streets of the Bukchon Hanok Village is like stepping into Joseon Dynasty Korea for a while. The traditional houses are beautiful and kept in pristine condition considering their age.  I suggest getting a map in your language since the streets felt a bit like a maze or labyrinth at times; although, there are so many people around, it would be nearly impossible to get lost. There are some really fantastic views of the city from this area as well; so, it makes for some perfect photo ops as well.  Some of the hanoks have been turned into tea rooms, museums, and art galleries. This would be pretty much the only way you could view the interior of one of these historic homes; because the rest are still private residences.  Go when the weather is fine and you have a few hours to stroll.",225,much,"북촌한옥마을의 거리를 걷는 것은 잠시 조선시대에 들어와 있는 것과 같다. 전통 가옥은 아름답고 세월에 비해 깨끗한 상태를 유지하고 있습니다. 거리가 때때로 미로나 미로처럼 느껴졌기 때문에 나는 당신의 언어로 된 지도를 얻을 것을 제안합니다. 주변에 사람이 너무 많아 길을 잃는 것은 거의 불가능합니다. 이 지역에서도 도시의 환상적인 전망을 볼 수 있습니다. 따라서 완벽한 사진 작업도 가능합니다. 한옥의 일부는 다실, 박물관, 미술관으로 바뀌었습니다. 이것은 이 유서 깊은 집 중 하나의 내부를 볼 수 있는 거의 유일한 방법일 것입니다. 나머지는 여전히 개인 주택이기 때문입니다. 날씨가 좋고 산책할 시간이 몇 시간 있을 때 가십시오."
226,226,60,809,"actually, lots of this area is private are which is owned by citizen. but the government opens for public as a tourist destination. so, they suggest you not to make noisy sounds. you can see the typical of old style Korean house. my friend who was my guide said that this area is quite expensive. so, all the house might have expensive price. don't forget to take a map at the tourist information, because they give a direction how to explore this place. only few place in the Bukchon that have free entrance. if you want to see inside the house, you have to pay 10.000 won. if you want see all around Bukchon from 3rd fl., you have to pay also (but i forgot how much is it). i've found nothing special in here, just to improve knowledge about the Korean tradition. Bukchon is very near to Gyeongbokgung. so, after visit Gyeongbokgung, try to walk to find Bukchon.",226,much,"실제로, 이 지역의 많은 부분은 시민이 소유한 사유지입니다. 그러나 정부는 관광지로 대중에게 개방합니다. 그래서 그들은 시끄러운 소리를 내지 말 것을 제안합니다. 한옥의 전형적인 모습을 볼 수 있습니다. 가이드였던 친구는 이 지역이 꽤 비싸다고 했다. 그래서 모든 집이 비싼 가격을 가질 수 있습니다. 관광 안내소에서 지도를 가져오는 것을 잊지 마세요. 이곳을 탐색하는 방법을 알려주기 때문입니다. 북촌에서 무료입장이 가능한 곳은 거의 없습니다. 집 안을 보고 싶으면 10,000원을 내야 한다. 3층에서 북촌 일대를 보고 싶다면 돈을 내야 합니다(얼마인지 잊어버렸습니다). 나는 한국 전통에 대한 지식을 향상시키기 위해 여기에서 특별한 것을 발견하지 못했습니다. 북촌은 경복궁과 매우 가깝습니다. 그래서 경복궁을 방문한 후 북촌을 찾기 위해 걸어보십시오."
227,227,61,814,Bukchon Hanok Village is unique because it is mostly residential. It is a quiet and calm area which is definitely worth visiting if you're only staying in Seoul. If you have more time in Korea I would highly recommend the Jeonju Hanok Village which is much larger and more interesting (it has lots of cute cafes and boutiques too).  Pick up a map from the tourist centre and do some exploring in Bukchon :),227,much,북촌한옥마을은 대부분 주거지역이라는 점에서 독특하다. 서울에만 머무른다면 꼭 가볼만한 조용하고 한적한 지역입니다. 한국에 시간이 더 있다면 훨씬 더 크고 흥미로운 전주한옥마을을 적극 추천합니다(귀여운 카페와 부티크도 많이 있습니다). 관광안내소에서 지도를 들고 북촌을 탐방해보세요 :)
