,Unnamed: 0.1,index,Unnamed: 0,경복궁부정단어리뷰,index.1,단어,번역
328,328,223,2306,This place brings so much traditional feels for the millenials. I also recommend wearing hanbok while visiting this place to give you more superb traditional experience,328,much,이곳은 밀레니얼 세대에게 전통적인 느낌을 많이 줍니다. 또한 이곳을 방문하는 동안 한복을 입고 더 멋진 전통 경험을 제공하는 것이 좋습니다.
329,329,224,2309,This palace is beautiful and there is much more to it if you go to the back and around the property. Look for the small lake and take instagramable pictures.,329,much,이 궁전은 아름답고 건물의 뒤쪽과 주변으로 가면 더 많은 것이 있습니다. 작은 호수를 찾아 인스타그램에 올릴 사진을 찍어보세요.
330,330,225,2317,"Since much of Korean culture was destroyed by the Japanese, all the buildings in the palace are replicas of actual buildings. Interesting if you are a history buff but not particularly impressed with the structures themselves.",330,much,한국 문화의 많은 부분이 일제에 의해 파괴되었기 때문에 궁궐의 모든 건물은 실제 건물을 복제한 것입니다. 당신이 역사 애호가이지만 구조 자체에 특히 감명을받지 않은 경우 흥미 롭습니다.
331,331,226,2325,"Good place for photo memories nothing much to do only to watch the show small show , across the road one shop you can rent the traditional custom per hour and you go inside the place and enjoy taking photos",331,much,사진 추억을위한 좋은 장소 쇼 작은 쇼를보기 위해 할 일이별로 없습니다. 길 건너편에 한 상점에서 시간당 전통 관습을 빌릴 수 있으며 장소에 들어가서 사진을 찍을 수 있습니다.
332,332,227,2332,"You will consider the Gyeongbokgung Palace a average asian palace if you've been to Imperial Palace / Forbidden city in China or Angkor Wat in Cambodia. Hence, don't expect too much once you enter the Gyeongbokgung compound. If your main purpose is just to take pictures, you can spend a max of 4 hours roving around the palace. The highlight of our visit in Gyeongbokgung is the changing of guards which is scheduled every 9AM and 2PM.",332,much,중국의 고궁/고궁이나 캄보디아의 앙코르와트에 가본 적이 있다면 경복궁을 평범한 아시아 궁전으로 여길 것입니다. 따라서 경복궁에 들어서면 너무 많은 것을 기대하지 마십시오. 주요 목적이 사진을 찍는 것이라면 궁전 주변을 돌아 다니며 최대 4 시간을 보낼 수 있습니다. 경복궁 방문의 하이라이트는 매일 오전 9시와 오후 2시에 예정된 근위병 교대식입니다.
333,333,228,2337,"Had so much fun touring this palace, imagining the drama and intrigues within its walls! You MUST, I repeat, MUST plan to visit first a hanbok rental place nearby and enjoy wearing this traditional costume while visiting the palace. This made the visit especially memorable and fun.  PROS: * Super-fun wearing hanbok (traditional Korean costume) while visiting the palace * Free entrance into the palace, while wearing hanbok. * Lots of opportunity for photos in this historic place, while wearing traditional costume.  CONS: * Chilly in November (40F), but manageable * Hanbok rental costs more than palace admission, but hey, it's fun. * Did not rent the audio tour because my husband said it wouldn't match his costume (hahaha!), but would have added much to the tour.  Rented hanbok for 3-4 hours because hate to rush back, but we only took 2.5 hours because it was chilly and any longer would not have been necessary.",333,much,"이 궁전을 여행하면서 그 벽 안의 드라마와 음모를 상상하는 것이 너무 재미있었습니다! 반복합니다. 먼저 가까운 한복 대여소를 방문하고 궁전을 방문하는 동안 이 전통 의상을 입고 즐길 계획을 세워야 합니다. 이것은 방문을 특히 기억에 남고 재미있게 만들었습니다. 장점: * 궁궐을 방문하는 동안 한복을 입는 것이 매우 재미있습니다. * 한복을 입고 궁에 무료로 입장할 수 있습니다. * 이 역사적인 장소에서 전통 의상을 입고 사진을 찍을 기회가 많습니다. 단점: * 11월(40층)은 쌀쌀하지만 관리가 가능합니다. * 한복대여비가 궁궐 입장료보다 비싸지 만, 재미있습니다. * 남편이 의상과 어울리지 않는다고 말했기 때문에 오디오 투어를 대여하지 않았지만(하하하!) 투어에 많은 것을 추가했을 것입니다. 서두르는 게 싫어서 한복을 3~4시간 빌렸는데, 추워서 더 이상 필요 없을 것 같아서 2.5시간 밖에 걸리지 않았습니다."
334,334,229,2348,"Small and nothing much to see. I expect that the palace is more or less like the forbidden city in Beijing, but a bit dissappointed after visiting gyeongbokgung palace.",334,much,작고 볼 것이 많지 않습니다. 궁궐이 북경의 고궁과 비슷할 거라 예상하지만 경복궁을 방문하고 나서 조금은 실망스럽습니다.
335,335,230,2353,The palace was 10 minutes walk from the Four Seasons and we could see it from the hotel itself. We were fortunate enough to catch the first snow of the season overnight so awoke to a blanket of 2-3 inches of settled snow.  The walk to the palace took longer due to the conditions and the visit to the palace made a little more magical by the white out effect. Ordinarily there isn’t too much to see but we dawdled to admire the scene even though it was cold.  Felt a little sorry for the guards in costume - hopefully they were suitably dressed underneath.,335,much,궁전은 Four Seasons에서 도보로 10분 거리에 있었고 우리는 호텔 자체에서 그것을 볼 수 있었습니다. 우리는 하룻밤 사이에 시즌의 첫 눈을 잡을 만큼 운이 좋았고 2-3인치의 눈이 덮인 담요에 잠에서 깼습니다. 궁궐까지의 산책은 여건상 더 오래 걸리고 궁궐을 방문하는 것은 화이트 아웃 효과로 인해 조금 더 마법처럼 느껴졌습니다. 평소에는 볼거리가 많지 않은데 우리는 추웠는데도 멍하니 그 광경을 감상했다. 의상을 입은 경비원에게 약간 미안한 생각이 들었습니다. 잘하면 아래에 적절하게 옷을 입었습니다.
336,336,231,2387,"Gyeongbokgung continued to serve as the main palace of the Joseon dynasty until the premises were destroyed by fire during the Imjin War (1592?1598) and abandoned for two centuries. However, in the 19th century, all of the palace's 7,700 rooms were later restored under the leadership of Prince Regent Heungseon during the reign of King Gojong. Some 500 buildings were restored on a site of over 40 hectares.The architectural principles of ancient Korea were incorporated into the tradition and appearance of the Joseon royal court.  In the early 20th century, much of the palace was systematically destroyed by Imperial Japan. Since then, the walled palace complex is gradually being restored to its original form. Today, the palace is arguably regarded as being the most beautiful and grandest of all five palaces. It also houses the National Palace Museum of Korea and the National Folk Museum within the premises of the complex",336,much,"경복궁은 임진왜란(1592-1598) 때 건물이 소실되어 2세기 동안 버려질 때까지 조선 왕조의 궁궐로 계속 사용되었습니다. 그러나 19세기에 고종 때 흥선군이 이끄는 궁궐의 7,700개 방이 모두 복원되었습니다. 40헥타르가 넘는 부지에 500여 개의 건물이 복원되었습니다. 고대 한국의 건축 원리가 조선 왕실의 전통과 모습에 반영되었습니다. 20세기 초, 궁전의 대부분은 일본 제국에 의해 체계적으로 파괴되었습니다. 그 이후로 벽으로 둘러싸인 궁전 단지는 점차 원래 형태로 복원되고 있습니다. 오늘날 이 궁전은 틀림없이 다섯 개의 궁전 중에서 가장 아름답고 웅장하다고 여겨집니다. 또한 단지 내에는 국립고궁박물관과 국립민속박물관이 있습니다."
337,337,232,2432,This palace is pretty and very big to explore. You can take a half day for taking so much beautiful picture especially on the part where you enter the palace and go to the left where there is a park there is a palace in a middle of little lake. Very recommended to go there.,337,much,이 궁전은 아름답고 탐험하기에 매우 큽니다. 특히 궁에 들어서서 왼쪽으로 가면 공원이 있는 부분에 작은 호수 한가운데에 궁이 있는 부분에서 반나절이면 이렇게 아름다운 사진을 찍을 수 있습니다. 거기에가는 것이 좋습니다.
338,338,233,2446,"Visited this palace during the fall season, and you will see the surroundings with yellowish or redish trees.  I only visited 2 palaces in total, but seems this is one of the biggest? Not too sure. It seems that the palace internal design and its layout looks pretty much similar. If you are one who watched quite a few of those Korea’s ancient drama, you will feel that those drama scene came alive in front of you.  There’s a national museum (just right when you came out of the station) which is free admission. Personally, I find it really interesting as you get to know the rich history of Korea in the past.  Further ahead (right besides the museum), there’s a park (at least that’s what I think it is) where you will see a big massive big yellowish tree. Many people who rented the traditional hanbok costume will be taking pictures at there. It was really some nice scene and relaxing.",338,much,"가을철에 이 궁을 방문하면 주변이 노랗거나 붉은 나무로 둘러싸여 있는 것을 볼 수 있습니다. 나는 총 2개의 궁전만 방문했는데, 이것이 가장 큰 궁전 중 하나인 것 같다. 너무 확실하지 않습니다. 궁전 내부 디자인과 레이아웃이 거의 비슷해 보입니다. 한국의 고대 드라마를 꽤 많이 본 사람이라면 그 드라마 장면이 눈앞에 생생하게 살아 있음을 느낄 것입니다. 무료입장인 국립박물관(역에서 나오자마자 바로)이 있습니다. 개인적으로 한국의 풍부한 과거 역사를 알게 ??되면서 정말 흥미로웠습니다. 더 앞으로(박물관 바로 옆), 공원이 있습니다(적어도 제 생각에는 그런 것 같습니다). 그곳에서 크고 큰 노란 나무를 볼 수 있습니다. 전통 한복을 대여한 많은 사람들이 그곳에서 사진을 찍고 있을 것입니다. 정말 멋진 장면과 휴식이었습니다."
339,339,234,2456,"If you travel to Seoul, a visit to this palace is a must! While we did not hire any handbock (found it a bit of a tourist trap), we did enjoy the walk around the palace and very much loved watching people dressed up with the traditional Korean clothes, and took many pics of people taking pics. I can recommend a visit but be aware that you will find many many people there.",339,much,서울을 여행한다면 이 궁전은 꼭 가봐야 합니다! 우리는 핸드복을 고용하지 않았지만 (약간의 여행자 함정임을 알았습니다) 우리는 궁전 주변을 산책하는 것을 즐겼고 한국 전통 의상을 차려 입은 사람들을 보는 것을 매우 좋아했으며 사진을 찍는 사람들의 사진을 많이 찍었습니다. 나는 방문을 추천할 수 있지만 그곳에서 많은 사람들을 찾을 수 있다는 것을 알고 있습니다.
340,340,235,2489,"I visited the Palace grounds twice as the first time I did not get a chance to see it all. The second time with a friend, we rented traditional Korean outfits and explored. Was such a neat experience and excellent for photographs. The palace and the grounds are beautifully kept and so much history.",340,much,나는 처음으로 모든 것을 볼 기회가 없었을 때 궁전 경내를 두 번 방문했습니다. 친구와 두 번째로 우리는 한국 전통 의상을 빌려 탐험했습니다. 그런 깔끔한 경험이었고 사진에 탁월했습니다. 궁전과 부지는 아름답게 보존되어 있으며 많은 역사를 가지고 있습니다.
341,341,236,2490,I was impressed by how much history this site holds. Even though most of the buildings are not original it's still a great stop in Seoul. Be sure to be present for the changing of the guards that was my favorite part of this visit!,341,much,나는 이 사이트가 얼마나 많은 역사를 가지고 있는지에 깊은 인상을 받았습니다. 대부분의 건물이 독창적이지는 않지만 여전히 서울에서 훌륭한 명소입니다. 이번 방문에서 가장 마음에 들었던 경비원 교대식에 참석하십시오!
342,342,237,2493,"This is a fantastic palace to visit in Seoul as it's very large and there's so much to see. There are many picturesque views to photograph and if you bought the combination ticket for the palace and royal shrine, you'll be able to read a little of its history in the booklet.",342,much,"이것은 매우 크고 볼 것이 많기 때문에 서울에서 방문하기에 환상적인 궁전입니다. 사진을 찍을 수 있는 그림 같은 풍경이 많이 있으며, 궁전과 왕궁의 통합 티켓을 구입하면 소책자에서 그 역사를 조금 읽을 수 있습니다."
343,343,238,2495,A nice stroll in any time of the day is great in this palace. So much to venture and see. You'll meet friendly locals here just watch out for the tourist ;),343,much,이 궁전에서는 하루 중 언제라도 멋진 산책이 좋습니다. 모험하고 볼 것이 너무 많습니다. 이곳에서 친절한 현지인들을 만나실 수 있습니다. 관광객만 조심하세요 ;)
344,344,239,2523,"While visiting Seoul in September 2018, My husband & I took one hour free English tour provided by the palace. I believe they provide two English tours per day. The tour schedule was posted in the ticket office. We enjoyed the tour very much & learned about not only a part of Korean history but also current cultural historical connections. I am glad we took the tour. We also watched a change of guard ceremony which I wasn’t too impressed with. Overall it was a nice 1/2 day tour at the palace.",344,much,2018년 9월 서울을 방문하는 동안 남편과 저는 궁궐에서 제공하는 1시간 무료 영어 투어를 했습니다. 나는 그들이 하루에 두 번 영어 투어를 제공한다고 믿습니다. 매표소에 투어 일정이 게시되어 있었다. 우리는 여행을 매우 즐겼고 한국 역사의 일부뿐만 아니라 현재의 문화적 역사적 연결에 대해서도 배웠습니다. 우리가 여행을 해서 기쁩니다. 별로 감명을 받지 못한 근위병 교대식도 봤습니다. 전반적으로 궁전에서의 멋진 1/2일 투어였습니다.
345,345,240,2529,The palace is beautiful so well kept and the weather for me was also perfect. there was so much to see and do and the entrance fee was so cheap too! it was just at the change of autumn and the colours were amazing no tree or plant was the same shade! the changing of the guard is fabulous to watch so many people gathered to see it,345,much,궁전은 너무 잘 관리되어 아름답고 날씨도 완벽했습니다. 볼 것도 많고 할 것도 많고 입장료도 너무 저렴했어요! 그것은 바로 가을의 변화에 ??있었고 색상은 놀랍습니다. 나무도 식물도 같은 그늘이 없었습니다! 근위병 교대식은 정말 많은 사람들이 구경하기 위해 모인 모습을 보니 환상적입니다.
346,346,241,2535,"While interesting to explore, not much areas to take cover for a quick respite from the searing heat of summer. Changing of guard ceremony is a sight to watch, but times and length of ceremony depends on the weather. Ticket is good for one entry only. If you come out to watch the changing of guard ceremony from exploring the palace, you will not be allowed to get in again unless you buy a new ticket, so be careful. Massive structures of palaces and other buildings, all replicas. Still, an experience not to miss when in Seoul.",346,much,"탐험하는 것은 흥미롭지만 여름의 무더위를 빨리 피할 수 있는 장소가 많지 않습니다. 근위병 교대식은 구경거리이지만, 의식의 시간과 기간은 날씨에 따라 다릅니다. 티켓은 한 번만 입장할 수 있습니다. 궁궐탐방을 마치고 근위병 교대식을 보러 나오시면 새 표를 사지 않으면 다시 들어갈 수 없으니 주의하세요. 궁전 및 기타 건물의 거대한 구조, 모든 복제품. 그래도 서울에 있으면 놓치지 말아야 할 경험입니다."
347,347,242,2540,"If you have a choice, do not visit in the summer... it is way to hot. In any case we enjoyed as much as possible and there was a nice museum at the end of the palace which was interesting.",347,much,선택의 여지가 있다면 여름에 방문하지 마십시오... 너무 더워요. 여하튼 우리는 가능한 한 많이 즐겼다. 그리고 흥미있는 궁전의 끝에 멋진 박물관이 있었다.
348,348,243,2582,I had a great time at the palace. It was pretty much what I expected when I arrived. I loved the contrast between the old architecture and the new buildings in the background. Worth the small fee! And make sure you catch the changing of the guards.,348,much,나는 궁전에서 즐거운 시간을 보냈습니다. 도착했을 때 예상했던 대로였습니다. 나는 배경에 있는 오래된 건축물과 새로운 건물 사이의 대조를 좋아했습니다. 적은 비용의 가치가 있습니다! 그리고 경비원의 교대식을 꼭 잡으세요.
349,349,244,2584,"The palace is so much humorous. One the best place to take a picture, you can rent Hanbok dress at the store behind the palace and get free entrance the palace so you don’t have to buy a ticket at front of this place.",349,much,"궁전은 너무 유머러스합니다. 사진 찍기 좋은 곳 중 하나는 궁궐 뒤 가게에서 한복을 빌릴 수 있고, 궁궐에 무료로 입장할 수 있어 이곳 앞에서 표를 사지 않아도 된다."
350,350,245,2585,"In terms of size and magnificence it's the second best of the 4 palaces in my opinion. However, this one gets the most tourist because it's right in the middle of the city with a big statue in front of it. It's the palace of one of the wisest king in Korea who also invented the modern Korean writing script in an attempt to replace the Chinese script.  Inside it's beautiful with many places to walk around and enjoy a nice day in the park. The palaces and buildings, like all other 4 palaces, could be that much better enhanced if they actually placed ancient artifacts/furniture in there instead of a big empty room. Most of them are locked up...",350,much,크기와 웅장 면에서 내 의견으로는 4 개의 궁전 중 두 번째로 좋습니다. 그러나 이것은 도시의 한가운데에 큰 동상이 있기 때문에 가장 관광객이 많습니다. 한문을 대체하기 위해 현대 한글 문자를 발명하기도 한 한국에서 가장 지혜로운 왕 중 한 사람의 궁전입니다. 내부는 산책하고 공원에서 좋은 하루를 즐길 수 있는 많은 장소가 있어 아름답습니다. 궁전과 건물은 다른 4개 궁전과 마찬가지로 큰 빈 방 대신 고대 유물/가구를 실제로 배치하면 훨씬 더 향상될 수 있습니다. 대부분은 잠겨있고...
351,351,246,2588,Good place to revisit Korean history. Otherwise the place doesn't really have much of other stuff to do. Imperial soldiers will parade the ground every few hours. Great photo-taking opportunity. Otherwise 1 to 2 hours here should be sufficient.,351,much,한국의 역사를 다시 방문하기 좋은 곳. 그렇지 않으면 장소는 실제로 할 일이별로 없습니다. 제국 병사들은 몇 시간마다 지상을 행진할 것입니다. 멋진 사진 촬영 기회. 그렇지 않으면 여기에서 1~2시간이면 충분합니다.
352,352,247,2614,We visited all the four palaces & a shrine with the integrated ticket system(for more details check their official website). As far as my personal opinion i didnt enjoy much. My thoughts and expectation where to view the lifestyle of the Korean kings and Queens. In order to experience that we need to see the things they used the same replica of things atleast....but all we saw were just long or small plain halls with not much furnitures or things used by the kings and queens. Most of the halls or rooms were locked and not open for public. This palace was the biggest in area with many halls and grounds. As far as we saw people were just wandering about here and there just like us. May be if we had chosen the guided tour we would have known which place served for which purpose...but then too we dont get to see and imagine ourselves how lives would have been for the Royal family! Its my personal opinion...i dont mean to put down the spirits of visitors who are eager to visit soon or tourists who just get satisfied to set foot into the Royal ground. All 4 palaces were the same.,352,much,우리는 통합 티켓 시스템으로 4개의 궁전과 신사를 모두 방문했습니다(자세한 내용은 공식 웹사이트 확인). 제 개인적인 의견으로는 별로 즐기지 않았습니다. 한국의 왕과 왕비들의 생활 방식을 어디에서 바라볼 것인가에 대한 나의 생각과 기대. 경험하기 위해서는 그들이 사용하는 것과 같은 복제품을 사용하는 것이 필요합니다. 하지만 우리가 본 것은 가구나 왕과 왕비가 사용하는 물건이 많지 않은 길거나 작은 평원뿐이었습니다. 대부분의 홀이나 방은 잠겨 있었고 공개되지 않았습니다. 이 궁전은 많은 홀과 부지가 있는 지역에서 가장 큰 것이었습니다. 우리가 본 바로는 사람들이 우리처럼 여기저기 돌아다니고 있었습니다. 우리가 가이드 투어를 선택했다면 어떤 장소가 어떤 목적으로 제공되었는지 알 수 있었을 것입니다 ... 그러나 우리는 왕실 가족의 삶이 어땠을지보고 상상할 수 없습니다! 제 개인적인 의견입니다... 빨리 방문하고 싶어하는 방문객이나 왕궁에 발을 디디는 것에 만족하는 관광객의 마음을 억누르려는 것이 아닙니다. 4개의 궁궐은 모두 똑같았다.
353,353,248,2618,It’s pretty relaxed not much to do but actually see the palace so it’s great for learning about the culture pretty sure there are some guided tours I actually just got a ticket and explored was fun and a little confusing there is a museum on site but they were closed when I was there all in all it’s a good place to get a walk about in and see and feel a little history at the same time also some really good photo spots for scrapbookers,353,much,할 일이 많지는 않지만 실제로 궁전을 볼 수 있으므로 문화에 대해 배우기에 아주 좋습니다. 가이드 투어가 있음을 확신합니다. 실제로 티켓을 받고 탐험하는 것은 재미있고 약간 혼란스러웠습니다. 내가 거기에있을 때 문을 닫았습니다. 산책을하고 약간의 역사를보고 동시에 느낄 수있는 좋은 장소이며 스크랩북을위한 정말 좋은 사진 명소입니다.
354,354,249,2625,"If you rent the traditional costume (hanbok) for the nearby shop (just check with the staff at the entrance), you get to go into the palace for free. If not, entrance fee will have to be paid after the first courtyard.  Palace is really big and you will get an idea of the various functions of the different buildings if you have a local guide with you. If not, just listen in to the various guides who are shouting commentaries.  As for photo opportunities, there are heaps and it just multiplies if you come dressed in their traditional costumes which a lot of the visitors do anyway, so you will not be the odd one out.  There is not much shade beyond the buildings so bring some headdress as it is quite hot from noon onwards. In summer anyway.",354,much,"근처 가게에서 한복을 대여하면(입구에서 직원에게 확인만 하면 됨) 궁에 무료로 입장할 수 있다. 그렇지 않은 경우 첫 번째 안뜰 이후에 입장료를 지불해야 합니다. 궁전은 정말 크며 현지 가이드가 있으면 다른 건물의 다양한 기능에 대한 아이디어를 얻을 수 있습니다. 그렇지 않다면 코멘터리를 외치는 다양한 가이드의 말을 들어보세요. 사진 촬영 기회에 관해서는, 많은 방문객들이 어쨌든 하는 전통 의상을 입고 온다면 더할 나위 없이 많아질 것입니다. 그래서 당신은 이상한 사람이 아닐 것입니다. 건물 너머로 그늘이 많지 않으니 정오부터 꽤 덥기 때문에 머리 장식을 챙기세요. 어쨌든 여름에."
355,355,250,2632,I would go on a weekend so you can see everyone wearing beautiful traditional clothing. There isn't much to do when you get there but its nice to walk around just take a few hours to yourself.,355,much,나는 주말에 가서 아름다운 전통 의상을 입은 모든 사람들을 볼 수 있습니다. 거기에 도착하면 할 일이별로 없지만 몇 시간 정도 걸으면 좋습니다.
356,356,251,2652,It’s beautiful lovely place so many thing to see and amazing garden and you can see a blue house where is the Korean President live !! Very clean good place to visit and relax !! You can shop and have coffee shop too !! You can walk or take MRT or bus if you stay in the center of city ! I do love Seoul very much will come back next week June 5,356,much,볼 것도 많고 멋진 정원도 있고 한국 대통령이 살고 있는 청와대도 볼 수 있는 아름다운 곳!! 매우 깨끗하고 방문하고 휴식을 취하기에 좋은 곳!! 쇼핑도 하고 커피숍도 할 수 있어요!! 시내 중심에 있으면 걷거나 MRT 또는 버스를 탈 수 있습니다! 나는 서울을 매우 사랑한다 다음주 6월 5일에 돌아올 것이다
357,357,252,2663,"To visit a country so proud of its cultural heritage is pleasant. So much time has been taken to not only rebuild a nation so recently devastated by war, but to rebuild a historical journey of a country that has been in the middle of conflict since ancient times. Gyeongbokgung was the primary Palace and stronghold of the King and when you see it you will understand why. The skill to build such a place without the technology of today is breathe taking. Don't just look at the walls and the buildings, take the time to look at how they were constructed and how they fit in with the other palaces, shrines and protective walls that were built to repel invasions. When you sit and take in the sheer expanse of these sites and the amount of people it took to make them run it is mind blowing. To see early ducted underground heating in these ancient sites is stunning. Sit in the gardens, take photos and enjoy everything the site has to offer.",357,much,"문화 유산을 자랑스럽게 여기는 나라를 방문하는 것은 즐거운 일입니다. 최근 전쟁으로 황폐해진 나라를 재건하는 것뿐만 아니라, 예로부터 갈등 속에 있었던 나라의 역사적 여정을 재건하는 데도 많은 시간이 걸렸습니다. 경복궁은 왕의 궁궐이자 요새였으며, 그것을 보면 그 이유를 알게 될 것입니다. 오늘날의 기술 없이 그런 곳을 지을 수 있는 기술은 숨을 쉬는 것입니다. 벽과 건물만 보지 말고 시간을 내어 그들이 어떻게 구성되었는지, 침략을 막기 위해 지어진 다른 궁전, 신사 및 보호 벽과 어떻게 조화를 이루는지 살펴보세요. 앉아서 이러한 사이트의 순전한 광활함과 그것을 운영하는 데 필요한 사람들의 양을 보면 마음이 뭉클합니다. 이 고대 유적지에서 초기에 덕트가 연결된 지하 난방을 보는 것은 놀랍습니다. 정원에 앉아 사진을 찍고 사이트가 제공하는 모든 것을 즐기십시오."
358,358,253,2675,"One of the biggest palace in Seoul that we were recommended to visit. However after heading over, we realised there was not much to see. However, it proves as a good spot for photo-taking if in Hanbok as it matches the theme. Luckily for us, it wasn't overly crowded and photo-taking was a breeze. However depending on the locations of the hanbok rental shop, the journey to the palace may take up to 30min!",358,much,"우리가 방문하도록 추천 된 서울에서 가장 큰 궁전 중 하나입니다. 그러나 향하고 나서 우리는 볼 것이 별로 없다는 것을 깨달았습니다. 하지만 테마에 맞게 한복을 입으면 사진 찍기 좋은 장소임이 증명된다. 다행히 우리는 너무 붐비지 않고 사진을 찍는 것이 산들 ??바람이었습니다. 단, 한복대여점 위치에 따라 최대 30분까지 소요될 수 있습니다!"
359,359,254,2690,A great spot to take a pics or vlogging! Although i was here when it was winter (its suuuuper cold) but i really like the palace :( i havent explore this place much bcs of the bad weather. But this palace is so great ok recommended,359,much,사진을 찍거나 블로그를 하기 좋은 곳! 나는 겨울 (그 suuuuper 추운) 때 여기에 있었지만 궁전을 정말 좋아합니다.
360,360,255,2704,"Very nice palace, with a beautiful lake, but very crowded and not much to see inside. People seem to go there mostly to take pictures in hanboks and not to experience the place itself. Entrance is very cheap.",360,much,"아름다운 호수가 있는 매우 멋진 궁전이지만 매우 붐비고 내부는 볼 것이 많지 않습니다. 사람들은 대부분 한복을 입고 사진을 찍기 위해 가는 곳이지, 그 자체를 경험하기 위해 가는 것 같다. 입장료가 매우 저렴합니다."
361,361,256,2714,You can reach here by seoul metro and stop at Gwa ghamun station. The palace is great and have much instagramable spots to take.,361,much,서울 지하철을 타고 여기까지 가실 수 있으며 과가문역에서 하차하세요. 궁전은 위대하고 많은 인스 타 그램 명소를 가지고 있습니다.
362,362,257,2722,"I think is the best historic place in Seoul, but there are better shrines in other Asian countries. If you are not a history gig and don't understand much about these places , so it would like all others shrines. Only thing makes it little different is the size. Is really big.",362,much,서울에서 가장 역사가 깊은 곳이라고 생각하지만 다른 아시아 국가에는 더 좋은 신사가 있습니다. 당신이 역사 공연이 아니고 이러한 장소에 대해 많이 이해하지 못한다면 다른 모든 신사를 원할 것입니다. 조금 다른 점은 크기뿐입니다. 정말 큽니다.
363,363,258,2726,"If you want a full on memorable experience here, rental a hanbok before you go. The girls wearing them were so cute that I regretted not getting one. This place is great for photo ops and roaming around the entire place to learn about how they lived centuries ago. It’s huge so you could spend at least 2 hours here. Not recommended on a hot summer day because you’re pretty much out out in the open. This one is larger than the UNESCO palace and better in my opinion. If you’re visiting Seoul, Myeongdong this is highly recommended. It’s walking distance to the cute Bukchon Village where people roam around in their hanboks as well. Great experience, I’d do it again but this time wearing a hanbok.",363,much,"이곳에서 잊지 못할 경험을 하고 싶다면 출발 전에 한복을 대여하세요. 입은 소녀들이 너무 귀여워서 하나 못 사서 아쉬웠습니다. 이 장소는 사진 촬영을 하고 수세기 전에 그들이 어떻게 살았는지 배우기 위해 전체 장소를 로밍하기에 좋습니다. 여기에서 최소 2시간을 보낼 수 있을 정도로 거대합니다. 야외 활동이 많기 때문에 더운 여름날에는 권장하지 않습니다. 이것은 유네스코 궁전보다 크고 내 의견으로는 더 좋습니다. 서울, 명동을 방문하신다면 이곳을 적극 추천합니다. 사람들이 한복을 입고 돌아 다니는 귀여운 북촌 마을까지 도보 거리입니다. 좋은 경험, 다시하고 싶지만 이번에는 한복을 입고 있습니다."
364,364,259,2730,This was the first palace I went to and I'm not sure if I find it that amazing... Probably if I have more time to go around and explore the entire compound. There were many tourists around that was probably why I did not enjoy it that much. It's great for experience purposes if you want to get exposed to Korean culture. There are a lot of things to do outside as well so you need not worry where to eat and stuff. It's also near other famous palaces and Insadong.,364,much,이것은 내가 처음으로 가본 궁전이었고 그것이 그렇게 훌륭하다고 생각하는지 확신할 수 없습니다... 아마도 내가 전체 화합물을 둘러보고 탐험할 더 많은 시간이 있다면. 주변에 관광객이 많아서 그런지 별로 즐기지 못한 것 같다. 한국 문화에 노출되고 싶다면 체험 목적으로 좋습니다. 야외에서도 즐길거리가 많으니 먹을거리와 먹거리 걱정은 하지 않으셔도 됩니다. 그것은 또한 다른 유명한 궁전과 인사동과도 가깝습니다.
365,365,260,2746,"Admission ticket is 3000 won, palace closed at 6pm, and last admission is at 5pm. A very huge compound, lotsa walking but nothing much to see except if its sakura else you see many people taking photos, young couples strolling (and more photos taking). Basically this is a paid admission to walk around the big compound. There is of course guards changing performance else I can't convince myself what else to see. The museum across is another different story.",365,much,"입장료는 3000원, 궁궐은 오후 6시 폐장, 마지막 입장은 오후 5시이다. 매우 거대한 복합물, 많이 걷고 있지만 그 사쿠라 외에는 많은 사람들이 사진을 찍고 있고 젊은 커플이 산책하는 것을 볼 수 있습니다. 기본적으로 이것은 큰 화합물을 돌아 다니는 유료 입장입니다. 물론 성능을 변경하는 경비원이 있습니다. 다른 것을 볼 수는 없습니다. 건너편에 있는 박물관은 또 다른 이야기입니다."
366,366,261,2751,"We went on a free Seoul airport tour to see this palace and did not get to see everything. It is a massive place where one should set aside a few hours to explore. We also went in the winter, when it was cold. I imagine in the summer it's a lot better. With that said, I really enjoyed walking and taking pictures of the various buildings. There wasn't too many places to go inside, but one could look into some of the main buildings, such as the throne room of the king.  This is pretty much a ""must see"" if you are going to Seoul and it is located right near the center of the city, so there's no excuse to miss it unless such things bore you.",366,much,"우리는이 궁전을보기 위해 무료 서울 공항 투어를 갔고 모든 것을 보지 못했습니다. 탐험하기 위해 몇 시간을 따로 떼어 놓아야 하는 방대한 장소입니다. 우리도 추운 겨울에 갔다. 여름에 가면 훨씬 좋을 것 같아요. 그런 의미에서 다양한 건물을 걸으며 사진을 찍는 것을 정말 즐겼습니다. 내부에 들어갈 곳이 많지는 않았지만 왕의 옥좌와 같은 주요 건물의 일부를 볼 수 있었습니다. 이것은 당신이 서울에 간다면 거의 ""필수""이고 도시의 중심 바로 근처에 위치하고 있으므로 그러한 것들이 지루하지 않는 한 그것을 놓칠 변명의 여지가 없습니다."
