,Unnamed: 0.1,index,Unnamed: 0,남산부정단어리뷰,index.1,단어,번역
776,776,120,1419,"It is part of the must visit attraction for seoul. At one of the highest point near the city. Been there twice, nothing much actually. If you ask me if I will go for a third time, the answer is no.",776,much,서울에서 꼭 가봐야 할 명소 중 하나입니다. 도시 근처의 가장 높은 지점 중 하나에서. 거기에 두 번 있었고 실제로는별로 없었습니다. 세 번째로 갈 것인지 묻는다면 대답은 아니오입니다.
777,777,121,1420,"I went there at around 5-6 pm in summer, so the sky was still bright. I guess coming here at night would be much better, but I wanted to walk in Nansam Park to get to N Seoul Tower, so I have to do that when there were still light in the sky.  I have been to Tokyo tower and the tower in Shanghai, I am not a big fan of these towers, but I feel bad not visiting them as they are seen as such a big attraction. To me, all three of these towers feel the same. The view isn’t that spectacular either, just a typical city view. So I guess it is worth going if you enjoy the tower view, otherwise, I think it is ok just to take photos from the outside without going to the observatory deck.",777,much,"여름에 5~6시쯤 갔더니 하늘이 아직 밝았습니다. 밤에 오면 더 좋을 것 같지만 N서울타워에 가려면 난삼공원을 걷고 싶었기 때문에 아직 하늘이 밝을 때 걸어야 했다. 나는 도쿄 타워와 상하이의 타워에 가본 적이 있는데, 나는 이러한 타워의 열렬한 팬은 아니지만, 그렇게 큰 매력으로 여겨지기 때문에 그들을 방문하지 않는 것이 아쉽습니다. 나에게 이 3개의 타워는 모두 같은 느낌이다. 전망도 그렇게 화려하지 않고 그냥 전형적인 도시 전망입니다. 그래서 타워뷰가 좋다면 가볼만 하다고 생각하고, 그렇지 않다면 전망대에 가지 않고 그냥 밖에서 사진만 찍어도 괜찮을 것 같아요."
778,778,122,1425,"I was not intended to go to the Seoul Tower. I just made a dinner reversation for a restaurant at 5th floor of the Tower, so I visited the Tower. Before I went there, I read many reviews of other travellers here, and they said you should be ready for long queue for the cable car. So I reached the cable car entrance amost 2 hrs in advance of my dinner booking. Out of my surprise, I did not need to queue at all, I just went there, bought the ticket, then I could go up to the entrance. I waited only for a few minutes, the cable came.  I thought that the cable car would be kind of individual cabinet, but it is not. It is a big one, no seats, able to accomodate 20-25 persons standing inside.  Cable car should be the best way to go to the Tower. I saw many people coming with big tour bus, and they needed to climb up to the hill. Anyway, after I had arrived, I saw many visitors, most of them are mainland Chinese, not very crowded, but noisy.  There are several gift shops and chain restaurants, but nothing special not buy, nor nothing good to eat here. You could take a lot of pictures with the ""love locks"" if you come with your another half.  There, you could buy the ticket to the observatory which is on the 3rd floor. I do not recommend it, though the elevator is interesting. Nothing much to see in the obvservatory. There are very few souvneirs shops, but trust me, the commodities are not interesting to buy though I was ready to, and intended to buy something.  But still, you could have a lunch / dinner at the korean restaurant.  There is also a chained coffee shop, called TWOSOME+, do not go. There is only one staff, so he is always busy and impatient. He might not be good at English, and when I ordered a drink in English, he misunderstood, and gave me another thing, I requested him to exchange, he became even more impatient and the atitudes were bad !  There is a wish pool right next to the coffee shop. I could hardly see something there. Who will throw money into such ""fake"" pool??????  After spending 1 hr on this boring 3rd floor, I went to the destination of this ride - 5th floor - N Grill (french restaurant), which was perfect in service and environment and food.  The view there is wonderful.  I recommend not to go up to this tower, unless you want to spend most time at N Grill. And if you go, it is better to be dinner time. The night view is fantastics. And when you leave, you can see the Seoul tower at night, which is more beautiful than it is during daytime.",778,much,"나는 서울 타워에 갈 예정이 아니었다. 방금 타워 5층 식당으로 저녁반찬을 해서 타워를 방문했습니다. 거기 가기 전에 여기 다른 여행자들의 후기를 많이 봤는데, 케이블카를 타기 위해 긴 줄을 서야 한다고 하더라고요. 그래서 저녁식사 예약 2시간 전에 케이블카 입구에 도착했습니다. 신기하게도 줄을 설 필요가 전혀 없었고 그냥 거기에 가서 표를 사서 입구까지 올라갈 수 있었습니다. 몇 분 정도 기다리니 케이블이 왔다. 케이블카가 일종의 개인 수납장인 줄 알았는데, 그렇지 않다. 20~25명 정도는 앉을 수 있을 만큼 큰 규모다. 케이블카는 타워에 가는 가장 좋은 방법이어야 합니다. 큰 관광버스를 타고 오시는 분들이 많이 보여서 언덕을 올라가야 했습니다. 여하튼, 내가 도착한 후 나는 많은 방문객들을 보았고, 그들 대부분은 중국 본토에서 붐비지 않았지만 시끄럽습니다. 여러 선물 가게와 체인 레스토랑이 있지만 사지 않고 특별한 것은 없으며 여기에서 먹을 좋은 것도 없습니다. 다른 반쪽과 함께 오면 ""사랑의 자물쇠""로 많은 사진을 찍을 수 있습니다. 그곳에서 3층에 있는 전망대 입장권을 구매할 수 있습니다. 엘리베이터가 흥미롭긴 하지만 추천하지는 않습니다. 전망대에서 볼 것은 별로 없습니다. 기념품 가게가 거의 없습니다. 그러나 저를 믿으십시오. 상품은 내가 구매할 준비가 되어 있고 무언가를 사려고 했지만 흥미롭지 않습니다. 그러나 여전히 한국 식당에서 점심 / 저녁을 먹을 수 있습니다. TWOSOME+라는 체인 커피숍도 있으니 가지마세요. 직원이 한 명뿐이어서 항상 바쁘고 초조합니다. 영어를 잘 못해서 제가 영어로 술을 주문했을 때 잘못 이해해서 다른 걸 줬더니 교환해달라고 했더니 더 초조해 지고 태도가 나빴어요! 커피숍 바로 옆에 위시풀이 있습니다. 나는 거기에서 거의 아무것도 볼 수 없었다. 누가 그런 ""가짜"" 풀에 돈을 던질까요???? 이 지루한 3층에서 1시간을 보낸 후 나는 서비스와 환경, 음식 모두 완벽한 이 놀이기구의 목적지인 5층 N그릴(프랑스 레스토랑)에 갔다. 그곳의 전망은 훌륭합니다. N Grill에서 대부분의 시간을 보내고 싶지 않다면 이 타워에 올라가지 않는 것이 좋습니다. 그리고 가신다면 저녁시간에 드시는게 좋습니다. 야경은 환상적입니다. 그리고 출발하면 낮보다 더 아름다운 밤에 서울타워가 보입니다."
779,779,123,1429,"We headed here at night to check out the lights of Seoul - and it didn't disappoint. It's a pretty cool attraction, granted, there isn't much to do here (the time we went - early Jan) but the view is nice.  The cable car ride up is fun, and the elevator up to the viewing platform is well thought of - the graphics and concept is a great idea.  There are a few restaurants and cafes around, with a neat little souvenir shop - be sure to purchase a tile, and be part of the tile wall. Also - buy a padlock and join the hundreds of others to lock your love on the gate surrounding the building.  The snow covered city below was an awesome sight, even though it was bitterly cold outside when we were there - it was completely worth it!!  Definitely worth checking out if you're in Seoul.",779,much,우리는 밤에 서울의 불빛을 확인하기 위해 이곳으로 향했는데 실망시키지 않았습니다. 그것은 꽤 멋진 매력입니다. 당연히 여기에서 할 일이 많지 않습니다(우리가 갔던 시간 - 1월 초). 그러나 보기는 좋습니다. 케이블카를 타는 것은 재미있고 전망대까지 올라가는 엘리베이터는 잘 생각되어 있습니다. 그래픽과 개념은 좋은 아이디어입니다. 주변에 식당과 카페가 몇 군데 있으며 깔끔하고 작은 기념품 가게도 있습니다. 타일을 구입하고 타일 벽의 일부가 되어야 합니다. 또한 - 자물쇠를 구입하고 수백 명의 다른 사람들과 함께 건물 주변의 문에 당신의 사랑을 잠그십시오. 우리가 거기에 있었을 때 밖이 몹시 추웠음에도 불구하고 아래의 눈 덮인 도시는 굉장한 광경이었습니다. 그것은 그만한 가치가 있었습니다!! 서울에 있다면 꼭 확인해볼 가치가 있습니다.
780,780,124,1433,"We reached N Seoul Tower by cable car, which happened to be the most exciting part of the visit to the top. It's definitely not the best/coolest tower I've been too, as CN Tower (Toronto, CAN) still ranks in my top 3. I describe it more as a short tower on a big hill. As well, we couldn't see jack from the view as it was extremely hazy.  There were plenty of activities on the plaza as it was kind of touristy. As we were about to leave the first time, they started setting up for a martial show which turned out to be pretty cool. Other than that, I was ready go. Not much to see, overcrowded, and hazy.  If you're in Seoul, I do recommend you check out the tower. It's kind of like Hollywood, you got to see it once. Maybe you'll have better luck/viewing than we did. Cheers.",780,much,"케이블카를 타고 N서울타워에 도착했는데, 정상 방문의 가장 흥미로운 부분이었다. CN Tower(Toronto, CAN)가 여전히 내 상위 3위 안에 들기 때문에 그것은 내가 가본 것 중 최고/가장 멋진 타워가 아닙니다. 나는 그것을 큰 언덕의 짧은 타워로 더 많이 설명합니다. 또한 매우 흐릿해서 잭을 볼 수 없었습니다. 일종의 touristy이기 때문에 광장에는 많은 활동이있었습니다. 우리가 처음으로 떠나려고 할 때, 그들은 꽤 멋진 것으로 판명된 무술 쇼를 준비하기 시작했습니다. 그 외에는 갈 준비가 되어 있었습니다. 볼거리가 많지 않고 붐비고 흐릿합니다. 서울에 있다면 타워를 확인하는 것이 좋습니다. 한번쯤은 봐야할 헐리우드 같은 영화다. 어쩌면 당신은 우리보다 더 나은 운/관람을 가질 것입니다. 건배."
781,781,125,1435,"From Myeongdong, you can get here by bus. It is also much cheaper compared to riding the cable car. The view is fantastic. No need to get to the top of the tower since the view at the bottom of N Seoul Tower is ok already. Don't forget to check out the namsan locks of love also.",781,much,명동에서 버스로 올 수 있습니다. 또한 케이블카를 타는 것보다 훨씬 저렴합니다. 보기는 환상적입니다. N서울타워 밑에서 내려다보는 뷰가 이미 괜찮아서 탑 꼭대기까지 올라갈 필요가 없다. 남산 사랑의 자물쇠도 놓치지 마세요.
782,782,126,1436,"Apart being going to the top by cable car, not really intresting..a view of buildings..city landscape full of crowd and you can hardly find a seat to sit..don't expwct much...",782,much,케이블카로 정상에 오르는 것 외에는 그다지 흥미롭지 않습니다. 건물의 전망.. 군중으로 가득 찬 도시 풍경과 앉을 자리를 거의 찾을 수 없습니다. .별로 기대하지 마십시오.
783,783,127,1442,"I went there at night, not much of the visibility. but the tower itself was beautiful. not too special about the view as I came from Hong Kong and lots of other places have much better night view than Seoul, but Seoul has her charms. If you like Seoul, you must come to the tower to take a look.",783,much,나는 밤에 거기에 갔고 가시성이별로 없었습니다. 그러나 타워 자체는 아름다웠습니다. 홍콩이나 다른 곳에서 서울보다 야경이 훨씬 좋은 곳이 많아서 뷰가 특별하진 않지만 서울만의 매력이 있어요. 서울을 좋아한다면 타워에 와서 봐야 한다.
784,784,128,1452,Forgot to check weather forecast. Walked all the way from Myeongdong to the cable car station. after travel to the top. Being informed that it is a cloudy day. So if really go up the Tower also might not be able to see much. Another disappointment is the Teddy Bear Museum is closed during winter. T....T  Tips: remember to bring a marker and padlock for leaving the padlock there with your love wishes. :),784,much,일기 예보를 확인하는 것을 잊었습니다. 명동에서 케이블카 정류장까지 걸어갔다. 정상에 여행 후. 흐린 날임을 알려드립니다. 그래서 정말 타워에 올라가면 많이 볼 수 없을 수도 있습니다. 또 다른 실망은 테디베어 박물관이 겨울에 문을 닫는다는 것입니다. T....T 팁: 사랑의 소원이 담긴 자물쇠를 그곳에 두기 위해 마커와 자물쇠를 가져오는 것을 잊지 마십시오. :)
785,785,129,1470,"Actually, there's nothing much to say about N Seoul Tower itself. When we were there, the observatory was too crowded, barely enough space for you to have a view from the top. Restaurants are expensive and even the souvenirs. But what we enjoyed more is the area where people leave locks spreading messages of love especially couples feeling so romantic. You'll see them seated in benches whispering sweet nothings to each other. It was cold and windy that night in September, 2013. Really a good time for couples in love. Another attraction we visited was the Teddy Bear Museum. It was awesome seeing them in all sizes, in different costumes, various themes and some, in action. You really would spend time taking photos not only of these cute bears but photos with them. It was fun. When we were about to leave, there was this light show of the tower itself. So we watched it and enjoyed it although it wasn't extra ordinary. But as a whole, the experience was good.",785,much,"사실 N서울타워 자체에 대해서는 할 말이 별로 없다. 우리가 거기에 있었을 때 전망대는 너무 붐볐고 꼭대기에서 볼 수 있는 공간이 거의 없었습니다. 레스토랑은 비싸고 기념품도 있습니다. 그러나 우리가 더 즐겼던 것은 사람들이 자물쇠를 남겨두고 사랑의 메시지를 전하는 곳, 특히 커플들이 너무 로맨틱하다는 것입니다. 벤치에 앉아 서로에게 달콤한 말을 속삭이는 것을 볼 수 있습니다. 2013년 9월의 그날 밤은 춥고 바람이 많이 불었습니다. 사랑에 빠진 커플에게 정말 좋은 시간이었습니다. 우리가 방문한 또 다른 명소는 테디베어 박물관이었습니다. 모든 크기, 다른 의상, 다양한 주제 및 일부를 실제로 보는 것은 굉장했습니다. 이 귀여운 곰뿐만 아니라 사진을 찍으며 시간을 보낼 것입니다. 재미 있었어요. 우리가 떠날 때 타워 자체의 라이트 쇼가있었습니다. 그래서 우리는 그것을보고 즐겼습니다. 특별하지는 않았지만. 그러나 전반적으로 경험은 좋았습니다."
786,786,130,1475,"The North Seoul tower is an excellent way to get good views of the city. We first travelled to Myeong-dong station (line 4 light blue) & exited on #3 which by luck put us right at the transfer bus ( free) up to the cable car ride to the tower. You just have to wait untill the bus is full before it goes. It runs every half our, so just wait if you think you have missed it. It is a green & yellow mini bus. The cable car is one big car that takes about 20-30 people (which is well legal) & it's KRW8000 for a return trip each adult. Once you arrive at the top of the cable car ride it's a reasonable climb ( a million steps according to my missus) to the tower. By going this way there is no disabled access but you can access the Tower by the Seoul City Tour bus if you are getting around in a wheel chair. Once at the Tower there is a variety of things to look at even if you don't want to go up into the viewing platform. There were performers of different sorts, viewing platform, & shaded trees to sit under. The entrance fee to the top of the tower is KRW9000 each for an adult. I thought it was KRW20000 each but when i bought the tickets it was only KRW18000 for both of us-bargain!!!. The ride to the top of the tower is quick & there is a corny video to watch to take your mind of the ride. The view form the tower is quite good but i would suggest being there on a smog free day or you won't have much to look at. Even when we went it was a very nice day but visibility was about 5-10KM. Plenty of trinkets to buy & there is the usual super imposed photo in front of the tower. Quite easy to dodge that one as we didn't speak Korean.You can spend as much time as you like up there & the ride down is as quick as going up. When you're at the bottom of the tower, check out the padlocks of all the gestures of love. Quite impressive really.",786,much,"북쪽 서울 타워는 도시의 좋은 전망을 얻을 수 있는 훌륭한 방법입니다. 우리는 먼저 명동역(4호선 하늘색)으로 이동했고 운 좋게도 타워까지 케이블카를 타고 가는 환승 버스(무료)에서 바로 우리를 3번 출구로 나왔습니다. 버스가 가득 찰 때까지 기다리기만 하면 됩니다. 그것은 우리의 절반마다 실행되므로 놓쳤다고 생각되면 기다리십시오. 초록색 & 노란색 미니버스입니다. 케이블카는 20~30명 정도 탈 수 있는 대형차로(합법적임) 성인 1인당 왕복 8,000원입니다. 케이블카를 타고 정상에 도착하면 타워까지 가는 합리적인 오르막입니다(나의 부인에 따르면 백만 단계). 이쪽으로 가시면 장애인은 없으나 휠체어를 타고 이동하시면 서울시티투어버스를 타고 타워에 오실 수 있습니다. 타워에 도착하면 전망대에 올라가고 싶지 않더라도 다양한 볼거리가 있습니다. 다양한 종류의 공연자, ??전망대 및 그늘진 나무 아래에 앉을 수 있습니다. 타워 정상 입장료는 성인 1인당 9,000원입니다. 개당 20000원인줄 알았는데 표를 샀을 때 우리 둘 다 18000원에 흥정!!!. 타워 꼭대기까지의 타는 것은 빠르며 타는 것에 대해 마음을 사로잡을 수 있는 진부한 비디오가 있습니다. 타워의 전망은 꽤 좋지만 스모그가없는 날에 거기에있는 것이 좋습니다. 그렇지 않으면 볼 것이별로 없습니다. 우리가 갔을 때도 날씨가 아주 좋은 날이었지만 시야는 5~10KM 정도였다. 구입할 장신구가 많고 타워 앞에서 일반적인 슈퍼 부과 사진이 있습니다. 우리가 한국어를 말하지 않았기 때문에 그것을 피하기가 매우 쉽습니다. 당신은 거기에서 원하는만큼 많은 시간을 보낼 수 있으며 타는 것은 올라가는 것만 큼 빠릅니다. 탑의 바닥에 있을 때 사랑의 모든 제스처의 자물쇠를 확인하십시오. 정말 인상적입니다."
787,787,131,1487,"Come here in the afternoon just before the sunset the views are amazing and the city comes to life! Watch out if the weather is bad you cannot see that much also on Sunday most offices are closed so the city is not as lit up with the buildings as during the week. Its considered to be a romantic spot so you will see a lot of locals having a romantic stroll around the tower. There are also a lot of restaurants around so you can have a diner and watch the city. Two ways getting there: a cable-cart ride which takes about 4-5 minutes or a walk up, which many locals prefer as its free and healthier rather then the cable-cart. Just after sunset on Sunday while I was there there was a sound and light show on the tower wall which was kind of fun. Highly recommended place and there is a Teddy Bear Museum somewhere close to the tower.... I did not have the time to look for it but I bet its fun as the tower!",787,much,일몰 직전 오후에 여기로 오십시오. 전망이 훌륭하고 도시가 살아납니다! 날씨가 좋지 않으면 일요일에도 대부분의 사무실이 문을 닫아서 도시가 주중만큼 건물로 밝아지지 않도록 잘 볼 수 없습니다. 낭만적 인 장소로 간주되어 타워 주변에서 낭만적 인 산책을하는 많은 현지인을 볼 수 있습니다. 또한 주변에 많은 레스토랑이 있어 식사를 하며 시내를 구경할 수 있습니다. 두 가지 방법으로 가는 방법이 있습니다. 약 4-5분 정도 걸리는 케이블카를 타거나 걸어서 올라가는 방법이 있습니다. 많은 지역 주민들이 케이블카보다 무료이고 건강에 좋다고 선호합니다. 내가 거기에 있는 동안 일요일 일몰 직후 타워 벽에 소리와 조명 쇼가 있었는데 재미있었습니다. 적극 추천하는 곳이고 타워 근처 어딘가에 테디베어 박물관이 있습니다....찾을 시간이 없었지만 타워로서의 재미를 장담합니다!
788,788,132,1490,Locks left by lovers hoping to lock their relationship forever filled the railings of N Seoul Tower. Beautiful sight with benches that are bended in the middle. Great place for photo taking. We took the cable car up and visited the teddy bear museum inside as well. Very cute and informative about the history of Korea during the Joseon and Silla era. We were there during Summer and Korea kind of conserves energy a lot so the place is rather stuffy without much air condition and it's really hot and humid. Try to go when it isn't that cloudy. We went all the way up but it was too cloudy to have a good view of the entire city. Beautiful nonetheless. :),788,much,N서울타워의 난간을 영원히 채우고 싶은 연인들이 남긴 자물쇠. 중간에 구부러진 벤치가있는 아름다운 광경. 사진 찍기 좋은 곳. 케이블카를 타고 올라가 안에 있는 테디베어 박물관도 구경했습니다. 조선과 신라 시대의 한국 역사에 대해 매우 귀엽고 유익합니다. 우리는 여름에 거기에 있었고 한국은 에너지를 많이 절약하기 때문에 공기 조건이 많지 않은 곳은 다소 답답하고 정말 덥고 습합니다. 그렇게 흐리지 않을 때 가십시오. 우리는 모든 길을 갔지만 너무 흐려서 도시 전체를 잘 볼 수 없었습니다. 그럼에도 불구하고 아름답습니다. :)
789,789,133,1497,"Its a bit pricy to get up top and you have to buy tickets for the cable cart and then for the elevator to get atop the tower. one at the top, the view of Seoul is nice, however at night, they don't dim the lights inside very much and the glare from the lights is very annoying, but what you can see at night is very nice. on the other hand the view from the base, which is atop a small mountain, is also beautiful at night and best of all no glass. The entire location is based around love and romance so really I recommend couples to go here. If its cloudy its not recommended to go atop the tower, as the clouds often hit the top of the tower but not as much the base. Of course winter is the best time to go as visibility from high places is always better in cold weather.",789,much,꼭대기에 올라가는 것은 약간 비싸고 케이블 카트 티켓을 구입하고 엘리베이터가 타워 꼭대기에 올라야합니다. 꼭대기에 있는 하나는 서울의 경치가 좋은데 밤이 되면 내부 조명이 많이 어두워지지 않고 조명으로 인한 눈부심이 매우 거슬립니다. 하지만 밤에 볼 수 있는 것은 아주 좋습니다. 반면에 작은 산 꼭대기에 있는 기단에서 바라보는 경치도 밤에 아름답고 무엇보다 유리가 없는 것이 가장 좋습니다. 전체 위치가 사랑과 로맨스를 기반으로하므로 커플이 여기에 갈 것을 정말로 추천합니다. 구름이 종종 탑 꼭대기에 부딪히지만 베이스만큼은 아니기 때문에 구름이 낀다면 탑 꼭대기에 올라가는 것은 좋지 않습니다. 물론 겨울이 가장 좋은 시기는 추운 날씨에 높은 곳에서 가시는 것이 언제나 더 좋습니다.
790,790,134,1498,"My family went here on early Saturday morning,we took taxi from Myeongdong that cost us $5 but once we get there the taxi is not allowed to enter the park so we took bus No.5 to get up the tower and from there would have to walk 5 minutes to reach the tower.We pretty much see the Seoul area if you walk around so it saves us a bit to stay in the ground rather than paying fee to go up the tower.The lock of love area is fascinating though its quite vandalized.Love lock can be purchase for $8 including pen.though you can hang any sort of stuff and write something on it.Food can be purchase at restaurant and theres dining area outside....a must see area at Seoul....",790,much,우리 가족은 토요일 이른 아침에 여기에 갔고 명동에서 5달러의 택시를 탔지만 거기에 도착하면 택시가 공원에 들어갈 수 없으므로 5번 버스를 타고 타워를 올라야 했습니다. 걸어서 5분이면 타워에 도착할 수 있습니다. 걸어 다니면 서울 지역이 꽤 보이기 때문에 타워를 올라가는 데 비용을 지불하는 것보다 땅에 머무르는 것이 조금 절약됩니다. 파손됨.사랑의 자물쇠는 펜을 포함하여 8달러에 구입할 수 있습니다.어떤 종류의 물건이든 걸고 무언가를 쓸 수 있지만 음식은 레스토랑에서 구입할 수 있으며 외부에는 식사 공간이 있습니다....서울에서 꼭 봐야 할 곳... .
791,791,135,1509,"No doubt to visit seoul tower. If you plan before visiting tower,it will be better. Maybe 99.9% foreigners will visit myungdong first. You can enjoy shopping and food (not expensive). If you would like to enjoy food in seoul tower, common sense.. expensive but rommantic. It's up to you. How to go to seoul tower from myungdong ?? cable car or bus. Cable car is about 10 bucks, nice. But you can use a bus all the way to the top of the mountain. Don't be afraid to ask koreans where you can get the bus to seoul tower. Bus fee is much less expensive and fun to experience korean bus, safe and clean..not bad. The sight is always beautiful but best in fall when leaves turn red and yellow. When you return, you can use bus or cable car. In terms of bus, it circles so frequently. No need to remember the bus time table.",791,much,서울 타워를 방문하는 데 의심의 여지가 없습니다. 타워를 방문하기 전에 계획을 세우면 더 좋습니다. 아마 99.9%의 외국인들이 먼저 명동을 방문할 것입니다. 쇼핑과 음식을 즐길 수 있습니다(비싸지 않음). 서울타워에서 음식을 즐기고 싶다면 상식.. 비싸지만 로맨틱. 그것은 당신에게 달려 있습니다. 명동에서 서울타워 가는법?? 케이블카나 버스. 케이블카는 약 10달러입니다. 그러나 산 정상까지는 버스를 이용할 수 있습니다. 서울타워로 가는 버스를 어디서 탈 수 있는지 한국인들에게 물어보는 것을 두려워하지 마세요. 버스 요금은 훨씬 저렴하고 한국 버스를 경험하는 데 재미 있고 안전하고 깨끗합니다. 나쁘지 않습니다. 경치는 언제나 아름답지만 단풍이 붉고 노랗게 물드는 가을이 가장 아름답습니다. 돌아올 때는 버스나 케이블카를 이용할 수 있습니다. 버스의 경우 너무 자주 순환합니다. 버스 시간표를 기억할 필요가 없습니다.
792,792,136,1514,"If you have time, I recommend visiting the Seoul Tower, otherwise, skip it. It was a complete tourist trap. We took the tram. It was pricey, crowded, and there wasn't much to see.",792,much,"시간이 되시면 서울타워를 가는걸 추천하고, 아니면 스킵하세요. 그것은 완전한 여행자 함정이었다. 우리는 트램을 탔다. 비싸고, 사람이 많고, 볼 것이 별로 없었습니다."
793,793,137,1525,"We heard that the lights at night were an amazing sight, but we chose to go there after lunch to see the details of the city. We had lunch first in Myeongdong then walked up going to the cable car. The cable car ride costs KRW6000 for a one-way ticket and KRW8000 for a return ticket. We purchased the one way ticket so we can experience the trail going down the mountain. There was still a bit of a climb going up but there were areas that you can rest, take pictures, buy snacks and enjoy the view.  A major to-do in this site especially for couples is to leave a lock with a love message. You can choose to leave the message in the fence or in metal trees. There really is no rule on how to leave your message -- we saw a lot of curious things attached to the fences such as cellphone cases, lunchboxes, keychains, etc. I already brought a used metal padlock from Manila, but we needed to buy a permanent marker and chose a waterproof bagtag from the souvenir shop to write our message. If you don't have a lock, the souvenir shop sells different colored locks (surely more expensive had you purchased it at your local hardware store).  We bought the bundle package tickets to the Observatory and the Teddy Bear museum (KRW14000/adult). The Teddy Bear museum was a cute way to learn about Seoul's history and the Observatory gives you probably the best panoramic view of Seoul. Near the ticketing area, there's a traditional Korea martial arts demonstration that happens every 3pm. Quite cool to watch.  Going down was a very light hike. This was the same trail you'd take if you will not take the cable car, but judging from the facial expressions of those going up they looked very exhausted halfway up.  The whole experience took about 4 hours to complete, but I'd think some people would probably take much longer if they will choose to eat in the restaurant there.",793,much,"우리는 밤의 불빛이 놀라운 광경이라고 들었지만 우리는 도시의 세부 사항을보기 위해 점심 후에 거기에 가기로 결정했습니다. 우리는 명동에서 먼저 점심을 먹고 케이블카를 타기 위해 걸어 올라갔습니다. 케이블카 이용요금은 편도 6000원, 왕복 8000원입니다. 우리는 산을 내려가는 길을 경험할 수 있도록 편도 티켓을 구입했습니다. 아직 약간의 오르막이 있었지만 쉬고, 사진을 찍고, 간식을 사고, 경치를 즐길 수있는 공간이있었습니다. 이 사이트에서 특히 커플을 위한 주요 할 일은 사랑 메시지가 담긴 자물쇠를 남겨두는 것입니다. 울타리 또는 금속 나무에 메시지를 남기도록 선택할 수 있습니다. 메시지를 남기는 방법에 대한 규칙은 없습니다. 휴대폰 케이스, 도시락 상자, 열쇠 고리 등 울타리에 붙어 있는 신기한 물건을 많이 보았습니다. 마닐라에서 이미 중고 금속 자물쇠를 가져왔지만 우리는 구입해야 했습니다. 영구 마커를 선택하고 기념품 가게에서 방수 가방 태그를 선택하여 메시지를 작성했습니다. 자물쇠가 없으면 기념품 가게에서 다양한 색상의 자물쇠를 판매합니다(현지 철물점에서 구입했다면 확실히 더 비쌌습니다). 우리는 전망대와 테디베어뮤지엄 입장권을 묶음상품권(성인 14000원)으로 구매했다. 테디베어 박물관은 서울의 역사에 대해 배울 수 있는 귀여운 방법이었고 전망대는 아마도 서울 최고의 전경을 제공할 것입니다. 매표소 근처에서 오후 3시마다 열리는 한국 전통 무술 시연이 있습니다. 보기에 아주 시원합니다. 내려가는 것은 매우 가벼운 하이킹이었습니다. 케이블카를 타지 않으면 걷게 될 길과 같았지만, 올라가는 사람들의 표정으로 보아 중도에 지친 모습이었다. 전체 경험은 완료하는 데 약 4시간이 걸렸지만 일부 사람들은 그곳 레스토랑에서 식사를 하기로 선택했다면 훨씬 더 오래 걸릴 것이라고 생각합니다."
794,794,138,1529,"Seoul tower is great! However, with pollution (that locals call fog) - you honestly can't see much of the city. I recommend going at night where you can see the city lights!  BEWARE - there is a fairly steep little hike up to Seoul Tower and the locks. If you have bad knees or ankles, come prepared! You can certainly do it - but no one tells you about the initial initiation into the Seoul Tower hiking club!!  You will need time here if you want to go up into the tower - but otherwise, if you're using the hop on hop off bus - just use the 30 minutes between buses to get a quick view and move on!",794,much,서울타워 멋지다! 그러나 오염(현지인들은 안개라고 함)으로 인해 솔직히 도시의 많은 부분을 볼 수 없습니다. 도시의 불빛이 보이는 밤에 가는걸 추천! 주의 - 서울 타워와 자물쇠까지 꽤 가파르고 약간의 하이킹이 있습니다. 무릎이나 발목이 안 좋으신 분들은 미리 준비하세요! 당신은 확실히 할 수 있습니다 - 그러나 아무도 당신에게 서울 타워 하이킹 클럽의 초기 입문에 대해 알려주지 않습니다!! 타워에 올라가려면 여기에서 시간이 필요합니다. 그렇지 않고 hop on hop off 버스를 사용하는 경우 버스 사이에 30분 정도만 시간을 내어 빠르게 살펴보고 이동하세요!
795,795,139,1536,Nice way to spend an afternoon. About as good of a view of the city as you're going to get -- try to go on a day when there is less smog! I've heard that the view is better at night. Very much a date location. You can even order the couples' package with popcorn and a soda! Reasonably priced and easy to access via bus or cable car.,795,much,오후를 보내는 좋은 방법. 당신이 얻을 도시의 전망만큼 좋은 - 스모그가 적은 날에 가십시오! 야경이 더 좋다고 들었습니다. 아주 데이트 장소. 팝콘과 탄산음료가 포함된 커플 패키지도 주문할 수 있습니다! 가격도 저렴하고 버스나 케이블카로 쉽게 갈 수 있습니다.
796,796,140,1537,"Loved the tinge of romance in the cold wintry air. The whole idea of placing these love locks all around the N Seoul Tower as a pledge of eternal love is really Winter-Sonata-ish, but worth doing if you wanna just enjoy what the locals do. My wife and I bought the love-locks and love them so much for their cutesy-ness that we brought them home and locked them against our door-grills instead.",796,much,차가운 겨울 공기에 로맨스의 기미를 좋아했습니다. 영원한 사랑의 서약으로 N 서울 타워 주변에 이 사랑의 자물쇠를 두는 아이디어는 정말 겨울 소나타 스타일이지만 현지인들이 하는 일을 즐기고 싶다면 할 가치가 있습니다. 아내와 나는 사랑의 자물쇠를 샀고 그 귀여움을 너무 좋아해서 집으로 가져와 대신 문 그릴에 고정했습니다.
